tscriptid,ottdartid,ensdartid
ZDB-TSCRIPT-090929-15339,OTTDART00000034557,ENSDART00000144872.2
ZDB-TSCRIPT-090929-15338,OTTDART00000034556,ENSDART00000132211.3
ZDB-TSCRIPT-090929-15354,OTTDART00000034583,ENSDART00000135413.2
ZDB-TSCRIPT-090929-15367,OTTDART00000034609,ENSDART00000128768.3
ZDB-TSCRIPT-090929-20522,OTTDART00000040369,ENSDART00000141806.2
ZDB-TSCRIPT-090929-15379,OTTDART00000034643,ENSDART00000134084
ZDB-TSCRIPT-090929-15381,OTTDART00000034645,ENSDART00000145085.2
ZDB-TSCRIPT-090929-15384,OTTDART00000034648,ENSDART00000136349.2
ZDB-TSCRIPT-090929-15385,OTTDART00000034654,ENSDART00000143305.3
ZDB-TSCRIPT-090929-15385,OTTDART00000034649,ENSDART00000135395.2
ZDB-TSCRIPT-090929-15382,OTTDART00000034646,ENSDART00000136534.3
ZDB-TSCRIPT-090929-15380,OTTDART00000034644,ENSDART00000146528.3
ZDB-TSCRIPT-090929-15389,OTTDART00000034653,ENSDART00000139614.2
ZDB-TSCRIPT-090929-15394,OTTDART00000034658,ENSDART00000142831.2
ZDB-TSCRIPT-090929-15396,OTTDART00000034660,ENSDART00000144447.2
ZDB-TSCRIPT-090929-15409,OTTDART00000034673,ENSDART00000148302.3
ZDB-TSCRIPT-090929-15411,OTTDART00000034675,ENSDART00000144712.2
ZDB-TSCRIPT-090929-15408,OTTDART00000034672,ENSDART00000138056.2
ZDB-TSCRIPT-090929-15432,OTTDART00000034710,ENSDART00000144964
ZDB-TSCRIPT-090929-15445,OTTDART00000034737,ENSDART00000132029.2
ZDB-TSCRIPT-090929-15447,OTTDART00000034739,ENSDART00000133093.2
ZDB-TSCRIPT-090929-15449,OTTDART00000034741,ENSDART00000146460.2
ZDB-TSCRIPT-090929-15452,OTTDART00000034744,ENSDART00000124600.3
ZDB-TSCRIPT-090929-15454,OTTDART00000034746,ENSDART00000123763.3
ZDB-TSCRIPT-090929-15456,OTTDART00000034748,ENSDART00000110933.4
ZDB-TSCRIPT-090929-15461,OTTDART00000034753,ENSDART00000147358.2
ZDB-TSCRIPT-090929-15463,OTTDART00000034755,ENSDART00000135190.2
ZDB-TSCRIPT-090929-15466,OTTDART00000034758,ENSDART00000145322
ZDB-TSCRIPT-090929-15472,OTTDART00000034764,ENSDART00000138323.2
ZDB-TSCRIPT-090929-15474,OTTDART00000034767,ENSDART00000138859
ZDB-TSCRIPT-090929-15476,OTTDART00000034770,ENSDART00000139959.2
ZDB-TSCRIPT-090929-15477,OTTDART00000034771,ENSDART00000139888.2
ZDB-TSCRIPT-090929-15484,OTTDART00000034778,ENSDART00000136160.2
ZDB-TSCRIPT-090929-15469,OTTDART00000034761,ENSDART00000140726.2
ZDB-TSCRIPT-090929-15488,OTTDART00000034782,ENSDART00000146188.2
ZDB-TSCRIPT-090929-15494,OTTDART00000034789,ENSDART00000135853.2
ZDB-TSCRIPT-090929-9109,OTTDART00000026434,ENSDART00000136628.2
ZDB-TSCRIPT-090929-15501,OTTDART00000034796,ENSDART00000138549.2
ZDB-TSCRIPT-090929-15502,OTTDART00000034797,ENSDART00000138397.2
ZDB-TSCRIPT-090929-15505,OTTDART00000034800,
ZDB-TSCRIPT-090929-15506,OTTDART00000034801,
ZDB-TSCRIPT-090929-15516,OTTDART00000034812,ENSDART00000133464.2
ZDB-TSCRIPT-090929-15518,OTTDART00000034814,ENSDART00000166118.2
ZDB-TSCRIPT-110325-1244,OTTDART00000048868,ENSDART00000171134.2
ZDB-TSCRIPT-110325-2152,OTTDART00000048869,ENSDART00000164718.2
ZDB-TSCRIPT-090929-15521,OTTDART00000034817,ENSDART00000132528.2
ZDB-TSCRIPT-090929-15520,OTTDART00000034816,ENSDART00000145001.2
ZDB-TSCRIPT-090929-15544,OTTDART00000034841,ENSDART00000139719.2
ZDB-TSCRIPT-090929-15550,OTTDART00000034851,ENSDART00000144159.2
ZDB-TSCRIPT-090929-15553,OTTDART00000034855,ENSDART00000131171
ZDB-TSCRIPT-090929-15556,OTTDART00000034858,ENSDART00000133770.2
ZDB-TSCRIPT-090929-15559,OTTDART00000034861,ENSDART00000133137.2
ZDB-TSCRIPT-090929-15566,OTTDART00000034868,ENSDART00000091848.6
ZDB-TSCRIPT-090929-15570,OTTDART00000034872,ENSDART00000137559.2
ZDB-TSCRIPT-090929-15581,OTTDART00000034884,ENSDART00000138498.2
ZDB-TSCRIPT-090929-15580,OTTDART00000034883,ENSDART00000136007.2
ZDB-TSCRIPT-090929-15579,OTTDART00000034882,ENSDART00000131572.2
ZDB-TSCRIPT-090929-15591,OTTDART00000034894,ENSDART00000145802.2
ZDB-TSCRIPT-090929-15601,OTTDART00000034904,ENSDART00000136743.2
ZDB-TSCRIPT-090929-15609,OTTDART00000034912,ENSDART00000137383.2
ZDB-TSCRIPT-090929-15623,OTTDART00000034928,ENSDART00000147159
ZDB-TSCRIPT-090929-15624,OTTDART00000034929,ENSDART00000144254.2
ZDB-TSCRIPT-090929-15644,OTTDART00000034954,ENSDART00000138685.2
ZDB-TSCRIPT-090929-15649,OTTDART00000034959,ENSDART00000138151.2
ZDB-TSCRIPT-090929-15663,OTTDART00000034976,ENSDART00000133830.2
ZDB-TSCRIPT-090929-15667,OTTDART00000034980,ENSDART00000140374.2
ZDB-TSCRIPT-090929-15673,OTTDART00000034986,ENSDART00000140605.2
ZDB-TSCRIPT-090929-15684,OTTDART00000034997,ENSDART00000137871.2
ZDB-TSCRIPT-090929-15694,OTTDART00000035007,ENSDART00000147242.2
ZDB-TSCRIPT-090929-15710,OTTDART00000035027,ENSDART00000145112.2
ZDB-TSCRIPT-090929-15720,OTTDART00000035037,ENSDART00000139038.3
ZDB-TSCRIPT-090929-15721,OTTDART00000035038,ENSDART00000140292.2
ZDB-TSCRIPT-090929-15723,OTTDART00000035040,ENSDART00000136523.3
ZDB-TSCRIPT-090929-15724,OTTDART00000035041,ENSDART00000141400.3
ZDB-TSCRIPT-090929-15725,OTTDART00000035042,ENSDART00000145311.3
ZDB-TSCRIPT-090929-15726,OTTDART00000035043,ENSDART00000139464.2
ZDB-TSCRIPT-090929-15727,OTTDART00000035044,ENSDART00000140810.2
ZDB-TSCRIPT-131113-4692,OTTDART00000059725,ENSDART00000154809.3
ZDB-TSCRIPT-131113-4693,OTTDART00000059728,ENSDART00000153659.3
ZDB-TSCRIPT-131113-1500,OTTDART00000059726,ENSDART00000153475.3
ZDB-TSCRIPT-131113-3101,OTTDART00000059727 ,ENSDART00000156268.3
ZDB-TSCRIPT-090929-15735,OTTDART00000035052,ENSDART00000144477.2
ZDB-TSCRIPT-090929-15736,OTTDART00000035053,ENSDART00000136478
ZDB-TSCRIPT-090929-15737,OTTDART00000035054,ENSDART00000134041.2
ZDB-TSCRIPT-090929-15738,OTTDART00000035055,ENSDART00000146634.2
ZDB-TSCRIPT-090929-15741,OTTDART00000035058,ENSDART00000138395.2
ZDB-TSCRIPT-090929-15742,OTTDART00000035059,ENSDART00000134253.2
ZDB-TSCRIPT-090929-15743,OTTDART00000035060,ENSDART00000142504.2
ZDB-TSCRIPT-090929-15749,OTTDART00000035066,ENSDART00000147679
ZDB-TSCRIPT-090929-15767,OTTDART00000035084,ENSDART00000142761.2
ZDB-TSCRIPT-090929-15768,OTTDART00000035085,ENSDART00000140324.2
ZDB-TSCRIPT-090929-15788,OTTDART00000035110,ENSDART00000129737.3
ZDB-TSCRIPT-090929-1579,OTTDART00000009695,
ZDB-TSCRIPT-090929-15793,OTTDART00000035115,ENSDART00000131953.2
ZDB-TSCRIPT-090929-15796,OTTDART00000035118,ENSDART00000134945.2
ZDB-TSCRIPT-090929-15797,OTTDART00000035119,ENSDART00000142139.2
ZDB-TSCRIPT-090929-15798,OTTDART00000035120,ENSDART00000134565.2
ZDB-TSCRIPT-090929-15800,OTTDART00000035122,ENSDART00000144130.2
ZDB-TSCRIPT-090929-15810,OTTDART00000035132,ENSDART00000135081.3
ZDB-TSCRIPT-090929-15811,OTTDART00000035133,ENSDART00000135948.2
ZDB-TSCRIPT-090929-15808,OTTDART00000035130,ENSDART00000138771.3
ZDB-TSCRIPT-090929-15809,OTTDART00000035131,ENSDART00000139718.3
ZDB-TSCRIPT-090929-15812,OTTDART00000035134,ENSDART00000135195.2
ZDB-TSCRIPT-090929-15818,OTTDART00000035140,ENSDART00000138402.2
ZDB-TSCRIPT-090929-15820,OTTDART00000035142,ENSDART00000133706.2
ZDB-TSCRIPT-090929-15822,OTTDART00000035144,ENSDART00000138420.2
ZDB-TSCRIPT-090929-15823,OTTDART00000035145,ENSDART00000139982.2
ZDB-TSCRIPT-090929-15845,OTTDART00000035168,ENSDART00000145155.2
ZDB-TSCRIPT-090929-15856,OTTDART00000035185,ENSDART00000134269
ZDB-TSCRIPT-090929-15864,OTTDART00000035193,ENSDART00000133479.2
ZDB-TSCRIPT-090929-15867,OTTDART00000035196,ENSDART00000145891.3
ZDB-TSCRIPT-090929-15869,OTTDART00000035198,ENSDART00000146087.2
ZDB-TSCRIPT-090929-15873,OTTDART00000035202,ENSDART00000136209.2
ZDB-TSCRIPT-090929-15877,OTTDART00000035206,ENSDART00000147286.2
ZDB-TSCRIPT-090929-15879,OTTDART00000035208,ENSDART00000140967.2
ZDB-TSCRIPT-090929-15881,OTTDART00000035210,ENSDART00000145602.2
ZDB-TSCRIPT-090929-15880,OTTDART00000035209,ENSDART00000140808.3
ZDB-TSCRIPT-090929-15889,OTTDART00000035225,ENSDART00000144666.2
ZDB-TSCRIPT-090929-15888,OTTDART00000035224,ENSDART00000147631.2
ZDB-TSCRIPT-090929-15902,OTTDART00000035241,ENSDART00000146919
ZDB-TSCRIPT-090929-15908,OTTDART00000035247,ENSDART00000142229.2
ZDB-TSCRIPT-090929-15909,OTTDART00000035248,ENSDART00000144650.2
ZDB-TSCRIPT-090929-15918,OTTDART00000035258,ENSDART00000140271.2
ZDB-TSCRIPT-090929-15916,OTTDART00000035256,ENSDART00000147495.2
ZDB-TSCRIPT-090929-15917,OTTDART00000035257,ENSDART00000145037.2
ZDB-TSCRIPT-090929-15940,OTTDART00000035281,ENSDART00000132395.2
ZDB-TSCRIPT-090929-8381,OTTDART00000025662,ENSDART00000143950.2
ZDB-TSCRIPT-090929-8382,OTTDART00000025663,ENSDART00000135841.2
ZDB-TSCRIPT-091203-178,OTTDART00000045687,ENSDART00000147151.2
ZDB-TSCRIPT-091203-292,OTTDART00000045688,ENSDART00000131928.3
ZDB-TSCRIPT-090929-15948,OTTDART00000035295,ENSDART00000144416.3
ZDB-TSCRIPT-090929-15952,OTTDART00000035299,ENSDART00000142125.2
ZDB-TSCRIPT-090929-15953,OTTDART00000035300,ENSDART00000131851.2
ZDB-TSCRIPT-090929-15972,OTTDART00000035333,ENSDART00000131691.2
ZDB-TSCRIPT-090929-15973,OTTDART00000035334,ENSDART00000145572.2
ZDB-TSCRIPT-090929-15991,OTTDART00000035355,ENSDART00000140750.2
ZDB-TSCRIPT-090929-15994,OTTDART00000035358,ENSDART00000134952.2
ZDB-TSCRIPT-090929-16009,OTTDART00000035373,ENSDART00000133155.2
ZDB-TSCRIPT-090929-16019,OTTDART00000035383,ENSDART00000140033.2
ZDB-TSCRIPT-090929-7830,OTTDART00000025054,ENSDART00000134289.2
ZDB-TSCRIPT-090929-7831,OTTDART00000025055,ENSDART00000148025.2
ZDB-TSCRIPT-090929-16023,OTTDART00000035387,ENSDART00000133967.2
ZDB-TSCRIPT-090929-16041,OTTDART00000035409,ENSDART00000134018.2
ZDB-TSCRIPT-090929-16044,OTTDART00000035418,ENSDART00000140104.2
ZDB-TSCRIPT-090929-16049,OTTDART00000035423,ENSDART00000140729.2
ZDB-TSCRIPT-090929-16050,OTTDART00000035424,ENSDART00000140987.2
ZDB-TSCRIPT-090929-16055,OTTDART00000035430,ENSDART00000141156.2
ZDB-TSCRIPT-090929-16061,OTTDART00000035436,ENSDART00000157802.2
ZDB-TSCRIPT-090929-16075,OTTDART00000035454,ENSDART00000140707.2
ZDB-TSCRIPT-090929-16076,OTTDART00000035455,ENSDART00000136382.3
ZDB-TSCRIPT-141209-3065,OTTDART00000060270,ENSDART00000170326.2
ZDB-TSCRIPT-090929-16099,OTTDART00000035479,ENSDART00000136191.2
ZDB-TSCRIPT-090929-16100,OTTDART00000035480,ENSDART00000140939.2
ZDB-TSCRIPT-090929-16111,OTTDART00000035491,ENSDART00000123643.3
ZDB-TSCRIPT-090929-16119,OTTDART00000035502,ENSDART00000142472.2
ZDB-TSCRIPT-090929-16124,OTTDART00000035507,ENSDART00000141185
ZDB-TSCRIPT-090929-1614,OTTDART00000009860,ENSDART00000060742.5
ZDB-TSCRIPT-090929-1613,OTTDART00000009859,ENSDART00000138486.2
ZDB-TSCRIPT-090929-16151,OTTDART00000035538,ENSDART00000140282.2
ZDB-TSCRIPT-090929-16160,OTTDART00000035547,ENSDART00000124304.3
ZDB-TSCRIPT-090929-16171,OTTDART00000035558,ENSDART00000134889.2
ZDB-TSCRIPT-090929-16173,OTTDART00000035560,ENSDART00000147323.2
ZDB-TSCRIPT-090929-16176,OTTDART00000035563,ENSDART00000146617.3
ZDB-TSCRIPT-090929-16189,OTTDART00000035576,ENSDART00000147487.2
ZDB-TSCRIPT-090929-16202,OTTDART00000035589,ENSDART00000146678.2
ZDB-TSCRIPT-090929-16204,OTTDART00000035591,ENSDART00000139895.2
ZDB-TSCRIPT-090929-16205,OTTDART00000035592,ENSDART00000137345.2
ZDB-TSCRIPT-090929-16220,OTTDART00000035607,ENSDART00000141879.2
ZDB-TSCRIPT-090929-8011,OTTDART00000025255,ENSDART00000136547.2
ZDB-TSCRIPT-090929-8012,OTTDART00000025256,ENSDART00000141110.3
ZDB-TSCRIPT-090929-16228,OTTDART00000035615,ENSDART00000138427
ZDB-TSCRIPT-090929-16231,OTTDART00000035618,ENSDART00000135437.2
ZDB-TSCRIPT-090929-16239,OTTDART00000035634,ENSDART00000171834.2
ZDB-TSCRIPT-090929-16249,OTTDART00000035651,
ZDB-TSCRIPT-090929-16251,OTTDART00000035653,
ZDB-TSCRIPT-090929-16253,OTTDART00000035655,ENSDART00000047008
ZDB-TSCRIPT-090929-16264,OTTDART00000035669,ENSDART00000137577.3
ZDB-TSCRIPT-090929-8036,OTTDART00000025285,ENSDART00000147329.2
ZDB-TSCRIPT-090929-16265,OTTDART00000035670,ENSDART00000141687.2
ZDB-TSCRIPT-090929-16274,OTTDART00000035681,ENSDART00000141215.2
ZDB-TSCRIPT-090929-16282,OTTDART00000035689,ENSDART00000142036.2
ZDB-TSCRIPT-090929-16283,OTTDART00000035690,ENSDART00000129299.3
ZDB-TSCRIPT-090929-16284,OTTDART00000035691,ENSDART00000143751.2
ZDB-TSCRIPT-090929-16285,OTTDART00000035692,
ZDB-TSCRIPT-090929-16289,OTTDART00000035696,ENSDART00000145688.2
ZDB-TSCRIPT-090929-16292,OTTDART00000035699,ENSDART00000145310
ZDB-TSCRIPT-090929-16295,OTTDART00000035702,ENSDART00000148033.2
ZDB-TSCRIPT-090929-16298,OTTDART00000035705,ENSDART00000138725
ZDB-TSCRIPT-090929-163,OTTDART00000002297,ENSDART00000138800.2
ZDB-TSCRIPT-160919-19,OTTDART00000064026,ENSDART00000174168.2
ZDB-TSCRIPT-160919-338,OTTDART00000064132,ENSDART00000174269.2
ZDB-TSCRIPT-090929-16321,OTTDART00000035733,ENSDART00000037080.9
ZDB-TSCRIPT-090929-16322,OTTDART00000035734,
ZDB-TSCRIPT-090929-16327,OTTDART00000035741,ENSDART00000133717.2
ZDB-TSCRIPT-090929-16328,OTTDART00000035742,ENSDART00000135964.2
ZDB-TSCRIPT-090929-16365,OTTDART00000035779,ENSDART00000140597.2
ZDB-TSCRIPT-090929-16366,OTTDART00000035780,ENSDART00000147798.2
ZDB-TSCRIPT-090929-16371,OTTDART00000035786,ENSDART00000134046.2
ZDB-TSCRIPT-090929-16394,OTTDART00000035814,ENSDART00000147730
ZDB-TSCRIPT-090929-16397,OTTDART00000035817,ENSDART00000145851.2
ZDB-TSCRIPT-090929-16398,OTTDART00000035818,ENSDART00000142607.2
ZDB-TSCRIPT-090929-8157,OTTDART00000025413,ENSDART00000139674.2
ZDB-TSCRIPT-090929-1640,OTTDART00000009943,ENSDART00000144396.3
ZDB-TSCRIPT-090929-16402,OTTDART00000035822,ENSDART00000142310.2
ZDB-TSCRIPT-090929-16405,OTTDART00000035827,ENSDART00000137302.2
ZDB-TSCRIPT-090929-16409,OTTDART00000035831,ENSDART00000137304.2
ZDB-TSCRIPT-090929-16425,OTTDART00000035855,ENSDART00000143917.2
ZDB-TSCRIPT-090929-16439,OTTDART00000035882,ENSDART00000141639
ZDB-TSCRIPT-090929-16471,OTTDART00000035915,ENSDART00000141568.2
ZDB-TSCRIPT-090929-16472,OTTDART00000035916,ENSDART00000136781.2
ZDB-TSCRIPT-090929-16474,OTTDART00000035918,ENSDART00000147131.2
ZDB-TSCRIPT-090929-16478,OTTDART00000035922,ENSDART00000133292.2
ZDB-TSCRIPT-090929-16483,OTTDART00000035927,ENSDART00000146632
ZDB-TSCRIPT-090929-16494,OTTDART00000035940,ENSDART00000139250
ZDB-TSCRIPT-090929-16495,OTTDART00000035941,ENSDART00000137793.2
ZDB-TSCRIPT-090929-16518,OTTDART00000035964,ENSDART00000139251.2
ZDB-TSCRIPT-090929-16537,OTTDART00000035986,ENSDART00000139977.2
ZDB-TSCRIPT-090929-16590,OTTDART00000036040,ENSDART00000145042
ZDB-TSCRIPT-090929-16591,OTTDART00000036041,ENSDART00000123160.3
ZDB-TSCRIPT-090929-16596,OTTDART00000036048,ENSDART00000138671.2
ZDB-TSCRIPT-090929-16598,OTTDART00000036050,ENSDART00000162674.2
ZDB-TSCRIPT-090929-16608,OTTDART00000036066,ENSDART00000139049.2
ZDB-TSCRIPT-090929-16609,OTTDART00000036067,ENSDART00000138272.2
ZDB-TSCRIPT-090929-16620,OTTDART00000036080,ENSDART00000146618.2
ZDB-TSCRIPT-090929-16621,OTTDART00000036081,
ZDB-TSCRIPT-090929-16634,OTTDART00000036094,ENSDART00000146435.2
ZDB-TSCRIPT-090929-16639,OTTDART00000036099,ENSDART00000142987.2
ZDB-TSCRIPT-090929-16652,OTTDART00000036115,ENSDART00000137036.2
ZDB-TSCRIPT-090929-16653,OTTDART00000036116,ENSDART00000139986.2
ZDB-TSCRIPT-090929-16663,OTTDART00000036130,ENSDART00000138422.2
ZDB-TSCRIPT-090929-16671,OTTDART00000036138,ENSDART00000140936.2
ZDB-TSCRIPT-090929-16680,OTTDART00000036148,ENSDART00000138598.2
ZDB-TSCRIPT-090929-16696,OTTDART00000036186,ENSDART00000147841.2
ZDB-TSCRIPT-090929-16705,OTTDART00000036195,ENSDART00000137005.2
ZDB-TSCRIPT-090929-16711,OTTDART00000036201,ENSDART00000133691.2
ZDB-TSCRIPT-090929-16712,OTTDART00000036202,ENSDART00000134927.2
ZDB-TSCRIPT-090929-16719,OTTDART00000036210,
ZDB-TSCRIPT-090929-16734,OTTDART00000036226,ENSDART00000135873.2
ZDB-TSCRIPT-090929-16737,OTTDART00000036229,ENSDART00000131428.2
ZDB-TSCRIPT-090929-16750,OTTDART00000036246,ENSDART00000147946.2
ZDB-TSCRIPT-090929-16752,OTTDART00000036248,ENSDART00000144844.2
ZDB-TSCRIPT-090929-16770,OTTDART00000036268,
ZDB-TSCRIPT-090929-21062,OTTDART00000040970,ENSDART00000139438.2
ZDB-TSCRIPT-090929-16777,OTTDART00000036275,ENSDART00000136423.2
ZDB-TSCRIPT-090929-16780,OTTDART00000036278,ENSDART00000131254.3
ZDB-TSCRIPT-090929-16781,OTTDART00000036279,ENSDART00000144454.2
ZDB-TSCRIPT-091203-313,OTTDART00000045761,ENSDART00000134199.2
ZDB-TSCRIPT-090929-16785,OTTDART00000036283,
ZDB-TSCRIPT-090929-16786,OTTDART00000036284,ENSDART00000132752.2
ZDB-TSCRIPT-100915-1276,OTTDART00000046341,ENSDART00000145929.3
ZDB-TSCRIPT-090929-16788,OTTDART00000036286,ENSDART00000170032.2
ZDB-TSCRIPT-090929-16798,OTTDART00000036296,ENSDART00000132560.2
ZDB-TSCRIPT-090929-16799,OTTDART00000036297,ENSDART00000136188.3
ZDB-TSCRIPT-090929-16800,OTTDART00000036298,ENSDART00000141894.2
ZDB-TSCRIPT-090929-16818,OTTDART00000036318,ENSDART00000137496.2
ZDB-TSCRIPT-090929-16820,OTTDART00000036320,ENSDART00000154386.2
ZDB-TSCRIPT-090929-16823,OTTDART00000036323,ENSDART00000148131.2
ZDB-TSCRIPT-090929-16830,OTTDART00000036331,ENSDART00000145053.2
ZDB-TSCRIPT-090929-16832,OTTDART00000036333,ENSDART00000144004.2
ZDB-TSCRIPT-090929-16833,OTTDART00000036334,
ZDB-TSCRIPT-090929-16834,OTTDART00000036335,
ZDB-TSCRIPT-090929-16839,OTTDART00000036340,ENSDART00000141107.2
ZDB-TSCRIPT-090929-16840,OTTDART00000036341,ENSDART00000138633.3
ZDB-TSCRIPT-090929-16842,OTTDART00000036343,ENSDART00000136097.3
ZDB-TSCRIPT-090929-16843,OTTDART00000036344,ENSDART00000146648.3
ZDB-TSCRIPT-090929-16848,OTTDART00000036349,
ZDB-TSCRIPT-090929-16850,OTTDART00000036353,
ZDB-TSCRIPT-090929-16851,OTTDART00000036354,ENSDART00000137071.2
ZDB-TSCRIPT-090929-16871,OTTDART00000036387,
ZDB-TSCRIPT-090929-16878,OTTDART00000036394,ENSDART00000134345.3
ZDB-TSCRIPT-090929-16879,OTTDART00000036395,ENSDART00000147535.2
ZDB-TSCRIPT-090929-16877,OTTDART00000036393,ENSDART00000143872.3
ZDB-TSCRIPT-090929-16894,OTTDART00000036410,ENSDART00000133140.2
ZDB-TSCRIPT-090929-16897,OTTDART00000036413,
ZDB-TSCRIPT-090929-16901,OTTDART00000036417,ENSDART00000141541.2
ZDB-TSCRIPT-090929-16903,OTTDART00000036419,ENSDART00000140169.2
ZDB-TSCRIPT-120213-418,OTTDART00000052881,ENSDART00000151172.2
ZDB-TSCRIPT-090929-16911,OTTDART00000036427,ENSDART00000145148
ZDB-TSCRIPT-090929-16913,OTTDART00000036429,ENSDART00000135046.2
ZDB-TSCRIPT-090929-16917,OTTDART00000036433,ENSDART00000147461.2
ZDB-TSCRIPT-090929-16918,OTTDART00000036434,ENSDART00000148143.3
ZDB-TSCRIPT-090929-16929,OTTDART00000036445,ENSDART00000142091
ZDB-TSCRIPT-090929-16932,OTTDART00000036448,
ZDB-TSCRIPT-090929-16935,OTTDART00000036451,ENSDART00000141856.2
ZDB-TSCRIPT-090929-16942,OTTDART00000036459,ENSDART00000144745.2
ZDB-TSCRIPT-090929-16947,OTTDART00000036465,ENSDART00000133687.3
ZDB-TSCRIPT-090929-16954,OTTDART00000036475,ENSDART00000138203.2
ZDB-TSCRIPT-090929-16958,OTTDART00000036479,ENSDART00000133700.2
ZDB-TSCRIPT-090929-16960,OTTDART00000036481,ENSDART00000148145.2
ZDB-TSCRIPT-120213-668,OTTDART00000054279,ENSDART00000150955.2
ZDB-TSCRIPT-090929-16962,OTTDART00000036483,ENSDART00000140453.2
ZDB-TSCRIPT-090929-16963,OTTDART00000036484,
ZDB-TSCRIPT-090929-16966,OTTDART00000036487,ENSDART00000109036.4
ZDB-TSCRIPT-090929-16970,OTTDART00000036491,
ZDB-TSCRIPT-090929-16971,OTTDART00000036492,ENSDART00000133439.2
