"sfclg_chromosome","sfclg_data_zdb_id","sfclg_pk_id","sfclg_acc_num","sfclg_start","sfclg_end","sfclg_location_source","sfclg_location_subsource","sfclg_fdb_db_id","sfclg_pub_zdb_id","sfclg_assembly","sfclg_gbrowse_track","sfclg_evidence_code"
"2","ZDB-BAC-100127-718","573602461","CU682364.6","11832805","11881401","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-090114-374","573602462","CU633747.5","11881402","11911003","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-719","573602463","FP017159.8","11911004","11952663","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070608-321","573602464","CT573433.7","11952664","12079726","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070404-533","573602465","CR376724.13","12079727","12246167","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-100127-325","573602466","CU914162.5","12252487","12289928","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-206","573602467","BX005226.10","12330711","12507352","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060614-293","573602468","CT030720.11","12507353","12563860","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-207","573602469","BX547997.9","12563861","12734257","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1173","573602470","BX908750.17","12734258","12902853","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-209","573602471","BX324233.5","12902854","13058323","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-210","573602472","BX511000.12","13058324","13247994","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070726-232","573602473","CU207344.8","13247995","13291897","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-211","573602474","BX571948.8","13291898","13474648","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-212","573602475","BX571849.18","13474649","13601492","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-100127-549","573602476","CU694232.5","13710027","13743308","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-090114-365","573602477","CU655834.5","13743309","13779227","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-100127-550","573602478","CU657977.13","13779228","13793961","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-721","573602479","CU855922.10","13900430","13991911","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-722","573602480","CU927934.8","13991912","14062683","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060614-232","573602481","BX510915.23","14193575","14445292","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-111024-102","573602482","FQ311938.2","14445293","14456673","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070726-239","573602483","CT583708.8","14456674","14619687","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070726-233","573602484","CR388189.21","14660176","14832605","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060614-294","573602485","CT027635.9","14832606","14868219","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1174","573602486","CR788249.6","14868220","15069201","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1175","573602487","CR392002.14","15069202","15119254","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1176","573602488","CR450809.6","15119255","15324000","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1177","573602489","CR788253.7","15324001","15325239","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-215","573602490","BX547933.13","15325240","15500438","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070608-199","573602491","CT583637.6","15500439","15560557","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-218","573602492","BX510342.7","15560558","15745268","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-217","573602493","BX682548.7","15745269","15855009","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-216","573602494","BX510321.9","15855010","16013551","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070608-200","573602495","CT027695.16","16013552","16089906","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060614-295","573602496","CR788310.10","16089907","16329080","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1178","573602497","CR788304.8","16329081","16347344","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1179","573602498","CR788262.4","16347345","16405411","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060614-296","573602499","CR377211.7","16405412","16589753","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-720","573602500","CU929319.6","16589754","16693194","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-111024-18","573602501","CU929296.6","16693195","16737764","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-090114-365","573602502","CU462977.6","16740610","16840784","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100920-185","573602503","FP236459.4","16906894","16928457","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070404-295","573602504","BX640595.14","16928458","17047887","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-220","573602505","BX296556.4","17047888","17227117","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-221","573602506","BX322624.8","17227118","17343633","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050419-8","573602507","BX640408.8","17343634","17465104","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-111024-61","573602508","CU459002.17","17465105","17558203","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-222","573602509","BX663493.8","17558204","17590652","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-223","573602510","BX248089.5","17590653","17836486","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-224","573602511","BX284693.6","17836487","17918856","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-225","573602512","BX511224.8","17918857","18103565","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-226","573602513","BX663501.9","18103566","18190212","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-111024-62","573602514","FP236803.7","18190213","18240197","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1897","573602515","CR388035.9","18268234","18404835","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-071002-272","573602516","CT737196.5","18404836","18447938","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-090114-897","573602517","CR854990.12","18447939","18622380","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-090114-896","573602518","CU137644.12","18622381","18698387","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-723","573602519","CU928135.7","18698388","18761643","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-090114-895","573602520","CU467620.11","18768826","18902691","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-227","573602521","BX323553.3","18914246","19002264","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-228","573602522","BX323588.10","19002265","19248266","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-229","573602523","BX511079.9","19248267","19396143","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1181","573602524","BX664750.15","19499494","19609191","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-232","573602525","BX088713.8","19609192","19756107","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-231","573602526","BX005269.4","19756108","19939277","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1180","573602527","CR376754.6","19939278","20021552","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-724","573602528","CU929155.6","20021553","20069354","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-111024-65","573602529","FQ377887.2","20069355","20076085","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-111024-66","573602530","FQ377605.3","20131769","20160660","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1182","573602531","CR405683.10","20160661","20325559","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070608-201","573602532","CR925898.7","20325560","20334819","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-263","573602533","BX510644.3","20334820","20474335","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-1232","573602534","CU928067.8","20474336","20553674","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1877","573602535","AL954134.16","20553675","20712225","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-1231","573602536","CU855759.9","20712226","20751130","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-090114-146","573602537","CU638698.5","20787242","20821219","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-090114-145","573602538","CU638707.6","20821220","20838740","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-725","573602539","CU570979.21","20838741","20931506","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-090114-369","573602540","CU570778.10","20931507","21000867","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-090114-368","573602541","CU469534.9","21000868","21030685","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-090114-367","573602542","CU499342.4","21030686","21032679","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1187","573602543","CR388093.11","21032680","21184352","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1188","573602544","BX927413.10","21184353","21278805","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-090114-366","573602545","CU464125.6","21278806","21375028","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-234","573602546","BX000484.12","21414158","21573083","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1183","573602547","CR786574.10","21573084","21632536","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1184","573602548","CR450710.5","21632537","21832160","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1185","573602549","CR847864.6","21832161","21912027","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070608-202","573602550","CT956055.9","21912028","21989993","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1186","573602551","CR450692.5","21989994","22168969","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-111024-37","573602552","FQ377899.2","22200285","22240926","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1190","573602553","BX927330.9","22260375","22463120","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1189","573602554","BX927353.7","22463121","22555678","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-FOSMID-100127-326","573602555","FP102037.5","22588947","22602395","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1191","573602556","BX897733.8","22602396","22715426","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-230","573602557","BX649390.12","22715427","22898020","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-241","573602558","BX927377.5","22898021","23060574","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-240","573602559","BX548024.4","23060575","23277139","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-239","573602560","BX511101.3","23277140","23357107","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-238","573602561","BX470197.17","23357108","23531096","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-237","573602562","BX677666.18","23531097","23648637","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-236","573602563","BX649335.8","23648638","23867488","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1192","573602564","BX511097.21","23867489","24000371","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-090114-370","573602565","CU467838.4","24000372","24003581","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070726-234","573602566","CR788285.5","24003582","24154989","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-242","573602567","BX000358.11","24154990","24334070","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070404-297","573602568","CR384062.10","24334071","24410070","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-243","573602569","BX530024.6","24410071","24554534","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-100127-729","573602570","CU693498.7","24554535","24560752","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050419-9","573602571","CR769774.8","24706572","24918207","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1193","573602572","CR788256.3","24918208","24968855","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050419-10","573602573","CR786576.5","24968856","25169324","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-248","573602574","BX294118.4","25239007","25421622","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-061122-136","573602575","CT025719.8","25421623","25516306","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070404-298","573602576","CR848726.7","25516307","25670443","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1194","573602577","CT027687.8","25670444","25679233","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1195","573602578","CR392026.10","25679234","25868723","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060614-297","573602579","CR450771.10","25868724","26019616","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-060503-1196","573602580","CR392012.7","26019617","26115249","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070608-203","573602581","CT954241.10","26115250","26170569","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-070404-299","573602582","CR788230.8","26170570","26391544","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-061122-137","573602583","CT027702.8","26391545","26474804","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-251","573602584","BX569796.6","26474805","26582751","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-252","573602585","BX248497.11","26582752","26726361","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
"2","ZDB-BAC-050218-253","573602586","BX255949.3","26726362","26938845","AGP Load","GRCz11.agp:checksum:LnZoWj62NjGZ670IAwiUCFPWFEP/2u6C/R2pCaxUY5U=",,,"GRCz11",,
