tscriptid,tscriptname,ottdartid,status,ensdartid,tname,comments
ZDB-TSCRIPT-090929-9111,tmem50a-002,OTTDART00000026436,retained intron,ENSDART00000133635.2,tmem50a-202,
ZDB-TSCRIPT-090929-9116,sestd1-002,OTTDART00000026441,retained intron,ENSDART00000139283.2,sestd1-204,
ZDB-TSCRIPT-090929-9117,sestd1-003,OTTDART00000026442,,ENSDART00000135365.2,sestd1-203,
ZDB-TSCRIPT-090929-9122,cpeb4-004,OTTDART00000026448,retained intron,ENSDART00000136218.2,cpeb4a-205,
ZDB-TSCRIPT-090929-9120,cpeb4-002,OTTDART00000026446,,ENSDART00000124255.3,cpeb4a-203,
ZDB-TSCRIPT-090929-9126,slit3-002,OTTDART00000026452,retained intron,ENSDART00000126199.3,slit3-201,
ZDB-TSCRIPT-090929-9129,stc2a-002,OTTDART00000026455,retained intron,ENSDART00000138082.2,stc2a-202,
ZDB-TSCRIPT-090929-9138,sparc-005,OTTDART00000026464,retained intron,ENSDART00000142572.2,sparc-205,
ZDB-TSCRIPT-090929-9139,sparc-006,OTTDART00000026465,retained intron,ENSDART00000141916.2,sparc-204,
ZDB-TSCRIPT-090929-9159,glrx-003,OTTDART00000026485,retained intron,ENSDART00000137850.2,glrx-204,
ZDB-TSCRIPT-090929-9165,cfl1-002,OTTDART00000026491,retained intron,ENSDART00000144817.2,cfl1-202,
ZDB-TSCRIPT-090929-9171,asah1a-002,OTTDART00000026497,retained intron,ENSDART00000146361.2,asah1a-202,
ZDB-TSCRIPT-090929-9195,ftsj1-004,OTTDART00000026527,NMD,ENSDART00000135363,,
ZDB-TSCRIPT-090929-9209,efemp2b-003,OTTDART00000026559,retained intron,ENSDART00000142581.2,efemp2b-205,
ZDB-TSCRIPT-090929-9210,efemp2b-004,OTTDART00000026560,retained intron,ENSDART00000133521.2,efemp2b-203,
ZDB-TSCRIPT-090929-9211,fibpb-001,OTTDART00000026561,NMD,ENSDART00000146956,,
ZDB-TSCRIPT-090929-9227,bfb-002,OTTDART00000026587,retained intron,ENSDART00000124221.3,bfb-202,
ZDB-TSCRIPT-090929-9230,dpp3-002,OTTDART00000026592,retained intron,ENSDART00000146724.2,dpp3-203,
ZDB-TSCRIPT-090929-924,xrn2-002,OTTDART00000007202,NMD,ENSDART00000162720,,
ZDB-TSCRIPT-090929-9240,apoa4b.1-002,OTTDART00000026606,retained intron,ENSDART00000144241.2,apoa4b.1-202,
ZDB-TSCRIPT-090929-9245,apoeb-004,OTTDART00000026611,retained intron,ENSDART00000133484.2,apoeb-203,
ZDB-TSCRIPT-090929-9244,apoeb-003,OTTDART00000026610,,ENSDART00000113722.5,apoeb-202,
ZDB-TSCRIPT-090929-9254,hm13-003,OTTDART00000026620,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9256,hm13-002,OTTDART00000026622,,ENSDART00000130276.3,hm13-202,
ZDB-TSCRIPT-090929-9270,cdc23-002,OTTDART00000026637,retained intron,ENSDART00000141004.2,cdc23-202,
ZDB-TSCRIPT-090929-9276,taz-002,OTTDART00000026644,retained intron,ENSDART00000139758.3,taz-204,
ZDB-TSCRIPT-090929-9277,taz-003,OTTDART00000026645,NMD,ENSDART00000147982,,
ZDB-TSCRIPT-090929-9278,taz-004,OTTDART00000026646,retained intron,ENSDART00000142699.3,taz-206,
ZDB-TSCRIPT-090929-9279,taz-005,OTTDART00000026647,retained intron,ENSDART00000146653.2,taz-207,
ZDB-TSCRIPT-090929-9281,taz-007,OTTDART00000026649,NMD,ENSDART00000131302,,
ZDB-TSCRIPT-090929-9287,dtnbp1a-005,OTTDART00000026655,retained intron,ENSDART00000137511.2,dtnbp1a-202,
ZDB-TSCRIPT-090929-9285,dtnbp1a-003,OTTDART00000026653,,ENSDART00000143415.3,dtnbp1a-204,
ZDB-TSCRIPT-090929-9286,dtnbp1a-004,OTTDART00000026654,,ENSDART00000146039.2,dtnbp1a-206,
ZDB-TSCRIPT-090929-9290,dtnbp1a-008,OTTDART00000026658,,ENSDART00000147893.2,dtnbp1a-208,
ZDB-TSCRIPT-090929-9293,fgfr4-002,OTTDART00000026661,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9296,derl1-003,OTTDART00000026664,retained intron,ENSDART00000135893.2,derl1-203,
ZDB-TSCRIPT-090929-9295,derl1-002,OTTDART00000026663,,ENSDART00000132136.2,derl1-202,
ZDB-TSCRIPT-090929-9300,tomm40-004,OTTDART00000026668,retained intron,ENSDART00000136777.2,tomm40-203,
ZDB-TSCRIPT-090929-9302,cct3-002,OTTDART00000026671,retained intron,ENSDART00000138610.2,cct3-203,
ZDB-TSCRIPT-090929-9303,cct3-003,OTTDART00000026672,,ENSDART00000147289.3,cct3-204,
ZDB-TSCRIPT-090929-9304,cct3-004,OTTDART00000026673,,ENSDART00000134538.3,cct3-202,
ZDB-TSCRIPT-090929-9307,lmna-003,OTTDART00000026676,retained intron,ENSDART00000135831.2,lmna-201,
ZDB-TSCRIPT-090929-9306,lmna-002,OTTDART00000026675,,ENSDART00000147986.2,lmna-203,
ZDB-TSCRIPT-090929-9309,pgk1-002,OTTDART00000026678,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9310,pgk1-003,OTTDART00000026679,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9328,slc25a14-002,OTTDART00000026698,retained intron,ENSDART00000146465.2,slc25a14-203,
ZDB-TSCRIPT-090929-9338,selenbp1-002,OTTDART00000026709,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9340,srsf1b-003,OTTDART00000026711,NMD,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9375,dcaf13-002,OTTDART00000026756,retained intron,ENSDART00000148355.2,dcaf13-203,
ZDB-TSCRIPT-090929-9376,dcaf13-003,OTTDART00000026757,retained intron,ENSDART00000139307.2,dcaf13-202,
ZDB-TSCRIPT-090929-9387,psma4-002,OTTDART00000026768,retained intron,ENSDART00000146071.2,psma4-202,
ZDB-TSCRIPT-090929-9396,mmgt1-002,OTTDART00000026781,retained intron,ENSDART00000138434.2,mmgt1-202,
ZDB-TSCRIPT-090929-9399,f9a-002,OTTDART00000026784,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9403,hprt1-002,OTTDART00000026788,NMD,ENSDART00000024075,,
ZDB-TSCRIPT-090929-9405,rbmx-002,OTTDART00000026790,NMD,ENSDART00000138084,,
ZDB-TSCRIPT-090929-9406,rbmx-003,OTTDART00000026791,retained intron,ENSDART00000139839.3,rbmx-205,
ZDB-TSCRIPT-090929-9408,rbmx-005,OTTDART00000026793,,ENSDART00000144615.3,rbmx-206,
ZDB-TSCRIPT-090929-9422,psmd13-002,OTTDART00000026814,retained intron,ENSDART00000104599.5,psmd13-202,
ZDB-TSCRIPT-090929-9427,olfm2a-002,OTTDART00000026819,retained intron,ENSDART00000138035.2,olfm2a-202,
ZDB-TSCRIPT-090929-9459,actr6-003,OTTDART00000026856,retained intron,ENSDART00000140907.2,actr6-202,
ZDB-TSCRIPT-090929-9462,uba2-002,OTTDART00000026860,retained intron,ENSDART00000161452.2,uba2-201,
ZDB-TSCRIPT-090929-9477,mapre1b-002,OTTDART00000026882,retained intron,ENSDART00000133602.2,mapre1b-202,
ZDB-TSCRIPT-090929-9505,hsd17b12a-002,OTTDART00000026913,retained intron,ENSDART00000141167.2,hsd17b12a-203,
ZDB-TSCRIPT-090929-9506,hsd17b12a-003,OTTDART00000026914,retained intron,ENSDART00000140389.2,hsd17b12a-202,
ZDB-TSCRIPT-090929-9509,tnnt3a-002,OTTDART00000026918,retained intron,ENSDART00000145437.2,tnnt3a-202,
ZDB-TSCRIPT-090929-9518,krt8-002,OTTDART00000026927,retained intron,ENSDART00000142261.2,krt8-203,
ZDB-TSCRIPT-090929-9519,krt8-003,OTTDART00000026928,retained intron,ENSDART00000137533.2,krt8-202,
ZDB-TSCRIPT-090929-9527,pitx2-003,OTTDART00000026936,retained intron,ENSDART00000137652.2,pitx2-202,
ZDB-TSCRIPT-160112-493,pitx2-004,OTTDART00000062801,,ENSDART00000173243.2,pitx2-204,
ZDB-TSCRIPT-090929-9531,gria2b-003,OTTDART00000026940,retained intron,ENSDART00000134602.2,gria2b-203,
ZDB-TSCRIPT-090929-9532,gria2b-004,OTTDART00000026941,retained intron,ENSDART00000147856.2,gria2b-204,
ZDB-TSCRIPT-090929-9566,hnrnpa0b-002,OTTDART00000026976,NMD,ENSDART00000052512,,
ZDB-TSCRIPT-090929-9567,hnrnpa0b-003,OTTDART00000026977,NMD,ENSDART00000144599,,
ZDB-TSCRIPT-090929-9570,ppdpfb-002,OTTDART00000026980,retained intron,ENSDART00000132024.2,ppdpfb-202,
ZDB-TSCRIPT-090929-9573,tpd52l2b-003,OTTDART00000026983,retained intron,ENSDART00000139876.2,tpd52l2b-205,
ZDB-TSCRIPT-090929-9575,tpd52l2b-005,OTTDART00000026985,retained intron,ENSDART00000140535.2,tpd52l2b-206,
ZDB-TSCRIPT-090929-9588,fam50a-002,OTTDART00000026998,retained intron,ENSDART00000141667.2,fam50a-202,
ZDB-TSCRIPT-090929-9594,itga5-002,OTTDART00000027005,retained intron,ENSDART00000147392.2,itga5-202,
ZDB-TSCRIPT-090929-9598,sgk1-004,OTTDART00000027009,retained intron,ENSDART00000148122.2,sgk1-206,
ZDB-TSCRIPT-090929-22460,sgk1-006,OTTDART00000042780,,ENSDART00000147156.2,sgk1-205,
ZDB-TSCRIPT-090929-9608,dpm1-002,OTTDART00000027019,retained intron,ENSDART00000131388.2,dpm1-202,
ZDB-TSCRIPT-090929-9612,uba1-004,OTTDART00000027023,retained intron,ENSDART00000136021.2,uba1-203,
ZDB-TSCRIPT-090929-9630,her9-002,OTTDART00000027042,retained intron,ENSDART00000143756.2,her9-202,
ZDB-TSCRIPT-090929-9635,sult1st5-003,OTTDART00000027047,retained intron,ENSDART00000146231.2,sult1st5-203,
ZDB-TSCRIPT-090929-9640,pa2g4b-003,OTTDART00000027052,retained intron,ENSDART00000132271.2,pa2g4b-203,
ZDB-TSCRIPT-090929-9643,hnf4a-002,OTTDART00000027055,NMD,ENSDART00000124103,,
ZDB-TSCRIPT-090929-9655,lmbr1l-002,OTTDART00000027068,retained intron,ENSDART00000134008.2,lmbr1l-202,
ZDB-TSCRIPT-090929-9665,taf7-003,OTTDART00000027079,retained intron,ENSDART00000133084.2,taf7-202,
ZDB-TSCRIPT-090929-9672,setd7-002,OTTDART00000027088,retained intron,ENSDART00000143158.2,setd7-202,
ZDB-TSCRIPT-090929-9685,clstn1-003,OTTDART00000027105,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9686,tardbpl-001,OTTDART00000027106,NMD,ENSDART00000126681,,
ZDB-TSCRIPT-090929-9687,tardbpl-002,OTTDART00000027107,NMD,ENSDART00000027255,,
ZDB-TSCRIPT-090929-9691,lzic-002,OTTDART00000027111,retained intron,ENSDART00000140048.2,lzic-202,
ZDB-TSCRIPT-090929-9699,pola1-002,OTTDART00000027119,NMD,ENSDART00000138097,,
ZDB-TSCRIPT-090929-97,si:ch211-226m16.2-003,OTTDART00000002164,retained intron,ENSDART00000144902,si:ch211-226m16.2-202,
ZDB-TSCRIPT-090929-9717,zmynd11-002,OTTDART00000027138,retained intron,ENSDART00000079863.7,zmynd11-201,
ZDB-TSCRIPT-090929-9718,zmynd11-003,OTTDART00000027139,retained intron,ENSDART00000134339.2,zmynd11-203,
ZDB-TSCRIPT-090929-9719,zmynd11-004,OTTDART00000027140,retained intron,ENSDART00000134380.2,zmynd11-204,
ZDB-TSCRIPT-090929-9725,ek1-003,OTTDART00000027146,retained intron,ENSDART00000147835.2,ek1-203,
ZDB-TSCRIPT-090929-9747,nup58-002,OTTDART00000027175,retained intron,ENSDART00000135757.2,nup58-203,
ZDB-TSCRIPT-090929-9748,nup58-003,OTTDART00000027176,,ENSDART00000144336.3,nup58-204,
ZDB-TSCRIPT-090929-9755,phex-003,OTTDART00000027184,retained intron,ENSDART00000136183.2,phex-202,
ZDB-TSCRIPT-090929-9764,commd3-002,OTTDART00000027193,retained intron,ENSDART00000143058.2,commd3-203,
ZDB-TSCRIPT-091110-1967,commd3-003,OTTDART00000044511,,ENSDART00000131577.3,commd3-202,
ZDB-TSCRIPT-090929-9769,sec61g-002,OTTDART00000027198,retained intron,ENSDART00000146024.2,sec61g-202,
ZDB-TSCRIPT-090929-9770,sec61g-003,OTTDART00000027199,retained intron,ENSDART00000146687.2,sec61g-204,
ZDB-TSCRIPT-090929-9771,sec61g-004,OTTDART00000027200,retained intron,ENSDART00000146074.2,sec61g-203,
ZDB-TSCRIPT-090929-9775,cul1b-002,OTTDART00000027204,retained intron,ENSDART00000141679.2,cul1b-204,
ZDB-TSCRIPT-090929-9783,mdm2-006,OTTDART00000027214,retained intron,ENSDART00000143747,,
ZDB-TSCRIPT-090929-9796,ap2m1a-003,OTTDART00000027228,retained intron,ENSDART00000132903.2,ap2m1a-204,
ZDB-TSCRIPT-090929-9806,anxa13l-009,OTTDART00000027238,retained intron,ENSDART00000139639.2,anxa13l-203,
ZDB-TSCRIPT-090929-9803,anxa13l-006,OTTDART00000027235,,ENSDART00000141472.2,anxa13l-205,
ZDB-TSCRIPT-090929-9805,anxa13l-008,OTTDART00000027237,,ENSDART00000135248.2,anxa13l-202,
ZDB-TSCRIPT-090929-9828,pttg1ipb-002,OTTDART00000027260,retained intron,ENSDART00000146721.2,pttg1ipb-202,
ZDB-TSCRIPT-090929-9834,scinlb-002,OTTDART00000027270,retained intron,ENSDART00000148031.2,scinlb-202,
ZDB-TSCRIPT-090929-9840,mtf2-002,OTTDART00000027276,retained intron,ENSDART00000111298.4,mtf2-201,
ZDB-TSCRIPT-090929-9854,cnppd1-002,OTTDART00000027290,retained intron,ENSDART00000144559.2,cnppd1-202,
ZDB-TSCRIPT-090929-9859,ottdart00000027295,OTTDART00000027295,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-090929-9891,actb1-006,OTTDART00000027328,retained intron,ENSDART00000135318.2,actb1-203,
ZDB-TSCRIPT-090929-9888,actb1-003,OTTDART00000027325,,ENSDART00000148067.2,actb1-206,
ZDB-TSCRIPT-090929-9896,zgc:112980-005,OTTDART00000027334,retained intron,ENSDART00000146333.2,zgc:112980-204,
ZDB-TSCRIPT-090929-9897,zgc:112980-006,OTTDART00000027335,retained intron,ENSDART00000147640.2,zgc:112980-205,
ZDB-TSCRIPT-090929-9894,zgc:112980-003,OTTDART00000027332,,ENSDART00000147763.2,zgc:112980-206,
ZDB-TSCRIPT-090929-9895,zgc:112980-004,OTTDART00000027333,,ENSDART00000140398.2,zgc:112980-203,
ZDB-TSCRIPT-090929-9935,ralab-002,OTTDART00000027374,retained intron,ENSDART00000145040.3,ralab-202,
ZDB-TSCRIPT-090929-9959,arl5c-002,OTTDART00000027398,retained intron,ENSDART00000136560.2,arl5c-202,
ZDB-TSCRIPT-090929-9961,si:dkey-22a1.3-002,OTTDART00000027400,retained intron,ENSDART00000134454.2,nepro-201,
ZDB-TSCRIPT-090929-9987,srpx-003,OTTDART00000027429,retained intron,ENSDART00000148148.2,srpx-203,
ZDB-TSCRIPT-090929-9986,srpx-002,OTTDART00000027428,,ENSDART00000133004.2,srpx-202,
ZDB-TSCRIPT-090929-9989,zgc:113314-002,OTTDART00000027431,retained intron,ENSDART00000134868.2,zgc:113314-202,
ZDB-TSCRIPT-090929-9993,rab6bb-002,OTTDART00000027435,retained intron,ENSDART00000123624.3,rab6bb-202,
ZDB-TSCRIPT-090929-9995,mknk2a-002,OTTDART00000027438,retained intron,ENSDART00000132437.2,mknk2a-202,
ZDB-TSCRIPT-090929-14359,mknk2a-003,OTTDART00000033367,,ENSDART00000145126.3,mknk2a-203,
ZDB-TSCRIPT-090929-9997,mllt1b-002,OTTDART00000027440,retained intron,ENSDART00000146497.2,mllt1b-204,
ZDB-TSCRIPT-090929-9999,mllt1b-004,OTTDART00000027442,retained intron,ENSDART00000143925.2,mllt1b-203,
ZDB-TSCRIPT-091023-1,mir2184-001,ZDB-TSCRIPT-091023-1,published,,,
ZDB-TSCRIPT-091023-10,mir2190-001,ZDB-TSCRIPT-091023-10,published,,,
ZDB-TSCRIPT-091023-11,mir2191-001,ZDB-TSCRIPT-091023-11,published,,,
ZDB-TSCRIPT-091023-12,mir2192-001,ZDB-TSCRIPT-091023-12,published,,,
ZDB-TSCRIPT-091023-13,mir107b-001,ZDB-TSCRIPT-091023-13,published,,,
ZDB-TSCRIPT-091023-14,mir455b-001,ZDB-TSCRIPT-091023-14,published,,,
ZDB-TSCRIPT-091023-15,mirn2193-001,ZDB-TSCRIPT-091023-15,published,,,
ZDB-TSCRIPT-091023-16,mir2194-001,ZDB-TSCRIPT-091023-16,published,,,
ZDB-TSCRIPT-091023-2,mir2185-001,ZDB-TSCRIPT-091023-2,published,,,
ZDB-TSCRIPT-091023-3,mir2186-001,ZDB-TSCRIPT-091023-3,published,,,
ZDB-TSCRIPT-091023-4,mir429b-001,ZDB-TSCRIPT-091023-4,published,,,
ZDB-TSCRIPT-091023-5,mir1388-001,ZDB-TSCRIPT-091023-5,published,,,
ZDB-TSCRIPT-091023-6,mir1788-001,ZDB-TSCRIPT-091023-6,published,,,
ZDB-TSCRIPT-091023-7,mir2187-001,ZDB-TSCRIPT-091023-7,published,,,
ZDB-TSCRIPT-091023-8,mir2188-001,ZDB-TSCRIPT-091023-8,published,,,
ZDB-TSCRIPT-091023-9,mir2189-001,ZDB-TSCRIPT-091023-9,published,,,
ZDB-TSCRIPT-091026-1,mir2195-001,ZDB-TSCRIPT-091026-1,published,,,
ZDB-TSCRIPT-091026-2,mir222b-001,ZDB-TSCRIPT-091026-2,published,,,
ZDB-TSCRIPT-091026-3,mir2196-001,ZDB-TSCRIPT-091026-3,published,,,
ZDB-TSCRIPT-091026-4,mir2197-001,ZDB-TSCRIPT-091026-4,published,,,
ZDB-TSCRIPT-091026-5,mir2198-001,ZDB-TSCRIPT-091026-5,published,,,
ZDB-TSCRIPT-091026-6,mir126b-001,ZDB-TSCRIPT-091026-6,published,,,
ZDB-TSCRIPT-091110-1007,cast-002,OTTDART00000043557,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-101,mpx-003,OTTDART00000042923,retained intron,ENSDART00000125179.2,mpx-203,
ZDB-TSCRIPT-091110-1022,si:dkeyp-79c2.1-002,OTTDART00000043607,retained intron,ENSDART00000140566.3,CR759846.1-205,
ZDB-TSCRIPT-091110-1023,si:dkeyp-79c2.1-005,OTTDART00000043610,retained intron,ENSDART00000142485.2,CR759846.1-202,
ZDB-TSCRIPT-091110-290,si:dkeyp-79c2.1-001,OTTDART00000043606,,ENSDART00000141070.3,CR759846.1-206,
ZDB-TSCRIPT-091110-1746,si:dkeyp-79c2.1-003,OTTDART00000043608,,ENSDART00000136425.3,CR759846.1-204,
ZDB-TSCRIPT-091110-291,si:dkeyp-79c2.1-004,OTTDART00000043609,,ENSDART00000142435.3,CR759846.1-201,
ZDB-TSCRIPT-091110-1024,timd4-002,OTTDART00000043613,retained intron,ENSDART00000143283.3,timd4-203,
ZDB-TSCRIPT-091110-1748,timd4-003,OTTDART00000043614,,ENSDART00000132893.2,timd4-201,
ZDB-TSCRIPT-091110-104,mat2aa-006,OTTDART00000042932,retained intron,ENSDART00000139340.2,mat2aa-204,
ZDB-TSCRIPT-091110-834,mat2aa-004,OTTDART00000042930,,ENSDART00000146980.2,mat2aa-205,
ZDB-TSCRIPT-120213-910,ulk1b-003,OTTDART00000053356,,ENSDART00000150935.2,ulk1b-203,
ZDB-TSCRIPT-091110-108,depdc5-002,OTTDART00000042945,retained intron,ENSDART00000133480.2,depdc5-002,
ZDB-TSCRIPT-091110-1080,ulk1b-002,OTTDART00000043833,retained intron,ENSDART00000132276.2,ulk1b-202,
ZDB-TSCRIPT-091110-1086,slc22a4-002,OTTDART00000043858,retained intron,ENSDART00000145081.3,slc22a4-203,
ZDB-TSCRIPT-091110-1089,med15-002,OTTDART00000043875,NMD,ENSDART00000139622,,
ZDB-TSCRIPT-091110-1096,si:dkeyp-69c1.9-002,OTTDART00000043900,retained intron,ENSDART00000136993.2,si:dkeyp-69c1.9-201,
ZDB-TSCRIPT-091110-1123,si:ch211-119c24.1-005,OTTDART00000043985,retained intron,ENSDART00000141396.3,BX005313.2-202,
ZDB-TSCRIPT-091110-390,si:ch211-119c24.1-001,OTTDART00000043981,,ENSDART00000138022.3,BX005313.2-204,
ZDB-TSCRIPT-091110-1122,si:ch211-119c24.1-002,OTTDART00000043982,,ENSDART00000142019.3,BX005313.2-205,
ZDB-TSCRIPT-091110-391,si:ch211-119c24.1-004,OTTDART00000043984,,ENSDART00000146945.3,BX005313.2-201,
ZDB-TSCRIPT-091110-1125,trpc5b-002,OTTDART00000044005,NMD,ENSDART00000141770,,
ZDB-TSCRIPT-091110-1131,pgap2-003,OTTDART00000044030,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-399,pgap2-002,OTTDART00000044029,,ENSDART00000100926.5,pgap2-202,
ZDB-TSCRIPT-091110-1133,phka1b-004,OTTDART00000044037,retained intron,ENSDART00000161715.2,phka1b-203,
ZDB-TSCRIPT-091110-1856,phka1b-002,OTTDART00000044035,,ENSDART00000160870.2,phka1b-202,
ZDB-TSCRIPT-091110-402,phka1b-006,OTTDART00000044039,,ENSDART00000165419.2,phka1b-204,
ZDB-TSCRIPT-091110-1138,nhp2-002,OTTDART00000044058,retained intron,ENSDART00000138384.2,nhp2-202,
ZDB-TSCRIPT-091110-1861,nhp2-003,OTTDART00000044059,,ENSDART00000144211.3,nhp2-203,
ZDB-TSCRIPT-091110-1139,grpel2-002,OTTDART00000044061,retained intron,ENSDART00000101036.5,grpel2-202,
ZDB-TSCRIPT-091110-1141,si:dkey-71d15.2-002,OTTDART00000044067,NMD,ENSDART00000157904,,
ZDB-TSCRIPT-091110-1146,nsd1b-002,OTTDART00000044082,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-1869,nsd1b-003,OTTDART00000044083,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-1149,mrpl22-002,OTTDART00000044092,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-418,mrpl22-001,OTTDART00000044091,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-1159,yipf5-002,OTTDART00000044122,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-1161,slco2b1-002,OTTDART00000044128,retained intron,ENSDART00000144976.3,slco2b1-203,
ZDB-TSCRIPT-091110-1198,lztfl1-002,OTTDART00000044312,retained intron,ENSDART00000162848.2,lztfl1-204,
ZDB-TSCRIPT-091110-1920,lztfl1-003,OTTDART00000044313,,ENSDART00000157576.2,lztfl1-201,
ZDB-TSCRIPT-091110-1204,vps41-002,OTTDART00000044330,NMD,ENSDART00000145845,,
ZDB-TSCRIPT-091110-1216,asap1b-004,OTTDART00000044397,retained intron,ENSDART00000133530.2,asap1b-203,
ZDB-TSCRIPT-091110-1217,si:dkey-12l12.1-003,OTTDART00000044402,retained intron,ENSDART00000122876.3,si:dkey-12l12.1-201,
ZDB-TSCRIPT-091110-1249,si:dkey-40h20.1-002,OTTDART00000044529,retained intron,ENSDART00000134505.3,si:dkey-40h20.1-201,
ZDB-TSCRIPT-091110-1272,lrrc31-001,OTTDART00000044625,NMD,ENSDART00000146396.2,lrrc31-203,
ZDB-TSCRIPT-091110-1275,klhl24b-002,OTTDART00000044634,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-1278,si:ch211-230g15.5-004,OTTDART00000044643,retained intron,ENSDART00000136889.2,si:ch211-230g15.5-204,
ZDB-TSCRIPT-091110-1279,dusp22b-003,OTTDART00000044647,retained intron,ENSDART00000137637.2,dusp22b-203,
ZDB-TSCRIPT-091110-551,dusp22b-002,,,ENSDART00000136983.3,dusp22b-202,
ZDB-TSCRIPT-091110-1284,dip2ca-002,OTTDART00000044663,retained intron,ENSDART00000131797.2,dip2ca-202,
ZDB-TSCRIPT-110325-2324,dip2ca-003,OTTDART00000049422,,ENSDART00000148554.2,dip2ca-204,
ZDB-TSCRIPT-091110-1305,si:ch211-183d21.3-002,OTTDART00000044749,NMD,ENSDART00000132568,,
ZDB-TSCRIPT-091110-1307,cluap1-002,OTTDART00000044785,retained intron,ENSDART00000100527.5,cluap1-201,
ZDB-TSCRIPT-091110-1309,rhot2-002,OTTDART00000044793,retained intron,ENSDART00000145390.2,rhot2-202,
ZDB-TSCRIPT-091110-1339,si:dkey-102m7.3-001,OTTDART00000044967,NMD,ENSDART00000170317,,
ZDB-TSCRIPT-091110-1340,si:dkey-102m7.3-004,OTTDART00000044970,retained intron,ENSDART00000170954.2,si:dkey-102m7.3-206,
ZDB-TSCRIPT-091110-615,si:dkey-102m7.3-006,OTTDART00000044972,,ENSDART00000162604.2,si:dkey-102m7.3-201,
ZDB-TSCRIPT-091110-1350,fermt1-002,OTTDART00000045002,retained intron,ENSDART00000135564.2,fermt1-202,
ZDB-TSCRIPT-091110-1354,mgst3a-003,OTTDART00000045014,retained intron,ENSDART00000166163.2,mgst3a-204,
ZDB-TSCRIPT-091110-630,prpf39-003,OTTDART00000045022,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-1357,prpf39-004,OTTDART00000045023,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-631,prpf39-006,OTTDART00000045025,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-1358,prpf39-007,OTTDART00000045026,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-091110-1359,trim105-002,OTTDART00000045029,retained intron,ENSDART00000168979.2,trim105-202,
ZDB-TSCRIPT-091110-1361,uvssa-002,OTTDART00000045035,NMD,ENSDART00000167921,,
ZDB-TSCRIPT-091110-1372,rps6kal-005,OTTDART00000045065,retained intron,ENSDART00000152399.2,rps6kal-202,
ZDB-TSCRIPT-091110-1375,znf410-005,OTTDART00000045075,retained intron,ENSDART00000144154.2,znf410-204,
ZDB-TSCRIPT-091110-1380,hmgn6-002,OTTDART00000045100,retained intron,ENSDART00000144334.2,hmgn6-202,
ZDB-TSCRIPT-091110-1394,nupr1-002,OTTDART00000045198,retained intron,ENSDART00000137147.2,nupr1b-201,
ZDB-TSCRIPT-091110-1409,fam118b-002,OTTDART00000045347,retained intron,ENSDART00000135116.2,fam118b-202,
ZDB-TSCRIPT-091110-2132,fam118b-003,OTTDART00000045348,,ENSDART00000135882.2,fam118b-203,
ZDB-TSCRIPT-091110-1417,rps2-003,OTTDART00000045404,retained intron,ENSDART00000133878.2,rps2-202,
ZDB-TSCRIPT-091110-142,si:dkey-200l5.4-005,OTTDART00000043058,retained intron,ENSDART00000134458.3,si:dkey-200l5.4-202,
ZDB-TSCRIPT-091110-1598,si:dkey-200l5.4-004,OTTDART00000043057,,ENSDART00000148211.2,si:dkey-200l5.4-206,
ZDB-TSCRIPT-091110-1446,ppp1r13ba-004,OTTDART00000045515,retained intron,ENSDART00000146822.3,ppp1r13ba-204,
ZDB-TSCRIPT-091110-2169,ppp1r13ba-002,OTTDART00000045513,,ENSDART00000105050.4,ppp1r13ba-202,
ZDB-TSCRIPT-091110-723,ppp1r13ba-003,OTTDART00000045514,,ENSDART00000135891.2,ppp1r13ba-203,
