aliasid,clonealias,cloneid
FR_4216,FR_4216,ZDB-EST-050506-429
FR_4079,FR_4079,ZDB-EST-050506-351
FR_3787,FR_3787,ZDB-EST-050506-177
FR_3987,FR_3987,ZDB-EST-050506-291
FR_4218,FR_4218,ZDB-EST-050506-430
FR_4267B,FR_4267B,ZDB-EST-050506-453
FR_3700,FR_3700,ZDB-EST-050506-146
FR_4156,FR_4156,ZDB-EST-050506-396
FR_4017,FR_4017,ZDB-EST-050506-307
FR_4000,FR_4000,ZDB-EST-050506-299
FR_4058,FR_4058,ZDB-EST-050506-334
FR_3723,FR_3723,ZDB-EST-050506-155
FR_3846,FR_3846,ZDB-EST-050506-213
FR_4259,FR_4259,ZDB-EST-050506-450
FR_2364,FR_2364,ZDB-EST-050506-42
FR_3941,FR_3941,ZDB-EST-050506-263
FR_4240,FR_4240,ZDB-EST-050506-441
FR_4068,FR_4068,ZDB-EST-050506-341
FR_4271,FR_4271,ZDB-EST-050506-455
FR_4203,FR_4203,ZDB-EST-050506-419
FR_4135,FR_4135,ZDB-EST-050506-384
FR_4023,FR_4023,ZDB-EST-050506-311
FR_4222,FR_4222,ZDB-EST-050506-432
FR_3873,FR_3873,ZDB-EST-050506-228
FR_4115,FR_4115,ZDB-EST-050506-371
FR_4119,FR_4119,ZDB-EST-050506-375
FR_3468,FR_3468,ZDB-EST-050506-13
FR_2392,FR_2392,ZDB-EST-050506-48
FR_2717,FR_2717,ZDB-EST-050506-83
FR_4152,FR_4152,ZDB-EST-050506-393
FR_3985,FR_3985,ZDB-EST-050506-290
FR_3649,FR_3649,ZDB-EST-050506-124
FR_3699,FR_3699,ZDB-EST-050506-145
FR_1146,FR_1146,ZDB-EST-050506-26
FR_3931,FR_3931,ZDB-EST-050506-256
FR_4160,FR_4160,ZDB-EST-050506-398
FR_4148,FR_4148,ZDB-EST-050506-389
FR_3788,FR_3788,ZDB-EST-050506-178
FR_3796,FR_3796,ZDB-EST-050506-181
FR_3963,FR_3963,ZDB-EST-050506-274
FR_3612,FR_3612,ZDB-EST-050506-112
FR_3615,FR_3615,ZDB-EST-050506-113
FR_3622,FR_3622,ZDB-EST-050506-115
FR_3623,FR_3623,ZDB-EST-050506-116
FR_3634,FR_3634,ZDB-EST-050506-118
FR_3643,FR_3643,ZDB-EST-050506-122
FR_3648,FR_3648,ZDB-EST-050506-123
FR_3656,FR_3656,ZDB-EST-050506-127
FR_3657,FR_3657,ZDB-EST-050506-128
FR_3660,FR_3660,ZDB-EST-050506-130
FR_3697,FR_3697,ZDB-EST-050506-143
FR_3670,FR_3670,ZDB-EST-050506-134
FR_3455,FR_3455,ZDB-EST-050506-8
FR_3704,FR_3704,ZDB-EST-050506-147
FR_3705,FR_3705,ZDB-EST-050506-148
FR_3710,FR_3710,ZDB-EST-050506-150
FR_3735,FR_3735,ZDB-EST-050506-160
FR_3749,FR_3749,ZDB-EST-050506-164
FR_3753,FR_3753,ZDB-EST-050506-165
FR_3462,FR_3462,ZDB-EST-050506-11
FR_3790,FR_3790,ZDB-EST-050506-179
FR_3772,FR_3772,ZDB-EST-050506-171
FR_3779,FR_3779,ZDB-EST-050506-174
FR_3792,FR_3792,ZDB-EST-050506-180
FR_3773,FR_3773,ZDB-EST-050506-172
FR_3820,FR_3820,ZDB-EST-050506-193
FR_3824,FR_3824,ZDB-EST-050506-196
FR_3827,FR_3827,ZDB-EST-050506-197
FR_3836,FR_3836,ZDB-EST-050506-204
FR_3843,FR_3843,ZDB-EST-050506-209
FR_3845,FR_3845,ZDB-EST-050506-212
FR_3856,FR_3856,ZDB-EST-050506-217
FR_3857,FR_3857,ZDB-EST-050506-218
FR_3858,FR_3858,ZDB-EST-050506-219
FR_3868,FR_3868,ZDB-EST-050506-224
FR_3870,FR_3870,ZDB-EST-050506-225
FR_3877,FR_3877,ZDB-EST-050506-231
FR_3884,FR_3884,ZDB-EST-050506-233
FR_3892,FR_3892,ZDB-EST-050506-238
FR_3894,FR_3894,ZDB-EST-050506-240
FR_3907,FR_3907,ZDB-EST-050506-247
FR_3911,FR_3911,ZDB-EST-050506-249
FR_3915,FR_3915,ZDB-EST-050506-250
FR_3918,FR_3918,ZDB-EST-050506-252
FR_3922,FR_3922,ZDB-EST-050506-253
FR_3932,FR_3932,ZDB-EST-050506-257
FR_3933,FR_3933,ZDB-EST-050506-258
FR_3943,FR_3943,ZDB-EST-050506-264
FR_3948,FR_3948,ZDB-EST-050506-267
FR_3955,FR_3955,ZDB-EST-050506-271
FR_3968,FR_3968,ZDB-EST-050506-279
FR_3970,FR_3970,ZDB-EST-050506-281
FR_3975,FR_3975,ZDB-EST-050506-284
FR_3980,FR_3980,ZDB-EST-050506-287
FR_3983,FR_3983,ZDB-EST-050506-289
FR_3996,FR_3996,ZDB-EST-050506-298
FR_4007,FR_4007,ZDB-EST-050506-302
FR_4014,FR_4014,ZDB-EST-050506-305
FR_4025,FR_4025,ZDB-EST-050506-312
FR_4037,FR_4037,ZDB-EST-050506-321
FR_4038,FR_4038,ZDB-EST-050506-322
FR_4055,FR_4055,ZDB-EST-050506-331
FR_3469,FR_3469,ZDB-EST-050506-14
FR_4061,FR_4061,ZDB-EST-050506-337
FR_3471,FR_3471,ZDB-EST-050506-16
FR_4072,FR_4072,ZDB-EST-050506-344
FR_4074,FR_4074,ZDB-EST-050506-346
FR_4075,FR_4075,ZDB-EST-050506-347
FR_4077,FR_4077,ZDB-EST-050506-349
FR_4080,FR_4080,ZDB-EST-050506-352
FR_4084,FR_4084,ZDB-EST-050506-355
FR_4095,FR_4095,ZDB-EST-050506-358
FR_4096,FR_4096,ZDB-EST-050506-359
FR_4100,FR_4100,ZDB-EST-050506-362
FR_4103,FR_4103,ZDB-EST-050506-363
FR_4120,FR_4120,ZDB-EST-050506-376
FR_3476,FR_3476,ZDB-EST-050506-21
FR_4122,FR_4122,ZDB-EST-050506-377
FR_4123,FR_4123,ZDB-EST-050506-378
FR_4127,FR_4127,ZDB-EST-050506-381
FR_3478,FR_3478,ZDB-EST-050506-23
FR_4146,FR_4146,ZDB-EST-050506-388
FR_4150,FR_4150,ZDB-EST-050506-391
FR_4151,FR_4151,ZDB-EST-050506-392
FR_4159,FR_4159,ZDB-EST-050506-397
FR_4161,FR_4161,ZDB-EST-050506-399
FR_4162,FR_4162,ZDB-EST-050506-400
FR_4170,FR_4170,ZDB-EST-050506-402
FR_4173,FR_4173,ZDB-EST-050506-404
FR_4178,FR_4178,ZDB-EST-050506-408
FR_4193,FR_4193,ZDB-EST-050506-413
FR_4205,FR_4205,ZDB-EST-050506-421
FR_4206,FR_4206,ZDB-EST-050506-422
FR_4214,FR_4214,ZDB-EST-050506-427
FR_4227,FR_4227,ZDB-EST-050506-435
FR_4237,FR_4237,ZDB-EST-050506-439
FR_4238,FR_4238,ZDB-EST-050506-440
FR_4242,FR_4242,ZDB-EST-050506-442
FR_4243,FR_4243,ZDB-EST-050506-443
FR_4246,FR_4246,ZDB-EST-050506-445
FR_4264,FR_4264,ZDB-EST-050506-451
FR_4266,FR_4266,ZDB-EST-050506-452
FR_4273,FR_4273,ZDB-EST-050506-456
FR_4275,FR_4275,ZDB-EST-050506-457
FR_965,FR_965,ZDB-EST-050506-25
FR_1943,FR_1943,ZDB-EST-050506-32
FR_1951,FR_1951,ZDB-EST-050506-34
FR_1945,FR_1945,ZDB-EST-050506-33
FR_2333,FR_2333,ZDB-EST-050506-36
FR_1766,FR_1766,ZDB-EST-050506-30
FR_2403,FR_2403,ZDB-EST-050506-51
FR_2408,FR_2408,ZDB-EST-050506-53
FR_2402,FR_2402,ZDB-EST-050506-50
FR_2429,FR_2429,ZDB-EST-050506-54
FR_2434,FR_2434,ZDB-EST-050506-55
FR_2456,FR_2456,ZDB-EST-050506-57
FR_2459,FR_2459,ZDB-EST-050506-58
FR_2526,FR_2526,ZDB-EST-050506-68
FR_2528,FR_2528,ZDB-EST-050506-69
FR_2529,FR_2529,ZDB-EST-050506-70
FR_2354,FR_2354,ZDB-EST-050506-40
FR_2357,FR_2357,ZDB-EST-050506-41
FR_2376,FR_2376,ZDB-EST-050506-44
FR_2386,FR_2386,ZDB-EST-050506-46
FR_2390,FR_2390,ZDB-EST-050506-47
FR_2569,FR_2569,ZDB-EST-050506-74
FR_2570,FR_2570,ZDB-EST-050506-75
FR_2478,FR_2478,ZDB-EST-050506-61
FR_2510,FR_2510,ZDB-EST-050506-67
FR_2625,FR_2625,ZDB-EST-050506-77
FR_2628,FR_2628,ZDB-EST-050506-78
FR_2665,FR_2665,ZDB-EST-050506-80
FR_2629,FR_2629,ZDB-EST-050506-79
FR_2712,FR_2712,ZDB-EST-050506-82
FR_2719,FR_2719,ZDB-EST-050506-84
FR_2730,FR_2730,ZDB-EST-050506-86
FR_2692,FR_2692,ZDB-EST-050506-81
FR_2746,FR_2746,ZDB-EST-050506-88
FR_2754,FR_2754,ZDB-EST-050506-91
FR_2841,FR_2841,ZDB-EST-050506-98
FR_2845,FR_2845,ZDB-EST-050506-99
FR_2775,FR_2775,ZDB-EST-050506-92
FR_2777,FR_2777,ZDB-EST-050506-93
FR_2780,FR_2780,ZDB-EST-050506-94
FR_2873,FR_2873,ZDB-EST-050506-101
FR_2805,FR_2805,ZDB-EST-050506-95
FR_2809,FR_2809,ZDB-EST-050506-96
FR_2814,FR_2814,ZDB-EST-050506-97
FR_3201,FR_3201,ZDB-EST-050506-104
FR_2933,FR_2933,ZDB-EST-050506-103
FR_3304,FR_3304,ZDB-EST-050506-106
FR_2340,FR_2340,ZDB-EST-050506-37
FR_3807,FR_3807,ZDB-EST-050506-186
FR_3866,FR_3866,ZDB-EST-050506-223
FR_3651,FR_3651,ZDB-EST-050506-125
FR_2351,FR_2351,ZDB-EST-050506-39
FR_3708,FR_3708,ZDB-EST-050506-149
FR_3966,FR_3966,ZDB-EST-050506-277
FR_4234,FR_4234,ZDB-EST-050506-438
FR_4185,FR_4185,ZDB-EST-050506-410
FR_2448,FR_2448,ZDB-EST-050506-56
FR_3472,FR_3472,ZDB-EST-050506-17
FR_3678,FR_3678,ZDB-EST-050506-138
FR_4245,FR_4245,ZDB-EST-050506-444
FR_3450,FR_3450,ZDB-EST-050506-5
FR_3889,FR_3889,ZDB-EST-050506-236
FR_3893,FR_3893,ZDB-EST-050506-239
FR_4154,FR_4154,ZDB-EST-050506-394
FR_3976,FR_3976,ZDB-EST-050506-285
FR_4137,FR_4137,ZDB-EST-050506-385
FR_3768,FR_3768,ZDB-EST-050506-170
FR_3978,FR_3978,ZDB-EST-050506-286
FR_3925,FR_3925,ZDB-EST-050506-254
FR_2488,FR_2488,ZDB-EST-050506-64
FR_4181,FR_4181,ZDB-EST-050506-409
FR_3451,FR_3451,ZDB-EST-050506-2
FR_4186,FR_4186,ZDB-EST-050506-411
FR_2751,FR_2751,ZDB-EST-050506-89
FR_2399,FR_2399,ZDB-EST-050506-49
FR_3754,FR_3754,ZDB-EST-050506-166
FR_3831,FR_3831,ZDB-EST-050506-201
FR_3802,FR_3802,ZDB-EST-050506-183
FR_3786,FR_3786,ZDB-EST-050506-176
FR_4232,FR_4232,ZDB-EST-050506-436
FR_3718,FR_3718,ZDB-EST-050506-152
FR_3775,FR_3775,ZDB-EST-050302-151
FR_3956,FR_3956,ZDB-EST-050506-272
FR_3671,FR_3671,ZDB-EST-050506-135
FR_3945,FR_3945,ZDB-EST-050506-266
FR_4248,FR_4248,ZDB-EST-050506-447
FR_4076,FR_4076,ZDB-EST-050506-348
FR_3878,FR_3878,ZDB-EST-050506-232
FR_3607,FR_3607,ZDB-EST-050506-110
FR_3667,FR_3667,ZDB-EST-050506-132
FR_3605,FR_3605,ZDB-EST-050506-109
FR_3875,FR_3875,ZDB-EST-050506-229
FR_3950,FR_3950,ZDB-EST-050506-269
FR_4083,FR_4083,ZDB-EST-050506-354
FR_4026,FR_4026,ZDB-EST-050506-313
FR_4104,FR_4104,ZDB-EST-050506-364
FR_4034,FR_4034,ZDB-EST-050506-319
FR_3448,FR_3448,ZDB-EST-050506-6
FR_4008,FR_4008,ZDB-EST-050506-303
FR_4233,FR_4233,ZDB-EST-050506-437
FR_3965,FR_3965,ZDB-EST-050506-276
FR_2487,FR_2487,ZDB-EST-050506-63
FR_2492,FR_2492,ZDB-EST-050506-65
FR_3637,FR_3637,ZDB-EST-050506-120
FR_2753,FR_2753,ZDB-EST-050506-90
FR_4011,FR_4011,ZDB-EST-050506-304
FR_2405,FR_2405,ZDB-EST-050506-52
FR_3456,FR_3456,ZDB-EST-050506-7
FR_2473,FR_2473,ZDB-EST-050506-59
FR_4215,FR_4215,ZDB-EST-050506-428
FR_4118,FR_4118,ZDB-EST-050506-374
FR_4130,FR_4130,ZDB-EST-050506-382
FR_4041,FR_4041,ZDB-EST-050506-323
FR_2554,FR_2554,ZDB-EST-050506-73
FR_3446,FR_3446,ZDB-EST-050506-9
FR_4141,FR_4141,ZDB-EST-050506-387
FR_4078,FR_4078,ZDB-EST-050506-350
FR_3654,FR_3654,ZDB-EST-050506-126
FR_3844b,FR_3844b,ZDB-EST-050506-211
FR_3809,FR_3809,ZDB-EST-050506-188
FR_4081,FR_4081,ZDB-EST-050506-353
FR_3687,FR_3687,ZDB-EST-050506-140
FR_3990,FR_3990,ZDB-EST-050506-294
FR_3916,FR_3916,ZDB-EST-050506-251
FR_4252,FR_4252,ZDB-EST-050506-448
FR_3872,FR_3872,ZDB-EST-050506-227
FR_4126,FR_4126,ZDB-EST-050506-380
FR_4016,FR_4016,ZDB-EST-050506-306
FR_4028,FR_4028,ZDB-EST-050506-315
FR_3890,FR_3890,ZDB-EST-050506-237
FR_3668,FR_3668,ZDB-EST-050506-133
FR_2382,FR_2382,ZDB-EST-050506-45
FR_2506,FR_2506,ZDB-EST-050506-66
FR_3819,FR_3819,ZDB-EST-050506-192
FR_3937,FR_3937,ZDB-EST-050506-260
FR_3900,FR_3900,ZDB-EST-050506-243
FR_3971,FR_3971,ZDB-EST-050506-282
FR_1322,FR_1322,ZDB-EST-050506-29
FR_3761,FR_3761,ZDB-EST-050506-169
FR_3682,FR_3682,ZDB-EST-050506-139
FR_3449,FR_3449,ZDB-EST-050506-4
FR_3988,FR_3988,ZDB-EST-050506-292
FR_4113,FR_4113,ZDB-EST-050506-369
FR_3854,FR_3854,ZDB-EST-050506-216
FR_4047,FR_4047,ZDB-EST-050506-328
FR_4116,FR_4116,ZDB-EST-050506-372
FR_3474,FR_3474,ZDB-EST-050506-19
FR_3969,FR_3969,ZDB-EST-050506-280
FR_3629,FR_3629,ZDB-EST-050506-117
FR_3694,FR_3694,ZDB-EST-050506-142
FR_3803,FR_3803,ZDB-EST-050506-184
FR_3936,FR_3936,ZDB-EST-050506-259
FR_3895,FR_3895,ZDB-EST-050506-241
FR_3638,FR_3638,ZDB-EST-050506-121
FR_2874,FR_2874,ZDB-EST-050506-102
FR_3676,FR_3676,ZDB-EST-050506-136
FR_4191,FR_4191,ZDB-EST-050506-412
FR_3851,FR_3851,ZDB-EST-050506-215
FR_3861,FR_3861,ZDB-EST-050506-220
FR_3939,FR_3939,ZDB-EST-050506-261
FR_4046,FR_4046,ZDB-EST-050506-327
FR_4149,FR_4149,ZDB-EST-050506-390
FR_3993,FR_3993,ZDB-EST-050506-296
FR_4062,FR_4062,ZDB-EST-050506-338
FR_1952,FR_1952,ZDB-EST-050506-35
FR_2538,FR_2538,ZDB-EST-050506-72
FR_3864,FR_3864,ZDB-EST-050506-222
FR_3910,FR_3910,ZDB-EST-050506-248
FR_4172,FR_4172,ZDB-EST-050506-403
FR_4092,FR_4092,ZDB-EST-050506-357
FR_3727,FR_3727,ZDB-EST-050506-157
FR_4018,FR_4018,ZDB-EST-050506-308
FR_4211,FR_4211,ZDB-EST-050506-425
FR_4247,FR_4247,ZDB-EST-050506-446
FR_4071,FR_4071,ZDB-EST-050506-343
FR_4198,FR_4198,ZDB-EST-050506-416
FR_4176,FR_4176,ZDB-EST-050506-406
FR_4001,FR_4001,ZDB-EST-050506-300
FR_4042,FR_4042,ZDB-EST-050506-324
FR_4111,FR_4111,ZDB-EST-050506-368
FR_4105,FR_4105,ZDB-EST-050506-365
FR_4069,FR_4069,ZDB-EST-050506-342
FR_3863,FR_3863,ZDB-EST-050506-221
FR_1768,FR_1768,ZDB-EST-050506-31
FR_3930,FR_3930,ZDB-EST-050506-255
FR_3902,FR_3902,ZDB-EST-050506-244
FR_4066,FR_4066,ZDB-EST-050506-340
FR_3698,FR_3698,ZDB-EST-050506-144
FR_3814,FR_3814,ZDB-EST-050506-189
FR_3635,FR_3635,ZDB-EST-050506-119
FR_3664,FR_3664,ZDB-EST-050506-131
FR_3757,FR_3757,ZDB-EST-050506-168
FR_4097,FR_4097,ZDB-EST-050506-360
FR_4167,FR_4167,ZDB-EST-050506-401
FR_3822,FR_3822,ZDB-EST-050506-195
FR_3973,FR_3973,ZDB-EST-050506-283
FR_4139,FR_4139,ZDB-EST-050506-386
FR_3719,FR_3719,ZDB-EST-050506-153
FR_3804,FR_3804,ZDB-EST-050506-185
FR_4057,FR_4057,ZDB-EST-050506-333
FR_4056,FR_4056,ZDB-EST-050506-332
FR_3886,FR_3886,ZDB-EST-050506-234
FR_3844,FR_3844,ZDB-EST-050506-210
FR_3447,FR_3447,ZDB-EST-050506-1
FR_4174,FR_4174,ZDB-EST-050506-405
FR_3621,FR_3621,ZDB-EST-050506-114
FR_3477,FR_3477,ZDB-EST-050506-22
FR_3714,FR_3714,ZDB-EST-050506-151
FR_3756,FR_3756,ZDB-EST-050506-167
FR_3995,FR_3995,ZDB-EST-050506-297
FR_3838,FR_3838,ZDB-EST-050506-206
FR_3816,FR_3816,ZDB-EST-050506-190
FR_3817,FR_3817,ZDB-EST-050506-191
FR_4098,FR_4098,ZDB-EST-050506-361
FR_3828,FR_3828,ZDB-EST-050506-198
FR_3897,FR_3897,ZDB-EST-050506-242
FR_3903,FR_3903,ZDB-EST-050506-245
FR_3944,FR_3944,ZDB-EST-050506-265
FR_3958,FR_3958,ZDB-EST-050506-273
FR_4003,FR_4003,ZDB-EST-050506-301
FR_3951,FR_3951,ZDB-EST-050506-270
FR_4202,FR_4202,ZDB-EST-050506-418
FR_4030,FR_4030,ZDB-EST-050506-317
FR_4053,FR_4053,ZDB-EST-050506-329
FR_4106,FR_4106,ZDB-EST-050506-366
FR_3475,FR_3475,ZDB-EST-050506-20
FR_4114,FR_4114,ZDB-EST-050506-370
FR_4125,FR_4125,ZDB-EST-050506-379
FR_4133,FR_4133,ZDB-EST-050506-383
FR_4155,FR_4155,ZDB-EST-050506-395
FR_4177,FR_4177,ZDB-EST-050506-407
FR_4197,FR_4197,ZDB-EST-050506-415
FR_4117,FR_4117,ZDB-EST-050506-373
FR_4226,FR_4226,ZDB-EST-050506-434
FR_3840,FR_3840,ZDB-EST-050506-207
FR_4219,FR_4219,ZDB-EST-050506-431
FR_2731,FR_2731,ZDB-EST-050506-87
FR_4196,FR_4196,ZDB-EST-050506-414
FR_3830,FR_3830,ZDB-EST-050506-200
FR_4108,FR_4108,ZDB-EST-050506-367
FR_3964,FR_3964,ZDB-EST-050506-275
FR_3871,FR_3871,ZDB-EST-050506-226
FR_3202,FR_3202,ZDB-EST-050506-105
FR_3720,FR_3720,ZDB-EST-050506-154
FR_3835,FR_3835,ZDB-EST-050506-203
FR_3305,FR_3305,ZDB-EST-050506-107
FR_3470,FR_3470,ZDB-EST-050506-15
FR_4065,FR_4065,ZDB-EST-050506-339
FR_3743,FR_3743,ZDB-EST-050506-162
FR_3458,FR_3458,ZDB-EST-050506-10
FR_3833,FR_3833,ZDB-EST-050506-202
FR_1229,FR_1229,ZDB-EST-050506-28
FR_3730,FR_3730,ZDB-EST-050506-159
FR_3785,FR_3785,ZDB-EST-050506-175
FR_4225,FR_4225,ZDB-EST-050506-433
FR_3659,FR_3659,ZDB-EST-050506-129
FR_3799,FR_3799,ZDB-EST-050506-182
FR_3850,FR_3850,ZDB-EST-050506-214
FR_2728,FR_2728,ZDB-EST-050506-85
FR_4213,FR_4213,ZDB-EST-050506-426
FR_4020,FR_4020,ZDB-EST-050506-310
FR_3876,FR_3876,ZDB-EST-050506-230
FR_3808,FR_3808,ZDB-EST-050506-187
FR_4255,FR_4255,ZDB-EST-050506-449
FR_3693,FR_3693,ZDB-EST-050506-141
FR_3992,FR_3992,ZDB-EST-050506-295
FR_5316,FR_5316,ZDB-CDNA-040425-1
FR_5139,FR_5139,ZDB-CDNA-040425-2039
FR_5112,FR_5112,ZDB-CDNA-040425-2051
FR_5324,FR_5324,ZDB-CDNA-040425-2618
FR_5106,FR_5106,ZDB-CDNA-040425-2009
FR_5329,FR_5329,ZDB-CDNA-040425-2703
FR_5227,FR_5227,ZDB-CDNA-040425-1162
FR_5302,FR_5302,ZDB-CDNA-040425-78
FR_5107,FR_5107,ZDB-CDNA-040425-93
FR_5118,FR_5118,ZDB-CDNA-040425-1567
FR_5138,FR_5138,ZDB-CDNA-040425-117
FR_5181,FR_5181,ZDB-CDNA-040425-2991
FR_5422,FR_5422,ZDB-CDNA-040425-138
FR_563,FR_563,ZDB-CDNA-040425-2483
FR_5394,FR_5394,ZDB-CDNA-040425-147
FR_5233,FR_5233,ZDB-CDNA-040425-178
FR_862,FR_862,ZDB-CDNA-040425-204
FR_899,FR_899,ZDB-CDNA-040425-213
FR_5136,FR_5136,ZDB-CDNA-040425-218
FR_5253,FR_5253,ZDB-CDNA-040425-219
FR_5287,FR_5287,ZDB-CDNA-040425-2119
FR_5187,FR_5187,ZDB-CDNA-040425-3720
FR_5461,FR_5461,ZDB-CDNA-040425-3187
FR_5378,FR_5378,ZDB-CDNA-040425-271
FR_5279,FR_5279,ZDB-CDNA-040425-2088
FR_5180,FR_5180,ZDB-CDNA-040425-292
FR_949,FR_949,ZDB-CDNA-040425-1690
FR_5265,FR_5265,ZDB-CDNA-040425-2127
FR_5122,FR_5122,ZDB-CDNA-040425-1413
FR_7539,FR_7539,ZDB-CDNA-040912-68
FR_5160,FR_5160,ZDB-CDNA-040425-381
FR_5420,FR_5420,ZDB-CDNA-040425-1110
FR_5317,FR_5317,ZDB-CDNA-040425-417
FR_5418,FR_5418,ZDB-CDNA-040425-2557
FR_5289,FR_5289,ZDB-CDNA-040425-457
FR_5445,FR_5445,ZDB-CDNA-040425-470
FR_5219,FR_5219,ZDB-CDNA-040425-485
FR_5108,FR_5108,ZDB-CDNA-040425-496
FR_5117,FR_5117,ZDB-CDNA-040425-506
FR_5432,FR_5432,ZDB-CDNA-040425-2358
FR_5170,FR_5170,ZDB-CDNA-040425-1557
FR_5321,FR_5321,ZDB-CDNA-040425-2631
FR_5390,FR_5390,ZDB-CDNA-040425-571
FR_5123,FR_5123,ZDB-CDNA-040425-2037
FR_5239,FR_5239,ZDB-CDNA-040425-2194
FR_5330,FR_5330,ZDB-CDNA-040425-606
FR_4617,FR_4617,ZDB-CDNA-040425-624
FR_5314,FR_5314,ZDB-CDNA-040425-644
FR_5134,FR_5134,ZDB-CDNA-040425-646
FR_5155,FR_5155,ZDB-CDNA-040425-2178
FR_5159,FR_5159,ZDB-CDNA-040425-2060
FR_5374,FR_5374,ZDB-CDNA-040425-669
FR_5145,FR_5145,ZDB-CDNA-040425-3851
FR_5451,FR_5451,ZDB-CDNA-040425-682
FR_5456,FR_5456,ZDB-CDNA-040425-697
FR_5346,FR_5346,ZDB-CDNA-040425-2699
FR_5403,FR_5403,ZDB-CDNA-040425-744
FR_5383,FR_5383,ZDB-CDNA-040425-755
FR_832,FR_832,ZDB-CDNA-040425-3778
FR_5147,FR_5147,ZDB-CDNA-040425-847
FR_5209,FR_5209,ZDB-CDNA-040425-852
FR_5166,FR_5166,ZDB-CDNA-040425-885
FR_5370,FR_5370,ZDB-CDNA-040425-894
FR_5234,FR_5234,ZDB-CDNA-040425-1425
FR_5373,FR_5373,ZDB-CDNA-040425-837
FR_5104,FR_5104,ZDB-CDNA-040425-907
FR_422,FR_422,ZDB-CDNA-040425-909
FR_5336,FR_5336,ZDB-CDNA-040425-930
FR_5297,FR_5297,ZDB-CDNA-040425-935
FR_5264,FR_5264,ZDB-CDNA-040425-2107
FR_973,FR_973,ZDB-CDNA-040425-953
FR_5408,FR_5408,ZDB-CDNA-040425-2564
FR_539,FR_539,ZDB-CDNA-040425-971
FR_5201,FR_5201,ZDB-CDNA-040425-2197
FR_5421,FR_5421,ZDB-CDNA-040425-976
FR_4645,FR_4645,ZDB-CDNA-040425-1803
FR_5263,FR_5263,ZDB-CDNA-040425-1346
FR_857,FR_857,ZDB-CDNA-040425-1268
FR_925,FR_925,ZDB-CDNA-040425-3758
FR_853,FR_853,ZDB-CDNA-040425-1207
FR_958,FR_958,ZDB-CDNA-040425-3742
FR_968,FR_968,ZDB-CDNA-040425-3806
FR_4678,FR_4678,ZDB-CDNA-040425-2943
FR_4762,FR_4762,ZDB-CDNA-040425-1829
FR_4826,FR_4826,ZDB-CDNA-040425-3658
FR_4977,FR_4977,ZDB-CDNA-040425-1947
FR_5094,FR_5094,ZDB-CDNA-040425-3714
FR_5099,FR_5099,ZDB-CDNA-040425-2005
FR_5093,FR_5093,ZDB-CDNA-040425-3702
FR_5088,FR_5088,ZDB-CDNA-040425-3700
FR_5089,FR_5089,ZDB-CDNA-040425-2022
FR_5141,FR_5141,ZDB-CDNA-040425-1548
FR_5116,FR_5116,ZDB-CDNA-040425-2036
FR_5119,FR_5119,ZDB-CDNA-040425-3050
FR_5132,FR_5132,ZDB-CDNA-040425-2047
FR_5113,FR_5113,ZDB-CDNA-040425-3046
FR_5129,FR_5129,ZDB-CDNA-040425-2049
FR_5124,FR_5124,ZDB-CDNA-040425-2053
FR_5126,FR_5126,ZDB-CDNA-040425-2054
FR_5179,FR_5179,ZDB-CDNA-040425-1366
FR_5161,FR_5161,ZDB-CDNA-040425-2061
FR_5178,FR_5178,ZDB-CDNA-040425-2062
FR_5169,FR_5169,ZDB-CDNA-040425-3883
FR_5154,FR_5154,ZDB-CDNA-040425-2065
FR_5149,FR_5149,ZDB-CDNA-040425-1427
FR_5243,FR_5243,ZDB-CDNA-040425-1441
FR_5242,FR_5242,ZDB-CDNA-040425-2068
FR_5240,FR_5240,ZDB-CDNA-040425-2072
FR_5254,FR_5254,ZDB-CDNA-040425-2075
FR_5413,FR_5413,ZDB-CDNA-040425-2076
FR_5189,FR_5189,ZDB-CDNA-040425-2079
FR_5188,FR_5188,ZDB-CDNA-040425-2084
FR_5185,FR_5185,ZDB-CDNA-040425-1591
FR_5183,FR_5183,ZDB-CDNA-040425-1257
FR_5292,FR_5292,ZDB-CDNA-040425-3793
FR_5293,FR_5293,ZDB-CDNA-040425-2092
FR_5296,FR_5296,ZDB-CDNA-040425-1259
FR_5276,FR_5276,ZDB-CDNA-040425-2098
FR_5277,FR_5277,ZDB-CDNA-040425-2101
FR_5273,FR_5273,ZDB-CDNA-040425-2104
FR_5282,FR_5282,ZDB-CDNA-040425-2112
FR_5283,FR_5283,ZDB-CDNA-040425-2117
FR_5262,FR_5262,ZDB-CDNA-040425-2130
FR_5257,FR_5257,ZDB-CDNA-040425-2133
FR_5258,FR_5258,ZDB-CDNA-040425-2134
FR_5255,FR_5255,ZDB-CDNA-040425-2137
FR_5259,FR_5259,ZDB-CDNA-040425-3625
FR_5286,FR_5286,ZDB-CDNA-040425-3623
FR_5133,FR_5133,ZDB-CDNA-040425-2175
FR_5171,FR_5171,ZDB-CDNA-040425-1559
FR_5151,FR_5151,ZDB-CDNA-040425-3858
FR_5150,FR_5150,ZDB-CDNA-040425-1420
FR_5144,FR_5144,ZDB-CDNA-040425-2180
FR_5224,FR_5224,ZDB-CDNA-040425-1230
FR_5220,FR_5220,ZDB-CDNA-040425-2184
