dblink_linked_recid,dblink_acc_num,dblink_info,dblink_zdb_id,dblink_acc_num_display,dblink_length,dblink_fdbcont_zdb_id,incoming_info,incoming_length,incoming_length_matches
ZDB-GENE-130530-532,E7F1C9,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-676,E7F1C9,586,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,684,FALSE
ZDB-GENE-130530-600,E7FDS8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-790,E7FDS8,330,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,330,TRUE
ZDB-GENE-130530-601,E7FA12,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-818,E7FA12,1478,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1478,TRUE
ZDB-GENE-130530-637,E7EYU7,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-663,E7EYU7,408,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,430,FALSE
ZDB-GENE-130530-645,E7EZG5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-865,E7EZG5,1029,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1029,TRUE
ZDB-GENE-130530-655,E7F360,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-565,E7F360,215,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,215,TRUE
ZDB-GENE-130530-665,E7F675,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-595,E7F675,700,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,700,TRUE
ZDB-GENE-130530-690,B2ZZ14,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-811,B2ZZ14,2033,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,2033,TRUE
ZDB-GENE-130530-714,F1R8G2,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-758,F1R8G2,510,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,478,FALSE
ZDB-GENE-130530-727,E7F6Y6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-852,E7F6Y6,373,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,373,TRUE
ZDB-GENE-130530-738,F1Q795,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-853,F1Q795,1178,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1526,FALSE
ZDB-GENE-130530-763,E7EXE7,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-570,E7EXE7,780,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,780,TRUE
ZDB-GENE-130530-765,E7FEY7,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-719,E7FEY7,992,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,992,TRUE
ZDB-GENE-130530-791,A0A8M1NZ01,,ZDB-DBLINK-230524-3,A0A8M1NZ01,453,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,453,TRUE
ZDB-GENE-130530-849,E7EZJ2,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-636,E7EZJ2,1585,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1532,FALSE
ZDB-GENE-130530-850,E7FEE5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-591,E7FEE5,323,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,398,FALSE
ZDB-GENE-130530-867,A0A0G2L7R9,,ZDB-DBLINK-180216-7,A0A0G2L7R9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,258,FALSE
ZDB-GENE-130530-886,E7EXH3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-764,E7EXH3,87,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,87,TRUE
ZDB-GENE-130530-923,E7FDF1,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-671,E7FDF1,581,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,579,FALSE
ZDB-GENE-130530-939,E7F5V6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-644,E7F5V6,580,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,580,TRUE
ZDB-GENE-130530-940,F1QIA8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-763,F1QIA8,327,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,277,FALSE
ZDB-GENE-130530-954,E7EYG3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-730,E7EYG3,561,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,561,TRUE
ZDB-GENE-130530-957,F1RD96,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-854,F1RD96,412,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,488,FALSE
ZDB-GENE-130530-987,E7FF82,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-661,E7FF82,378,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,390,FALSE
ZDB-GENE-130531-2,F6PAL8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-359,F6PAL8,484,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,484,TRUE
ZDB-GENE-130820-2,A0A0G2KRY8,,ZDB-DBLINK-170428-1,A0A0G2KRY8,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,589,FALSE
ZDB-GENE-131023-1,E7FGU9,,ZDB-DBLINK-170221-43,E7FGU9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,388,FALSE
ZDB-GENE-131029-2,E7F7H1,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-679,E7F7H1,587,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,586,FALSE
ZDB-GENE-131119-21,A0A0R4IDY8,,ZDB-DBLINK-170224-1,A0A0R4IDY8,399,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,399,TRUE
ZDB-GENE-131121-640,Q6ZM17,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-527,Q6ZM17,143,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,143,TRUE
ZDB-GENE-131121-97,A0A0R4IIX8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-507,A0A0R4IIX8,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,230,FALSE
ZDB-GENE-131122-20,X1WHE5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-435,X1WHE5,571,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,571,TRUE
ZDB-GENE-131122-94,X1WDE3,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-145,X1WDE3,287,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,287,TRUE
ZDB-GENE-131126-11,X1WGL5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-487,X1WGL5,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,687,FALSE
ZDB-GENE-131126-51,E7FGN5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-488,E7FGN5,111,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,111,TRUE
ZDB-GENE-131205-1,E7F242,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-558,E7F242,791,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,779,FALSE
ZDB-GENE-140106-121,E7F9H8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-576,E7F9H8,259,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,259,TRUE
ZDB-GENE-140106-124,A0A0R4IV86,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-322,A0A0R4IV86,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1393,FALSE
ZDB-GENE-140106-142,E7F9K8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-778,E7F9K8,339,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,339,TRUE
ZDB-GENE-140106-191,P0C8M3,,ZDB-DBLINK-170929-1,P0C8M3,65,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,65,TRUE
ZDB-GENE-140106-228,E7F159,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-666,E7F159,162,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,162,TRUE
ZDB-GENE-140106-276,F1QZQ5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-549,F1QZQ5,348,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,456,FALSE
ZDB-GENE-140106-47,A0A0G2KWM4,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-702,A0A0G2KWM4,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1101,FALSE
ZDB-GENE-140106-51,F1Q9J8,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-646,F1Q9J8,439,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,494,FALSE
ZDB-GENE-140106-53,E7FF73,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-559,E7FF73,480,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,480,TRUE
ZDB-GENE-140106-70,E7FAX5,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-586,E7FAX5,1122,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1122,TRUE
ZDB-GENE-140106-74,H9GXL1,,ZDB-DBLINK-170221-9,H9GXL1,841,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,841,TRUE
ZDB-GENE-140106-76,E7F4K6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-573,E7F4K6,358,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,343,FALSE
ZDB-GENE-140130-1,E7FDL0,,ZDB-DBLINK-170221-63,E7FDL0,379,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,379,TRUE
ZDB-GENE-140513-1,F1QWM2,,ZDB-DBLINK-170221-26,F1QWM2,1100,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1100,TRUE
ZDB-GENE-140703-2,E7F890,,ZDB-DBLINK-170221-95,E7F890,287,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,287,TRUE
ZDB-GENE-141006-1,A0A096X8J7,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-49736,A0A096X8J7,1170,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1170,TRUE
ZDB-GENE-141212-373,A8DZG9,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-270,A8DZG9,425,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,425,TRUE
ZDB-GENE-141216-96,A0A0R4IDX9,2022-08-30 Swiss-Prot,ZDB-DBLINK-220830-204611,A0A0R4IDX9,146,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,146,TRUE
ZDB-GENE-141222-87,E7F2U9,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-309,E7F2U9,702,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1901,FALSE
ZDB-GENE-150109-14,E7FDW8,,ZDB-DBLINK-171017-1,E7FDW8,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1085,FALSE
ZDB-GENE-150114-1,A0A8M6Z4S0,,ZDB-DBLINK-230207-1,A0A8M6Z4S0,1663,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,1663,TRUE
ZDB-GENE-161017-111,E7F8S6,,ZDB-DBLINK-170221-93,E7F8S6,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,353,FALSE
ZDB-GENE-161017-114,E7F097,,ZDB-DBLINK-170221-131,E7F097,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,316,FALSE
ZDB-GENE-161017-151,E7FC79,,ZDB-DBLINK-170221-73,E7FC79,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,885,FALSE
ZDB-GENE-161017-24,E9QJ51,,ZDB-DBLINK-170221-41,E9QJ51,368,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,355,FALSE
ZDB-GENE-161017-27,F1QW80,,ZDB-DBLINK-170221-27,F1QW80,592,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,417,FALSE
ZDB-GENE-161017-33,A0A0G2L6T4,,ZDB-DBLINK-170327-7,A0A0G2L6T4,300,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,300,TRUE
ZDB-GENE-161017-46,E7FFV1,,ZDB-DBLINK-170221-49,E7FFV1,591,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,591,TRUE
ZDB-GENE-161017-60,E7FG25,,ZDB-DBLINK-170221-48,E7FG25,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,387,FALSE
ZDB-GENE-161017-62,A0A0G2LAF7,,ZDB-DBLINK-170302-1,A0A0G2LAF7,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,358,FALSE
ZDB-GENE-161017-70,A0A8M3AY22,,ZDB-DBLINK-221025-4,A0A8M3AY22,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,405,FALSE
ZDB-GENE-161017-71,E7FB24,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-374,E7FB24,639,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,639,TRUE
ZDB-GENE-161017-73,E7F4F9,,ZDB-DBLINK-170221-113,E7F4F9,432,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,499,FALSE
ZDB-GENE-161017-76,E7F4N4,,ZDB-DBLINK-170221-110,E7F4N4,538,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,538,TRUE
ZDB-GENE-161017-87,E7F7L9,,ZDB-DBLINK-170221-100,E7F7L9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,441,FALSE
ZDB-GENE-161017-89,A0A0G2KZL7,,ZDB-DBLINK-170419-2,A0A0G2KZL7,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,298,FALSE
ZDB-GENE-161017-92,H9GXF5,,ZDB-DBLINK-170221-10,H9GXF5,200,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,200,TRUE
ZDB-GENE-161017-94,A0A1L1QZN6,,ZDB-DBLINK-180216-1,A0A1L1QZN6,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,306,FALSE
ZDB-GENE-161101-1,X1WF74,,ZDB-DBLINK-170220-1,X1WF74,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,346,FALSE
ZDB-GENE-161107-1,X1WCN7,,ZDB-DBLINK-170221-1,X1WCN7,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,648,FALSE
ZDB-GENE-161207-2,E7EZE6,,ZDB-DBLINK-170221-136,E7EZE6,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,102,FALSE
ZDB-GENE-161213-2,F1QK31,,ZDB-DBLINK-170221-35,F1QK31,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,258,FALSE
ZDB-GENE-161215-1,E7F0I1,,ZDB-DBLINK-170221-128,E7F0I1,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,120,FALSE
ZDB-GENE-161230-19,E7F9G1,,ZDB-DBLINK-170221-88,E7F9G1,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,385,FALSE
ZDB-GENE-170215-1,F1R2I7,,ZDB-DBLINK-170221-21,F1R2I7,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,992,FALSE
ZDB-GENE-170215-2,F1R7W6,,ZDB-DBLINK-170221-20,F1R7W6,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,454,FALSE
ZDB-GENE-170217-1,H9GXB9,,ZDB-DBLINK-170221-11,H9GXB9,245,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,245,TRUE
ZDB-GENE-170317-1,A0A0G2L7I0,,ZDB-DBLINK-170317-3,A0A0G2L7I0,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,636,FALSE
ZDB-GENE-170331-1,A0A0G2L2X8,,ZDB-DBLINK-170331-3,A0A0G2L2X8,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,167,FALSE
ZDB-GENE-170406-3,A0A0G2L2Q2,,ZDB-DBLINK-170406-3,A0A0G2L2Q2,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,62,FALSE
ZDB-GENE-170411-2,A0A0G2L1H9,,ZDB-DBLINK-170411-7,A0A0G2L1H9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,198,FALSE
ZDB-GENE-170413-1,A0A0G2L0R2,,ZDB-DBLINK-170413-2,A0A0G2L0R2,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,333,FALSE
ZDB-GENE-170413-2,A0A0G2L0Q2,,ZDB-DBLINK-170413-4,A0A0G2L0Q2,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,242,FALSE
ZDB-GENE-170530-6,A0A8M2BLP8,,ZDB-DBLINK-230126-2,A0A8M2BLP8,373,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,373,TRUE
ZDB-GENE-170623-4,A0A0G2KHZ9,,ZDB-DBLINK-170623-14,A0A0G2KHZ9,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,277,FALSE
ZDB-GENE-200128-3,A0A8M6Z4R7,,ZDB-DBLINK-230525-5,A0A8M6Z4R7,295,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,295,TRUE
ZDB-GENE-200618-1,I3IRX1,,ZDB-DBLINK-220921-4,I3IRX1,,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,771,FALSE
ZDB-GENE-980526-373,P85857,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-326,P85857,404,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,404,TRUE
ZDB-GENE-990415-135,O73712,,ZDB-DBLINK-230621-1,O73712,374,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,374,TRUE
ZDB-GENE-990415-217,A0A0R4IVK2,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-574,A0A0R4IVK2,523,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,523,TRUE
ZDB-GENE-990415-91,B0UXS6,Missing-UniprotId-Load from ensembl data,ZDB-DBLINK-170620-130,B0UXS6,643,ZDB-FDBCONT-040412-47,2023-08-08 Swiss-Prot,643,TRUE
