tscriptid,ottdartid,ensdartid
si:ch211-12h2.6-002,OTTDART00000031404,ENSDART00000135217.2
psme1-002,OTTDART00000044416,ENSDART00000133925.2
dok6-002,OTTDART00000044428,ENSDART00000134079
si:ch211-59d17.3-002,OTTDART00000032899,ENSDART00000144895.2
h3f3a-002,OTTDART00000025330,ENSDART00000145937.2
h3f3b.1-202,OTTDART00000025329,ENSDART00000146211.2
ottdart00000063356,OTTDART00000063356,ENSDART00000173645.2
cst14a.1-001,OTTDART00000044487,ENSDART00000136663
pan3-004,OTTDART00000044500,ENSDART00000132364.2
pan3-003,OTTDART00000044499,ENSDART00000137952.2
dap-002,OTTDART00000044508,ENSDART00000134964.2
dap-003,OTTDART00000044509,ENSDART00000142631.2
dap-004,OTTDART00000044510,ENSDART00000140891.2
ctnnd2a-002,OTTDART00000044506,ENSDART00000142587.2
zgc:112332-003,OTTDART00000044541,ENSDART00000144063.2
zgc:112332-002,OTTDART00000044540,ENSDART00000133498.2
tmem56a-002,OTTDART00000044552,ENSDART00000166077.2
hgd-002,OTTDART00000044564,
ptbp2a-003,OTTDART00000044585,ENSDART00000171482.2
lrrc34-002,OTTDART00000044630,ENSDART00000138442.2
si:ch211-230g15.5-003,OTTDART00000044642,ENSDART00000136109.2
ccl34b.1-002,OTTDART00000044668,ENSDART00000137420.2
atrx-002,OTTDART00000044727,ENSDART00000146030.2
il20ra-002,OTTDART00000044825,ENSDART00000108687.4
nfkbiaa-003,OTTDART00000044957,ENSDART00000146625.3
si:dkey-102m7.3-003,OTTDART00000044969,ENSDART00000164794
rbfox3b-003,OTTDART00000044981,ENSDART00000140884.3
ptcd3-002,OTTDART00000045030,ENSDART00000167072.2
ptcd3-003,OTTDART00000045031,ENSDART00000161150.2
dhps-002,OTTDART00000045058,ENSDART00000166913.2
trmt10c-003,OTTDART00000045288,ENSDART00000138032.2
abcc5-002,OTTDART00000045352,ENSDART00000147503.2
sap30bp-002,OTTDART00000045475,ENSDART00000131571.2
itgb4-002,OTTDART00000045478,ENSDART00000138433.2
itgb4-003,OTTDART00000045479,ENSDART00000148364.2
gnpda2-002,OTTDART00000038636,ENSDART00000038301.8
ppip5k2-004,OTTDART00000042803,ENSDART00000141047
ppip5k2-002,OTTDART00000042801,ENSDART00000132873.3
ppip5k2-003,OTTDART00000042802,ENSDART00000140162.3
ppip5k2-005,OTTDART00000042804,ENSDART00000131413.2
ottdart00000042859,OTTDART00000042859,
ash2l-004,OTTDART00000042818,ENSDART00000133086.2
dcps-002,OTTDART00000042824,ENSDART00000140681.2
psd3l-002,OTTDART00000042848,ENSDART00000157987.2
psd3l-003,OTTDART00000042849,ENSDART00000163673.2
ccnl1a-007,OTTDART00000042855,
si:ch211-265m20.8-003,OTTDART00000059126,ENSDART00000156057.2
si:ch211-265m20.8-001,OTTDART00000042860,ENSDART00000141500.4
rhof-003,OTTDART00000042863,
rhof-002,OTTDART00000024032,ENSDART00000141222.2
tcf7l1a-002,OTTDART00000042865,ENSDART00000138594.2
si:ch211-243g18.3-003,OTTDART00000042890,ENSDART00000138504.3
si:ch211-243g18.3-006,OTTDART00000042893,ENSDART00000134800.2
swi5-002,OTTDART00000042918,ENSDART00000146910.2
mat2aa-007,OTTDART00000042933,ENSDART00000133051.2
psmg1-002,OTTDART00000042962,ENSDART00000144671.1
srsf9-003,OTTDART00000042974,ENSDART00000135144.2
ddx55-002,OTTDART00000043001,ENSDART00000123792.3
brap-002,OTTDART00000043004,
gpat4-002,OTTDART00000043012,ENSDART00000126311.3
dmtn-001,OTTDART00000043021,
dmtn-004,OTTDART00000043024,ENSDART00000142146.2
golga7-002,OTTDART00000043031,ENSDART00000131745.3
golga7-003,OTTDART00000043032,ENSDART00000139022.3
golga7-004,OTTDART00000043033,ENSDART00000145962.2
golga7-007,OTTDART00000043035 ,ENSDART00000141525.3
golga7-006,OTTDART00000043034,ENSDART00000146243.2
si:dkey-242g16.2-003,OTTDART00000043050,ENSDART00000136933.2
si:dkey-200l5.4-003,OTTDART00000043056,ENSDART00000143198.3
si:dkey-200l5.4-006,OTTDART00000043059,ENSDART00000141065.3
si:dkey-263m6.1-004,OTTDART00000043082,ENSDART00000137226.3
bach1b-002,OTTDART00000043179,
bach1b-003,OTTDART00000043180,
si:ch211-243g18.3-002,OTTDART00000042889,ENSDART00000134443.2
fhl1b-002,OTTDART00000043191,ENSDART00000138474.2
si:ch211-243g18.3-005,OTTDART00000042892,ENSDART00000147171.3
apbb1-002,OTTDART00000043255,ENSDART00000141652.2
ccdc169-002,OTTDART00000043282,ENSDART00000133312.2
rab34b-002,OTTDART00000043378,ENSDART00000144176.2
haus1-002,OTTDART00000043438,ENSDART00000133076.2
thbs4b-002,OTTDART00000043444,ENSDART00000132165.2
psmd5-002,OTTDART00000043447,ENSDART00000143296.2
rbm39a-008,OTTDART00000043450,ENSDART00000137251.2
rbm39a-011,OTTDART00000043453,ENSDART00000147746.3
polr2eb-003,OTTDART00000045826,ENSDART00000141439.2
polr2eb-002,OTTDART00000045825,ENSDART00000132447.2
gpx4a-003,OTTDART00000045829,ENSDART00000139361
zgc:153317-003,OTTDART00000045259,ENSDART00000134228.2
zgc:153317-004,OTTDART00000045260,ENSDART00000142645.2
psmb7-005,OTTDART00000045576,ENSDART00000132467.3
si:ch211-132g1.6-002,OTTDART00000045658,ENSDART00000139418.2
hnrnpk-007,OTTDART00000045687,ENSDART00000147151.2
hnrnpk-002,OTTDART00000025662,ENSDART00000143950.2
hnrnpk-003,OTTDART00000025663,ENSDART00000135841.2
hnrnpk-005,OTTDART00000035281,ENSDART00000132395.2
hnrnpk-008,OTTDART00000045688,ENSDART00000131928.3
slc25a20-002,OTTDART00000045705,ENSDART00000147151
tnc-005,OTTDART00000045741,ENSDART00000147687.3
smarcd1-002,OTTDART00000045751,ENSDART00000142863.2
prkag3a-002,OTTDART00000045757,ENSDART00000136060.3
prkag3a-004,OTTDART00000045759,ENSDART00000145809.2
prkag3a-005,OTTDART00000045760,ENSDART00000139723.2
gpx4a-001,OTTDART00000045827,
nisch-002,OTTDART00000045837,ENSDART00000131625.2
lsm14ab-002,OTTDART00000045083,ENSDART00000163687.2
zgc:153317-002,OTTDART00000045258,ENSDART00000139141.3
cers3b-002,OTTDART00000045283,ENSDART00000132420
cd9a-003,OTTDART00000045297,ENSDART00000143548.2
piwil1-006,OTTDART00000045633,ENSDART00000132400.2
cry1bb-003,OTTDART00000045700,ENSDART00000144238.2
cry1bb-002,OTTDART00000045699,ENSDART00000134515.2
fn1b-005,OTTDART00000045710,ENSDART00000144185.2
tnc-003,OTTDART00000045739,ENSDART00000137480.2
prkag3a-003,OTTDART00000045758,ENSDART00000132675.2
ubr3-003,OTTDART00000045841,ENSDART00000133189.2
sp9-002,OTTDART00000045850,ENSDART00000161018.2
psmb7-004,OTTDART00000045575,ENSDART00000141841.2
ccdc64-002,OTTDART00000045585,ENSDART00000132404
plk3-002,OTTDART00000045600,ENSDART00000133018.2
gfm2-002,OTTDART00000045607,ENSDART00000138672.2
aif1l-002,OTTDART00000045613,ENSDART00000136787.2
atp1a1a.1-006,OTTDART00000045619,ENSDART00000132968.2
atp1a1a.2-002,OTTDART00000045641,ENSDART00000135994.2
atp1a1a.1-003,OTTDART00000040976,ENSDART00000136381.2
atp1a1a.1-004,OTTDART00000040977,ENSDART00000147682.2
atp1a1a.1-005,OTTDART00000045618,ENSDART00000137184.2
star-002,OTTDART00000045671,ENSDART00000135630.2
tnc-004,OTTDART00000045740,ENSDART00000132312.2
gpd1b-002,OTTDART00000045753,ENSDART00000146813.2
sdha-005,OTTDART00000045134,ENSDART00000138587.2
sdha-004,OTTDART00000045133,ENSDART00000133127.2
stat3-003,OTTDART00000047414,
pbrm1l-002,OTTDART00000047426,
egfra-006,OTTDART00000047626,ENSDART00000141617.2
si:ch211-209f23.3-002,OTTDART00000030827,ENSDART00000131735.2
ddah2-003,OTTDART00000031391,
ddah2-004,OTTDART00000049346,
si:ch211-102c2.8-003,OTTDART00000036028,ENSDART00000133053.2
aup1-004,OTTDART00000043993,ENSDART00000148224.3
aup1-005,OTTDART00000043994,ENSDART00000147437.2
csnk2b-002,OTTDART00000044194,ENSDART00000145729.2
rxrba-002,OTTDART00000044285,ENSDART00000131527.2
rxrba-001,OTTDART00000001838,
ehmt1b-002,OTTDART00000044764,ENSDART00000134995.2
ehmt1b-003,OTTDART00000044765,ENSDART00000140737.2
ehmt1b-004,OTTDART00000044766,ENSDART00000143959.2
si:ch73-222f22.2-002,OTTDART00000044812,ENSDART00000132332.3
si:ch73-222f22.2-003,OTTDART00000044813,ENSDART00000132601.2
si:ch73-222f22.2-004,OTTDART00000044814,ENSDART00000138212.2
brd3a-003,OTTDART00000044871,ENSDART00000128915.3
brd3a-004,OTTDART00000044872,ENSDART00000137050.2
brd3a-005,OTTDART00000044873,ENSDART00000140037.2
ottdart00000044943,OTTDART00000044943,ENSDART00000168966.2
rxrbb-002,OTTDART00000045215,ENSDART00000147844.2
cfap74-007,OTTDART00000045223,ENSDART00000148318.2
cfap74-005,OTTDART00000044894,ENSDART00000142436.2
ptprna-002,OTTDART00000045866,ENSDART00000143847.2
mapk3-002,OTTDART00000045888,ENSDART00000134342.2
adap2-002,OTTDART00000045894,ENSDART00000139657.2
acbd4-002,OTTDART00000045904,ENSDART00000138325
si:ch1073-75o15.4-002,OTTDART00000045926,ENSDART00000144548
pim2-002,OTTDART00000045939,ENSDART00000142075.2
si:dkeyp-75b4.7-002,OTTDART00000046012,ENSDART00000136257.2
si:dkeyp-75b4.7-003,OTTDART00000046013,ENSDART00000144233.2
rgs11-001,OTTDART00000046015,ENSDART00000054833
cratb-002,OTTDART00000046031,
vps52-003,OTTDART00000046034,ENSDART00000165728.2
ncoa6-004,OTTDART00000046074,ENSDART00000143059.2
ttc39c-002,OTTDART00000046084,
ndrg3b-008,OTTDART00000046113,ENSDART00000144579.3
sacm1la-002,OTTDART00000046119,ENSDART00000148035.2
dus2-002,OTTDART00000046125,ENSDART00000137354.2
dus2-005,OTTDART00000046128,ENSDART00000136738.2
acy1-002,OTTDART00000046131,ENSDART00000148720.2
si:dkey-182g1.6-002,OTTDART00000046134,
lancl1-003,OTTDART00000046144,ENSDART00000123563.3
atp2a1-003,OTTDART00000045874,ENSDART00000148365.2
atp2a1-004,OTTDART00000045875,ENSDART00000139579.3
ggnbp2-006,OTTDART00000046247,ENSDART00000142461.2
ggnbp2-004,OTTDART00000046242,ENSDART00000115231.5
ggnbp2-005,OTTDART00000046246,ENSDART00000137068.3
ggnbp2-007,OTTDART00000046245,ENSDART00000132056.3
sat1a.1-002,OTTDART00000046250,ENSDART00000139409.2
tgfb3-002,OTTDART00000046259,
pde11al-002,OTTDART00000046282,ENSDART00000143567.2
si:ch73-72b7.1-002,OTTDART00000046312,ENSDART00000164862.2
mfap5-002,OTTDART00000046346,ENSDART00000146551.2
zgc:174888-002,OTTDART00000046397,ENSDART00000146298.2
dctn3-002,OTTDART00000046422,ENSDART00000131702.2
dctn3-003,OTTDART00000046425,ENSDART00000134981.2
hdac9b-002,OTTDART00000046437,ENSDART00000103586.6
hdac9b-004,OTTDART00000046439,ENSDART00000145207.2
hdac9b-005,OTTDART00000046440,ENSDART00000139027.2
scn1ba-003,OTTDART00000032554,ENSDART00000131491.2
atad5a-002,OTTDART00000045892,ENSDART00000137854.2
fdps-004,OTTDART00000046547,ENSDART00000142815.2
si:dkey-245p14.7-003,OTTDART00000046561,ENSDART00000131614.2
gsk3ab-003,OTTDART00000046594,ENSDART00000131997.2
rps27.2-002,OTTDART00000046709,ENSDART00000134604.2
ncapd3-002,OTTDART00000046773,ENSDART00000134857.2
cpb2-003,OTTDART00000046802,
fdx1-001,OTTDART00000033819,ENSDART00000147450
fdx1-003,OTTDART00000049765,ENSDART00000150164.2
zgc:113984-002,OTTDART00000045930,ENSDART00000145657.2
si:ch211-197h24.6-006,OTTDART00000046857,ENSDART00000136774.2
si:ch211-197h24.6-002,OTTDART00000046856,ENSDART00000147611.2
si:ch211-197h24.6-003,OTTDART00000046855,ENSDART00000141980.3
si:ch211-197h24.6-004,OTTDART00000046853,ENSDART00000139610.3
si:ch211-197h24.6-005,OTTDART00000046852,ENSDART00000143708.3
si:ch211-197h24.6-007,OTTDART00000046858,ENSDART00000145889.2
si:ch211-197h24.7-005,OTTDART00000046866,ENSDART00000139372.2
si:ch211-197h24.7-001,OTTDART00000046861,ENSDART00000147883.3
si:ch211-197h24.7-002,OTTDART00000046864,ENSDART00000140202.3
si:ch211-197h24.7-003,OTTDART00000046863,ENSDART00000142169.3
si:ch211-197h24.7-006,OTTDART00000046862,ENSDART00000148330.2
si:dkey-97i18.5-002,OTTDART00000046933,ENSDART00000138216.2
si:dkey-97i18.5-001,OTTDART00000046932,ENSDART00000134457.2
phc1-003,OTTDART00000046951,
rab14-002,OTTDART00000046972,
eno3-008,OTTDART00000047023,
calb1-002,OTTDART00000047069,ENSDART00000147191.2
gstk1-002,OTTDART00000047165,ENSDART00000147475.2
phactr3b-002,OTTDART00000047360,ENSDART00000155269.2
arntl2-002,OTTDART00000047366,ENSDART00000127614
nmrk2-004,OTTDART00000047395,ENSDART00000141688.3
nmrk2-005,OTTDART00000047398,ENSDART00000132433.3
mvp-002,OTTDART00000047409,
fastkd1-002,OTTDART00000047420,
pbrm1l-005,OTTDART00000047427,ENSDART00000144601.2
egfra-005,OTTDART00000047624,
qrsl1-002,OTTDART00000046002,ENSDART00000121700.3
phf11-002,OTTDART00000033863,ENSDART00000147481
mad1l1-003,OTTDART00000046061,
mad1l1-002,OTTDART00000024092,ENSDART00000138592.2
arhgap20-002,OTTDART00000033870,ENSDART00000146723.2
dus2-006,OTTDART00000046129,ENSDART00000142887.2
lancl1-004,OTTDART00000046145,ENSDART00000132217.2
zgc:175136-003,OTTDART00000046207,ENSDART00000166217.2
zgc:175136-005,OTTDART00000046205,ENSDART00000170237.2
ggnbp2-003,OTTDART00000046248,ENSDART00000144012.2
sat1a.1-003,OTTDART00000046251,ENSDART00000147691
chn2-002,OTTDART00000046280,ENSDART00000145452.2
chn2-003,OTTDART00000046271,ENSDART00000146974.2
tmem176l.1-005,OTTDART00000046316,ENSDART00000164263.2
zgc:101640-003,OTTDART00000046356,ENSDART00000146010
zgc:101640-002,OTTDART00000046355,ENSDART00000141308.3
si:dkeyp-69b9.2-002,OTTDART00000046359,ENSDART00000140843.2
si:dkeyp-69b9.2-001,OTTDART00000046358,ENSDART00000144140.2
leng9-003,OTTDART00000046392,ENSDART00000146719
plecb-005,OTTDART00000046433,ENSDART00000145622.2
plecb-002,OTTDART00000046430,ENSDART00000133972.3
plecb-003,OTTDART00000046431,ENSDART00000137399.3
plecb-004,OTTDART00000046432,ENSDART00000138674.2
hmgn7-004,OTTDART00000046482,ENSDART00000141011.2
atad1a-002,OTTDART00000046455,ENSDART00000141965.2
hmgn7-003,OTTDART00000046481,ENSDART00000138584.3
mtnr1aa-002,OTTDART00000046518,ENSDART00000134561
tmem176l.2-002,OTTDART00000046530,ENSDART00000132926.2
lap3-002,OTTDART00000046559,
epn1-005,OTTDART00000046586,
cxcr3.1-002,OTTDART00000046604,
polr2f-002,OTTDART00000046648,ENSDART00000146552.2
tfdp1b-004,OTTDART00000046707,
tfdp1b-002,OTTDART00000046705,
tfdp1b-003,OTTDART00000046703,
tfdp1b-005,OTTDART00000046704,
tfdp1b-008,OTTDART00000046700,
tfdp1b-009,OTTDART00000046706,
apoa2-003,OTTDART00000046728,ENSDART00000132689.2
trim35-28-003,OTTDART00000046812,ENSDART00000131540.2
pwp2h-002,OTTDART00000046837,ENSDART00000143863.2
sec61b-004,OTTDART00000046846,ENSDART00000137408.2
sec61b-003,OTTDART00000046847,ENSDART00000147416.2
sec61b-005,OTTDART00000046848,ENSDART00000146936.2
aup1-005,OTTDART00000043994,ENSDART00000147437.2
surf4l-002,OTTDART00000046924,ENSDART00000138556.2
rab14-003,OTTDART00000046973,ENSDART00000148220.2
stk35-002,OTTDART00000046977,ENSDART00000143882
gatb-003,OTTDART00000046983,
arfip1-004,OTTDART00000046989,ENSDART00000131628.2
trappc1-003,OTTDART00000047058,ENSDART00000139547
prune-002,OTTDART00000047099,ENSDART00000135402.2
fhod3b-003,OTTDART00000047105,ENSDART00000134796.2
gstk1-004,OTTDART00000047163,ENSDART00000143840.3
prrc2a-002,OTTDART00000044192,
csnk2b-003,OTTDART00000044195,ENSDART00000144040.2
b3gnt2b-004,OTTDART00000047258,
nmrk2-002,OTTDART00000047396,ENSDART00000140440.2
nmrk2-006,OTTDART00000047399,ENSDART00000137432.2
fastkd1-003,OTTDART00000047418,
pbrm1l-003,OTTDART00000047428,ENSDART00000148158.2
insra-002,OTTDART00000047633,ENSDART00000144037.2
phf11-003,OTTDART00000033864,ENSDART00000135399
si:ch211-152p11.8-003,OTTDART00000044255,ENSDART00000132875.3
si:ch211-152p11.8-001,OTTDART00000044253,ENSDART00000148063.3
si:ch211-152p11.8-002,OTTDART00000044254,ENSDART00000136341.3
si:ch211-152p11.8-005,OTTDART00000044257,ENSDART00000147273.3
si:ch211-152p11.8-009,OTTDART00000044261,ENSDART00000144661.2
zgc:64051-003,OTTDART00000035996,ENSDART00000131241.2
zgc:162780-002,OTTDART00000039990,ENSDART00000101315.5
inpp5d-002,OTTDART00000043777,ENSDART00000131289.2
aup1-003,OTTDART00000043992,ENSDART00000140260
ints3-002,OTTDART00000044199,
si:ch211-152p11.8-004,OTTDART00000044256,ENSDART00000131500.3
si:ch211-152p11.8-007,OTTDART00000044259,ENSDART00000138814.2
ottdart00000044284,OTTDART00000044284,
hsd17b8-002,OTTDART00000044287,ENSDART00000144221.2
cfap74-004,OTTDART00000044893,ENSDART00000144221.2
sdha-003,OTTDART00000045132,ENSDART00000137654.2
brd2a-004,OTTDART00000044283,ENSDART00000139402.2
brd2a-005,OTTDART00000055325,ENSDART00000152077.2
mrpl11-002,OTTDART00000044303,ENSDART00000135311.2
sf3a1-002,OTTDART00000045207,
dync1li1-002,OTTDART00000045242,ENSDART00000168667.2
ottdart00000045245,OTTDART00000045245,ENSDART00000145256.2
ypel3-003,OTTDART00000045881,ENSDART00000144726.2
mrpl11-003,OTTDART00000044304,ENSDART00000147447.2
dct-002,OTTDART00000045983,
aim1a-002,OTTDART00000046003,ENSDART00000132759.2
fgb-005,OTTDART00000046014,ENSDART00000139358.2
fgb-002,OTTDART00000024076,ENSDART00000133465.2
fgb-003,OTTDART00000024077,ENSDART00000134835.3
fgb-004,OTTDART00000024078,ENSDART00000144756.3
rps18-004,OTTDART00000046027,ENSDART00000167704.2
ottdart00000046063,OTTDART00000046063,ENSDART00000008682
tm9sf4-002,OTTDART00000046108,
dus2-201,OTTDART00000046127,ENSDART00000135990.3
tm4sf4-002,OTTDART00000046136,ENSDART00000147694.2
mxb-004,OTTDART00000046146,ENSDART00000131454.2
mxb-002,OTTDART00000041230,ENSDART00000012627.6
nbeal2-002,OTTDART00000046239,ENSDART00000160368.2
plk1-004,OTTDART00000046311,ENSDART00000141104.2
plk1-002,OTTDART00000023897,ENSDART00000145524.2
plk1-003,OTTDART00000046310,ENSDART00000139877.2
tmem176l.1-003,OTTDART00000046317,ENSDART00000167621.2
chtf18-003,OTTDART00000046326,
chtf18-002,OTTDART00000046327,ENSDART00000143336.2
zgc:174888-003,OTTDART00000046396,ENSDART00000132610.2
fbxo21-002,OTTDART00000046453,ENSDART00000146151.2
si:dkey-237j10.2-003,OTTDART00000046485,ENSDART00000146753.2
si:dkey-237j10.2-002,OTTDART00000046484,ENSDART00000134328.3
si:dkey-250k15.7-002,OTTDART00000031430,ENSDART00000148313.2
si:dkey-250k15.7-003,OTTDART00000031431,ENSDART00000141082.2
gba-002,OTTDART00000046555,ENSDART00000140052.2
si:ch73-287m6.1-002,OTTDART00000044859,ENSDART00000164043
si:ch73-287m6.1-003,OTTDART00000062025,ENSDART00000167511.2
c1qbp-002,OTTDART00000046569,ENSDART00000142741.2
grhprb-006,OTTDART00000046584,ENSDART00000143338.3
grhprb-004,OTTDART00000027642,ENSDART00000146825.2
dedd1-003,OTTDART00000046587,ENSDART00000128762
gsk3ab-002,OTTDART00000046593,ENSDART00000138335
luc7l-005,OTTDART00000046625,ENSDART00000137218
luc7l-003,OTTDART00000044840,ENSDART00000133284.2
luc7l-004,OTTDART00000044841,ENSDART00000137684.2
tfdp1b-007,OTTDART00000046702,
apoa4b.2-002,OTTDART00000046720,ENSDART00000148324.2
primpol-003,OTTDART00000046772,ENSDART00000146638
si:dkey-253i9.4-002,OTTDART00000046778,ENSDART00000146183.2
trim35-28-004,OTTDART00000046813,ENSDART00000132413.2
gemin8-002,OTTDART00000046835,
gemin8-004,OTTDART00000046834,ENSDART00000148331.2
si:ch211-197h24.6-008,OTTDART00000046859,ENSDART00000141872.2
si:ch211-197h24.7-004,OTTDART00000046865,ENSDART00000143270.2
ptk2ab-011,OTTDART00000046897,ENSDART00000132305.2
ptk2ab-002,OTTDART00000026691,ENSDART00000129594.4
ptk2ab-003,OTTDART00000026692,ENSDART00000137745.3
ptk2ab-005,OTTDART00000046896,ENSDART00000136718.3
ptk2ab-006,OTTDART00000046898,ENSDART00000134302.2
ptk2ab-008,OTTDART00000046893,ENSDART00000140441.3
ptk2ab-009,OTTDART00000046894,ENSDART00000145293.2
