Transcript stable ID,Transcript name,Transcript type
ENSDART00000104437,si:ch211-262h13.5-201,protein_coding
ENSDART00000143971,,lincRNA
ENSDART00000133187,,protein_coding
ENSDART00000140748,,processed_transcript
ENSDART00000146933,,protein_coding
ENSDART00000150793,taar20c1-202,protein_coding
ENSDART00000155111,,sense_intronic
ENSDART00000134103,zbtb16a-202,protein_coding
ENSDART00000140284,zbtb16a-203,protein_coding
ENSDART00000007806,zbtb16a-201,protein_coding
ENSDART00000184419,zbtb16a-205,protein_coding
ENSDART00000181815,zbtb16a-204,protein_coding
ENSDART00000133854,tcf7l2-208,protein_coding
ENSDART00000145967,tcf7l2-209,protein_coding
ENSDART00000128703,tcf7l2-207,processed_transcript
ENSDART00000005562,tcf7l2-201,protein_coding
ENSDART00000031408,tcf7l2-203,protein_coding
ENSDART00000125046,tcf7l2-206,protein_coding
ENSDART00000153068,tcf7l2-210,protein_coding
ENSDART00000009237,tcf7l2-202,protein_coding
ENSDART00000122972,tcf7l2-205,protein_coding
ENSDART00000189099,tcf7l2-213,protein_coding
ENSDART00000121527,tcf7l2-204,protein_coding
ENSDART00000185635,tcf7l2-212,protein_coding
ENSDART00000183754,tcf7l2-211,protein_coding
ENSDART00000147029,,processed_transcript
ENSDART00000137076,,processed_transcript
ENSDART00000137787,,processed_transcript
ENSDART00000141830,,processed_transcript
ENSDART00000146239,,processed_transcript
ENSDART00000141151,,unprocessed_pseudogene
ENSDART00000043727,slc7a3a-201,protein_coding
ENSDART00000101021,slc7a3a-202,retained_intron
ENSDART00000043857,irx5a-201,protein_coding
ENSDART00000193886,irx5a-202,protein_coding
ENSDART00000172760,,lincRNA
ENSDART00000138595,c3b.1-201,protein_coding
ENSDART00000162640,c3b.1-202,protein_coding
ENSDART00000167169,c3b.1-203,protein_coding
ENSDART00000150775,taar20u-201,protein_coding
ENSDART00000156420,taar20u-202,protein_coding
ENSDART00000064375,tmem244-201,protein_coding
ENSDART00000135835,,protein_coding
ENSDART00000058325,lamtor2-201,protein_coding
ENSDART00000138915,cirbpb-204,processed_transcript
ENSDART00000105405,cirbpb-202,protein_coding
ENSDART00000105404,cirbpb-201,protein_coding
ENSDART00000132156,cirbpb-203,protein_coding
ENSDART00000171277,cirbpb-205,protein_coding
ENSDART00000141430,,processed_transcript
ENSDART00000170093,,protein_coding
ENSDART00000180656,,protein_coding
ENSDART00000133942,stub1-202,protein_coding
ENSDART00000145075,stub1-203,protein_coding
ENSDART00000148089,stub1-204,protein_coding
ENSDART00000066500,stub1-201,protein_coding
ENSDART00000087597,col6a2-201,protein_coding
ENSDART00000110497,tmem63a-201,protein_coding
ENSDART00000173664,si:ch211-212k18.13-201,protein_coding
ENSDART00000173949,si:ch211-212k18.13-202,retained_intron
ENSDART00000002078,neurod2-201,protein_coding
ENSDART00000145101,taar20t-201,protein_coding
ENSDART00000041142,myh11a-201,protein_coding
ENSDART00000138858,myh11a-202,protein_coding
ENSDART00000155770,acte1-202,protein_coding
ENSDART00000109883,acte1-201,protein_coding
ENSDART00000128250,mob2a-201,protein_coding
ENSDART00000078065,f5-201,protein_coding
ENSDART00000167384,f5-202,protein_coding
ENSDART00000135222,lipia-202,protein_coding
ENSDART00000023838,lipia-201,protein_coding
ENSDART00000150946,,lincRNA
ENSDART00000021596,rxrbb-201,protein_coding
ENSDART00000147844,rxrbb-202,retained_intron
ENSDART00000180168,rxrbb-203,protein_coding
ENSDART00000058064,zgc:123321-201,protein_coding
ENSDART00000149614,,processed_transcript
ENSDART00000077235,alg1-201,protein_coding
ENSDART00000144495,alg1-202,processed_transcript
ENSDART00000007310,casp23-201,protein_coding
ENSDART00000173972,,processed_transcript
ENSDART00000173683,,processed_transcript
ENSDART00000173486,,processed_transcript
ENSDART00000173840,,processed_transcript
ENSDART00000136860,ZDHHC20-201,protein_coding
ENSDART00000080997,ZDHHC20-202,protein_coding
ENSDART00000153493,,protein_coding
ENSDART00000148705,tert-202,protein_coding
ENSDART00000148508,tert-201,protein_coding
ENSDART00000150137,tert-204,retained_intron
ENSDART00000149192,tert-203,protein_coding
ENSDART00000009545,pak4-201,protein_coding
ENSDART00000155311,l3mbtl3-202,protein_coding
ENSDART00000039249,l3mbtl3-201,protein_coding
ENSDART00000052648,tmem144b-201,protein_coding
ENSDART00000146210,,protein_coding
ENSDART00000138996,,protein_coding
ENSDART00000147165,RBM25-201,protein_coding
ENSDART00000133677,RBM25-202,protein_coding
ENSDART00000134140,RBM25-203,protein_coding
ENSDART00000141140,RBM25-204,retained_intron
ENSDART00000183671,RBM25-205,protein_coding
ENSDART00000179859,RBM25-206,protein_coding
ENSDART00000159279,,protein_coding
ENSDART00000121703,,protein_coding
ENSDART00000158203,,processed_transcript
ENSDART00000153189,skap1-203,processed_transcript
ENSDART00000153030,skap1-202,protein_coding
ENSDART00000001737,skap1-201,protein_coding
ENSDART00000153324,rmdn3-202,nonsense_mediated_decay
ENSDART00000060702,rmdn3-201,protein_coding
ENSDART00000160584,nxf1a-202,protein_coding
ENSDART00000129030,nxf1a-201,protein_coding
ENSDART00000150678,,protein_coding
ENSDART00000146310,,protein_coding
ENSDART00000191934,,protein_coding
ENSDART00000114230,,protein_coding
ENSDART00000132923,ppp1r12a-201,protein_coding
ENSDART00000059321,epcam-201,protein_coding
ENSDART00000140489,epcam-202,retained_intron
ENSDART00000083421,cpt1b-202,protein_coding
ENSDART00000081132,cpt1b-201,protein_coding
ENSDART00000140046,,protein_coding
ENSDART00000140471,,unprocessed_pseudogene
ENSDART00000046530,rab42a-201,protein_coding
ENSDART00000145232,zgc:171775-203,retained_intron
ENSDART00000145026,zgc:171775-202,nonsense_mediated_decay
ENSDART00000048073,zgc:171775-201,protein_coding
ENSDART00000144667,slc35a3a-202,protein_coding
ENSDART00000185698,slc35a3a-203,protein_coding
ENSDART00000017128,slc35a3a-201,protein_coding
ENSDART00000042200,aldoab-201,protein_coding
ENSDART00000147242,phf19-202,retained_intron
ENSDART00000142150,phf19-201,protein_coding
ENSDART00000156355,,protein_coding
ENSDART00000033691,pth2-201,protein_coding
ENSDART00000184724,pth2-202,protein_coding
ENSDART00000100757,oxa1l-201,protein_coding
ENSDART00000156081,,lincRNA
ENSDART00000087449,,lincRNA
ENSDART00000166050,rangrf-201,protein_coding
ENSDART00000170218,rangrf-202,protein_coding
ENSDART00000172955,si:ch73-223f5.1-201,protein_coding
ENSDART00000017726,etnk1-201,protein_coding
ENSDART00000143208,etnk1-202,processed_transcript
ENSDART00000125162,si:dkey-21a6.5-201,protein_coding
ENSDART00000154595,si:dkey-21a6.5-202,retained_intron
ENSDART00000110248,SLC29A3-201,protein_coding
ENSDART00000140094,,unprocessed_pseudogene
ENSDART00000043002,rab1ab-201,protein_coding
ENSDART00000133354,irx4b-202,protein_coding
ENSDART00000193909,irx4b-205,protein_coding
ENSDART00000191517,irx4b-204,protein_coding
ENSDART00000052338,irx4b-201,protein_coding
ENSDART00000183825,irx4b-203,protein_coding
ENSDART00000138003,or64a1-201,protein_coding
ENSDART00000078137,ankrd54-201,protein_coding
ENSDART00000160720,,protein_coding
ENSDART00000186521,,protein_coding
ENSDART00000168531,irf2bp2b-201,protein_coding
ENSDART00000067239,guca1g-201,protein_coding
ENSDART00000030984,wdr73-201,protein_coding
ENSDART00000172751,,protein_coding
ENSDART00000172930,,processed_transcript
ENSDART00000139235,tnnt2d-202,protein_coding
ENSDART00000048642,tnnt2d-201,protein_coding
ENSDART00000167815,mrps22-204,nonsense_mediated_decay
ENSDART00000159850,mrps22-202,nonsense_mediated_decay
ENSDART00000165487,mrps22-203,protein_coding
ENSDART00000027657,mrps22-201,protein_coding
ENSDART00000168900,,protein_coding
ENSDART00000139978,,antisense
ENSDART00000065880,uck1-201,protein_coding
ENSDART00000136333,wash1-202,protein_coding
ENSDART00000092752,wash1-201,protein_coding
ENSDART00000144458,,antisense
ENSDART00000012637,zgc:101810-201,protein_coding
ENSDART00000098473,klf9-201,protein_coding
ENSDART00000112866,adgrf11-201,protein_coding
ENSDART00000153422,adgrf11-202,retained_intron
ENSDART00000065397,fkbp2-201,protein_coding
ENSDART00000066631,slc51a-201,protein_coding
ENSDART00000144961,slc51a-202,retained_intron
ENSDART00000124140,zgc:101566-201,protein_coding
ENSDART00000016803,grpel1-201,protein_coding
ENSDART00000138414,grpel1-202,retained_intron
ENSDART00000172855,,lincRNA
ENSDART00000076334,valopb-201,protein_coding
ENSDART00000170592,relch-205,processed_transcript
ENSDART00000166039,relch-203,protein_coding
ENSDART00000161258,relch-202,retained_intron
ENSDART00000158589,relch-201,protein_coding
ENSDART00000176165,relch-206,protein_coding
ENSDART00000167752,relch-204,protein_coding
ENSDART00000181642,relch-207,protein_coding
ENSDART00000155727,,protein_coding
ENSDART00000164591,,lincRNA
ENSDART00000151292,neu3.5-201,protein_coding
ENSDART00000166704,neu3.5-202,protein_coding
ENSDART00000147302,tm7sf2-203,retained_intron
ENSDART00000042162,tm7sf2-201,protein_coding
ENSDART00000143162,tm7sf2-202,protein_coding
ENSDART00000186210,tm7sf2-204,protein_coding
ENSDART00000170435,,antisense
ENSDART00000153090,,antisense
ENSDART00000099566,si:ch211-244o22.2-201,protein_coding
ENSDART00000180742,si:ch211-244o22.2-203,protein_coding
ENSDART00000176565,si:ch211-244o22.2-202,protein_coding
ENSDART00000144368,,unprocessed_pseudogene
ENSDART00000155405,,antisense
ENSDART00000019199,rab39ba-201,protein_coding
ENSDART00000129105,chst1-202,protein_coding
ENSDART00000125733,chst1-201,protein_coding
ENSDART00000079114,irx1b-201,protein_coding
ENSDART00000131933,taar20l-201,protein_coding
ENSDART00000156945,taar20l-202,protein_coding
ENSDART00000135954,arb2a-202,protein_coding
ENSDART00000074599,arb2a-201,protein_coding
ENSDART00000189970,arb2a-203,protein_coding
ENSDART00000135079,adh5l-201,protein_coding
ENSDART00000152866,,protein_coding
ENSDART00000031490,vax1-201,protein_coding
ENSDART00000006211,prkcba-201,protein_coding
ENSDART00000137211,prkcba-202,protein_coding
ENSDART00000149464,sgms2b-202,protein_coding
ENSDART00000053571,sgms2b-201,protein_coding
ENSDART00000153101,psme3-202,protein_coding
ENSDART00000002835,psme3-201,protein_coding
ENSDART00000024633,dusp8a-201,protein_coding
ENSDART00000140582,,processed_transcript
ENSDART00000162482,zgc:152863-201,protein_coding
ENSDART00000144514,mars1-201,protein_coding
ENSDART00000144911,mars1-202,protein_coding
ENSDART00000023540,sash3-201,protein_coding
ENSDART00000152803,hemgn-205,protein_coding
ENSDART00000152144,hemgn-201,protein_coding
ENSDART00000152785,hemgn-204,protein_coding
ENSDART00000152393,hemgn-202,protein_coding
ENSDART00000152617,hemgn-203,retained_intron
ENSDART00000099389,dnlz-201,protein_coding
ENSDART00000129066,zcchc7-201,protein_coding
ENSDART00000152399,rps6kal-202,retained_intron
ENSDART00000159920,rps6kal-204,protein_coding
ENSDART00000047993,rps6kal-201,protein_coding
ENSDART00000158025,rps6kal-203,retained_intron
ENSDART00000004518,zgc:171927-201,protein_coding
ENSDART00000148970,,protein_coding
ENSDART00000021916,uts2b-201,protein_coding
ENSDART00000141915,,protein_coding
ENSDART00000139356,,retained_intron
ENSDART00000191027,,protein_coding
ENSDART00000171356,,TR_V_gene
ENSDART00000150398,,lincRNA
ENSDART00000149360,mpi-201,protein_coding
ENSDART00000184219,mpi-202,protein_coding
ENSDART00000040328,h2ax-201,protein_coding
ENSDART00000047716,fermt3b-201,protein_coding
ENSDART00000156464,prr12b-201,protein_coding
ENSDART00000188447,prr12b-202,protein_coding
ENSDART00000124833,pdcd11-202,protein_coding
ENSDART00000122961,pdcd11-201,processed_transcript
ENSDART00000028855,si:ch211-243g18.2-201,protein_coding
ENSDART00000136281,si:ch211-243g18.2-203,protein_coding
ENSDART00000064977,si:ch211-243g18.2-202,protein_coding
ENSDART00000148726,,protein_coding
ENSDART00000166883,,protein_coding
ENSDART00000189861,,protein_coding
ENSDART00000147889,kat5a-206,retained_intron
ENSDART00000143929,kat5a-205,protein_coding
ENSDART00000142420,kat5a-204,protein_coding
ENSDART00000132155,kat5a-202,protein_coding
ENSDART00000138902,kat5a-203,protein_coding
ENSDART00000032909,kat5a-201,protein_coding
ENSDART00000133315,adh8b-202,retained_intron
ENSDART00000139618,adh8b-203,retained_intron
ENSDART00000042766,adh8b-201,protein_coding
ENSDART00000176216,adh8b-204,protein_coding
ENSDART00000098636,csf1b-201,protein_coding
ENSDART00000151595,,protein_coding
ENSDART00000151579,,protein_coding
ENSDART00000151073,,retained_intron
ENSDART00000106267,arg1-201,protein_coding
ENSDART00000167618,,retained_intron
ENSDART00000165480,,lincRNA
ENSDART00000147977,,retained_intron
ENSDART00000146820,,protein_coding
ENSDART00000133198,,protein_coding
ENSDART00000140598,,protein_coding
ENSDART00000065264,cdca5-201,protein_coding
ENSDART00000144557,clasp2-205,protein_coding
ENSDART00000151086,clasp2-208,processed_transcript
ENSDART00000139109,clasp2-204,protein_coding
ENSDART00000133711,clasp2-201,protein_coding
ENSDART00000151378,clasp2-209,retained_intron
ENSDART00000151023,clasp2-207,retained_intron
ENSDART00000150930,clasp2-206,protein_coding
ENSDART00000138735,clasp2-203,retained_intron
ENSDART00000136873,clasp2-202,protein_coding
ENSDART00000180153,clasp2-210,protein_coding
ENSDART00000133264,,protein_coding
ENSDART00000103785,ggact.3-201,protein_coding
ENSDART00000152555,ggact.3-202,protein_coding
ENSDART00000190207,ggact.3-203,protein_coding
ENSDART00000102843,src-201,protein_coding
ENSDART00000149819,src-202,retained_intron
ENSDART00000184254,src-203,protein_coding
ENSDART00000190985,src-204,protein_coding
ENSDART00000111156,pdp1-201,protein_coding
ENSDART00000153954,,protein_coding
ENSDART00000131889,aifm1-203,protein_coding
ENSDART00000147513,aifm1-204,protein_coding
ENSDART00000080886,aifm1-202,protein_coding
ENSDART00000080882,aifm1-201,protein_coding
ENSDART00000103421,zgc:153292-201,protein_coding
ENSDART00000109119,zgc:153292-202,retained_intron
ENSDART00000093232,clp1-201,protein_coding
ENSDART00000134136,fndc3ba-202,retained_intron
ENSDART00000089108,fndc3ba-201,protein_coding
ENSDART00000161386,fndc3ba-203,protein_coding
ENSDART00000149117,plex9.2-202,protein_coding
ENSDART00000137950,plex9.2-201,protein_coding
ENSDART00000036050,rs1a-201,protein_coding
ENSDART00000150080,rs1a-203,protein_coding
ENSDART00000135375,rs1a-202,retained_intron
ENSDART00000174242,or63a2-201,protein_coding
ENSDART00000167565,si:dkey-171c9.3-201,protein_coding
ENSDART00000085335,zdhhc9-201,protein_coding
ENSDART00000055779,ggact.2-201,protein_coding
ENSDART00000057155,cdkn3-201,protein_coding
ENSDART00000142402,cdkn3-202,retained_intron
ENSDART00000153652,fgfbp3-202,protein_coding
ENSDART00000058745,fgfbp3-201,protein_coding
ENSDART00000157261,or63b1-201,protein_coding
ENSDART00000146797,chkb-204,retained_intron
ENSDART00000092053,chkb-201,protein_coding
ENSDART00000140134,chkb-203,retained_intron
ENSDART00000133557,chkb-202,retained_intron
ENSDART00000130761,map2k4a-203,protein_coding
ENSDART00000058834,map2k4a-201,protein_coding
ENSDART00000156617,map2k4a-204,protein_coding
ENSDART00000093037,map2k4a-202,protein_coding
ENSDART00000191034,map2k4a-205,protein_coding
ENSDART00000132620,,antisense
ENSDART00000152783,,antisense
ENSDART00000152468,,antisense
ENSDART00000153956,ip6k2b-202,processed_transcript
ENSDART00000017402,ip6k2b-201,protein_coding
ENSDART00000155327,ip6k2b-203,retained_intron
ENSDART00000154400,tmem121aa-201,protein_coding
ENSDART00000152299,si:dkey-25o16.4-201,protein_coding
ENSDART00000180366,si:dkey-25o16.4-202,protein_coding
ENSDART00000181997,si:dkey-25o16.4-203,protein_coding
ENSDART00000183427,si:dkey-25o16.4-204,protein_coding
ENSDART00000147488,slain1a-201,protein_coding
ENSDART00000134116,ccnb3-203,protein_coding
ENSDART00000041619,ccnb3-201,retained_intron
ENSDART00000122449,ccnb3-202,protein_coding
ENSDART00000182887,ccnb3-204,protein_coding
ENSDART00000139472,crata-201,protein_coding
ENSDART00000181535,crata-202,protein_coding
ENSDART00000138276,fnip2-201,protein_coding
ENSDART00000110469,tmem125b-201,protein_coding
ENSDART00000154489,tmem125b-202,protein_coding
ENSDART00000154950,si:ch211-195b15.7-201,retained_intron
ENSDART00000156280,si:ch211-195b15.7-202,protein_coding
ENSDART00000134754,,retained_intron
ENSDART00000139175,,protein_coding
ENSDART00000124426,socs4-201,protein_coding
ENSDART00000153839,znf800a-202,protein_coding
ENSDART00000191254,znf800a-203,protein_coding
ENSDART00000098307,znf800a-201,protein_coding
ENSDART00000056886,zgc:113142-201,protein_coding
ENSDART00000136415,hoxb1b-201,protein_coding
ENSDART00000149410,,protein_coding
ENSDART00000190476,,protein_coding
ENSDART00000004357,,protein_coding
ENSDART00000111126,,protein_coding
ENSDART00000193560,,protein_coding
ENSDART00000102441,,protein_coding
ENSDART00000136283,,antisense
ENSDART00000140950,,antisense
ENSDART00000157272,ppef1-202,protein_coding
ENSDART00000003475,ppef1-201,protein_coding
ENSDART00000182316,ppef1-203,protein_coding
ENSDART00000144903,zbtb48-202,protein_coding
ENSDART00000136347,zbtb48-201,protein_coding
ENSDART00000192085,zbtb48-203,protein_coding
ENSDART00000172389,,protein_coding
ENSDART00000144893,,protein_coding
ENSDART00000135902,,protein_coding
ENSDART00000148306,,protein_coding
ENSDART00000140436,,protein_coding
ENSDART00000134294,,protein_coding
ENSDART00000135581,,protein_coding
ENSDART00000112298,,protein_coding
ENSDART00000103532,kcnh5a-201,protein_coding
ENSDART00000131859,kcnh5a-202,protein_coding
ENSDART00000154324,,lincRNA
ENSDART00000152179,,antisense
ENSDART00000132831,rab38c-201,protein_coding
ENSDART00000089144,vps51-201,protein_coding
ENSDART00000152387,si:zfos-364h11.1-202,protein_coding
ENSDART00000170204,si:zfos-364h11.1-203,protein_coding
ENSDART00000113401,si:zfos-364h11.1-201,protein_coding
ENSDART00000042221,ccdc3b-201,protein_coding
ENSDART00000128073,ppp1r3ca-201,protein_coding
ENSDART00000146747,tuft1b-202,protein_coding
ENSDART00000186717,tuft1b-203,protein_coding
ENSDART00000104719,tuft1b-201,protein_coding
ENSDART00000145603,smarcd3a-204,protein_coding
ENSDART00000140026,smarcd3a-203,protein_coding
ENSDART00000137531,smarcd3a-202,protein_coding
ENSDART00000056641,smarcd3a-201,protein_coding
ENSDART00000170269,ogt.2-205,retained_intron
ENSDART00000161312,ogt.2-203,retained_intron
ENSDART00000168092,ogt.2-204,protein_coding
ENSDART00000157392,ogt.2-201,protein_coding
ENSDART00000159456,ogt.2-202,protein_coding
ENSDART00000115200,alg12-201,protein_coding
ENSDART00000146478,alg12-204,processed_transcript
ENSDART00000135859,alg12-202,processed_transcript
ENSDART00000141908,alg12-203,processed_transcript
ENSDART00000158809,ccdc50b-202,protein_coding
ENSDART00000130278,ccdc50b-201,protein_coding
ENSDART00000080829,hspa14-201,protein_coding
ENSDART00000133603,hspa14-202,nonsense_mediated_decay
ENSDART00000131309,mef2ca-203,protein_coding
ENSDART00000134219,mef2ca-205,protein_coding
ENSDART00000134953,mef2ca-206,protein_coding
ENSDART00000138962,mef2ca-207,protein_coding
ENSDART00000097433,mef2ca-201,protein_coding
ENSDART00000131731,mef2ca-204,protein_coding
ENSDART00000099134,mef2ca-202,protein_coding
ENSDART00000129889,ift140-201,protein_coding
ENSDART00000151902,ift140-202,nonsense_mediated_decay
ENSDART00000188346,ift140-203,protein_coding
ENSDART00000156254,,nonsense_mediated_decay
ENSDART00000131243,,protein_coding
ENSDART00000127767,,protein_coding
ENSDART00000186362,,protein_coding
ENSDART00000157800,si:ch73-280o22.2-202,protein_coding
ENSDART00000110431,si:ch73-280o22.2-201,protein_coding
ENSDART00000081346,CEMIP-201,protein_coding
ENSDART00000185236,CEMIP-202,protein_coding
ENSDART00000001331,hsd17b8-201,protein_coding
ENSDART00000123934,hsd17b8-202,retained_intron
ENSDART00000151220,hsd17b8-203,nonsense_mediated_decay
ENSDART00000088159,nrxn1a-202,protein_coding
ENSDART00000056256,nrxn1a-201,protein_coding
ENSDART00000160412,nrxn1a-206,processed_transcript
ENSDART00000093094,nrxn1a-204,protein_coding
ENSDART00000191648,nrxn1a-209,protein_coding
ENSDART00000183180,nrxn1a-207,protein_coding
ENSDART00000111239,nrxn1a-205,protein_coding
ENSDART00000088178,nrxn1a-203,protein_coding
ENSDART00000189696,nrxn1a-208,protein_coding
ENSDART00000172695,,antisense
ENSDART00000160430,,antisense
ENSDART00000133051,mat2aa-203,retained_intron
ENSDART00000139340,mat2aa-204,retained_intron
ENSDART00000059021,mat2aa-201,retained_intron
ENSDART00000146980,mat2aa-205,processed_transcript
ENSDART00000121531,mat2aa-202,protein_coding
ENSDART00000155820,,protein_coding
ENSDART00000136941,nol9-201,protein_coding
ENSDART00000142124,nol9-202,protein_coding
ENSDART00000181069,nol9-203,protein_coding
ENSDART00000150811,pla2g6-204,protein_coding
ENSDART00000150489,pla2g6-203,protein_coding
ENSDART00000150264,pla2g6-202,protein_coding
ENSDART00000186776,pla2g6-206,protein_coding
ENSDART00000044559,pla2g6-201,protein_coding
ENSDART00000178615,pla2g6-205,protein_coding
ENSDART00000011135,kita-201,protein_coding
ENSDART00000110967,kita-202,protein_coding
ENSDART00000149218,elk3-202,protein_coding
ENSDART00000009909,elk3-201,protein_coding
ENSDART00000152492,trmo-202,protein_coding
ENSDART00000054184,trmo-201,protein_coding
ENSDART00000138337,si:ch211-217k17.12-201,protein_coding
ENSDART00000165984,,processed_transcript
ENSDART00000103596,npc1-201,protein_coding
ENSDART00000185408,npc1-203,protein_coding
ENSDART00000161880,npc1-202,protein_coding
ENSDART00000164262,si:dkey-65j6.2-202,protein_coding
ENSDART00000158832,si:dkey-65j6.2-201,protein_coding
ENSDART00000193300,si:dkey-65j6.2-205,protein_coding
ENSDART00000186065,si:dkey-65j6.2-203,protein_coding
ENSDART00000190315,si:dkey-65j6.2-204,protein_coding
ENSDART00000131736,kcnq2a-202,protein_coding
ENSDART00000113492,kcnq2a-201,protein_coding
ENSDART00000060295,rapsn-201,protein_coding
ENSDART00000161420,ADGRL2-201,protein_coding
ENSDART00000111613,ADGRL2-202,protein_coding
ENSDART00000153357,,processed_transcript
ENSDART00000172139,usp21-203,retained_intron
ENSDART00000143503,usp21-202,protein_coding
ENSDART00000136525,usp21-201,retained_intron
ENSDART00000182420,usp21-204,protein_coding
ENSDART00000150502,,antisense
ENSDART00000192986,,unprocessed_pseudogene
ENSDART00000158103,,protein_coding
ENSDART00000190780,,protein_coding
ENSDART00000142888,lrrc3-201,protein_coding
ENSDART00000108872,ndufaf4-201,protein_coding
ENSDART00000043429,jph2-201,protein_coding
ENSDART00000172182,,TR_V_gene
ENSDART00000057867,sfxn3-201,protein_coding
ENSDART00000176809,sfxn3-202,protein_coding
ENSDART00000113019,,TR_V_gene
ENSDART00000110182,rabep1-201,protein_coding
ENSDART00000179814,rabep1-202,protein_coding
ENSDART00000064633,nkl.4-201,protein_coding
ENSDART00000140479,fkbp15a-202,retained_intron
ENSDART00000140769,fkbp15a-203,processed_transcript
ENSDART00000136552,fkbp15a-201,protein_coding
ENSDART00000144364,fkbp15a-205,protein_coding
ENSDART00000140832,fkbp15a-204,protein_coding
ENSDART00000186055,fkbp15a-207,protein_coding
ENSDART00000169358,fkbp15a-206,protein_coding
ENSDART00000192078,fkbp15a-208,protein_coding
ENSDART00000150818,,protein_coding
ENSDART00000170523,,TR_V_gene
ENSDART00000015134,twf1b-201,protein_coding
ENSDART00000141932,twf1b-202,processed_transcript
ENSDART00000139635,,protein_coding
ENSDART00000132711,,protein_coding
ENSDART00000191672,,protein_coding
ENSDART00000143304,tango6-202,protein_coding
ENSDART00000042496,tango6-201,protein_coding
ENSDART00000192284,tango6-204,protein_coding
ENSDART00000180307,tango6-203,protein_coding
ENSDART00000131510,b3gnt2l-201,protein_coding
ENSDART00000155181,,protein_coding
ENSDART00000162448,,protein_coding
ENSDART00000143289,,antisense
ENSDART00000152963,,antisense
ENSDART00000105658,tmem204-201,protein_coding
ENSDART00000132219,tmem204-203,protein_coding
ENSDART00000128574,tmem204-202,protein_coding
ENSDART00000153571,map4k3b-201,retained_intron
ENSDART00000157092,map4k3b-203,protein_coding
ENSDART00000155695,map4k3b-202,retained_intron
ENSDART00000086761,adgrl2b.1-201,protein_coding
ENSDART00000137947,,protein_coding
ENSDART00000143606,,protein_coding
ENSDART00000167151,,lincRNA
ENSDART00000051607,ISCU-201,protein_coding
ENSDART00000133307,ISCU-202,processed_transcript
ENSDART00000137894,ISCU-203,processed_transcript
ENSDART00000148843,,processed_transcript
ENSDART00000078124,trim35-29-201,protein_coding
ENSDART00000146088,si:ch211-223a10.1-202,protein_coding
ENSDART00000110560,si:ch211-223a10.1-201,protein_coding
ENSDART00000153608,,processed_transcript
ENSDART00000065889,wnt7aa-201,protein_coding
ENSDART00000135466,tonsl-202,retained_intron
ENSDART00000105326,tonsl-201,protein_coding
ENSDART00000189814,tonsl-203,protein_coding
ENSDART00000191577,tonsl-204,protein_coding
ENSDART00000142919,SSH1-201,protein_coding
ENSDART00000187340,SSH1-202,protein_coding
ENSDART00000133523,hmgxb4a-201,protein_coding
ENSDART00000160187,,TR_V_gene
ENSDART00000150336,tmem243b-203,protein_coding
ENSDART00000041289,tmem243b-201,protein_coding
ENSDART00000150828,tmem243b-204,protein_coding
ENSDART00000137867,tmem243b-202,retained_intron
ENSDART00000135915,PLA2G4A-201,protein_coding
ENSDART00000168804,PLA2G4A-202,protein_coding
ENSDART00000023211,PLA2G4A-203,protein_coding
ENSDART00000168627,zfyve9a-201,protein_coding
ENSDART00000182808,zfyve9a-202,protein_coding
ENSDART00000114271,,TR_V_gene
ENSDART00000139151,,protein_coding
ENSDART00000051723,,protein_coding
ENSDART00000153536,,protein_coding
ENSDART00000189106,,protein_coding
ENSDART00000161083,tnfrsf9b-201,protein_coding
ENSDART00000169577,si:ch73-359m17.2-201,protein_coding
ENSDART00000170726,si:ch73-359m17.2-202,protein_coding
ENSDART00000171684,si:ch73-359m17.2-203,protein_coding
ENSDART00000164760,znf1069-201,protein_coding
ENSDART00000008035,trabd-201,protein_coding
ENSDART00000145842,trabd-202,protein_coding
ENSDART00000173369,,lincRNA
ENSDART00000159161,,TR_V_gene
ENSDART00000109231,mamdc2b-201,protein_coding
ENSDART00000156738,gpr4-201,protein_coding
ENSDART00000140434,acbd5b-202,protein_coding
ENSDART00000081253,acbd5b-201,protein_coding
ENSDART00000154088,tafa5b-202,protein_coding
ENSDART00000067059,tafa5b-201,protein_coding
ENSDART00000038036,ube3d-201,protein_coding
ENSDART00000150108,ube3d-203,processed_transcript
ENSDART00000149498,ube3d-202,processed_transcript
ENSDART00000169434,,protein_coding
ENSDART00000147294,tnksa-203,retained_intron
ENSDART00000132653,tnksa-202,protein_coding
ENSDART00000111694,tnksa-201,protein_coding
ENSDART00000162061,,TR_V_gene
ENSDART00000112567,ppfia4-201,protein_coding
ENSDART00000181040,ppfia4-204,protein_coding
ENSDART00000174683,ppfia4-203,protein_coding
ENSDART00000193980,ppfia4-205,protein_coding
ENSDART00000170521,ppfia4-202,protein_coding
ENSDART00000163157,or63h1-201,protein_coding
ENSDART00000148474,fxr1-202,retained_intron
ENSDART00000104478,fxr1-201,protein_coding
ENSDART00000149482,fxr1-203,protein_coding
ENSDART00000121498,ice2-201,protein_coding
ENSDART00000188515,ice2-202,protein_coding
ENSDART00000169391,,protein_coding
ENSDART00000159283,,protein_coding
ENSDART00000084730,kcnj21-201,protein_coding
ENSDART00000165781,fam83e-201,protein_coding
ENSDART00000138502,,processed_transcript
ENSDART00000059308,spc24-201,protein_coding
ENSDART00000135223,spc24-202,retained_intron
