tscriptid,tscriptname,ottdartid,status,ensdartid,tname,comments
ZDB-TSCRIPT-131113-71,si:ch211-135n15.2-004,OTTDART00000047606,retained intron,ENSDART00000156999.2,si:ch211-135n15.2-203,
ZDB-TSCRIPT-131113-712,si:ch73-306e8.2-002,OTTDART00000055409,NMD,ENSDART00000155885,,
ZDB-TSCRIPT-131113-714,phyhipla-002,OTTDART00000055415,NMD,ENSDART00000126075,,
ZDB-TSCRIPT-131113-730,xpo1b-002,OTTDART00000055471,retained intron,ENSDART00000153540.2,xpo1b-201,
ZDB-TSCRIPT-131113-737,zgc:193593-006,OTTDART00000055493,NMD,ENSDART00000115335,,
ZDB-TSCRIPT-131113-739,tmem54a-004,OTTDART00000055499,,ENSDART00000155722.2,tmem54a-202,
ZDB-TSCRIPT-131113-740,tmem54a-003,OTTDART00000055502,retained intron,ENSDART00000157006.2,tmem54a-203,
ZDB-TSCRIPT-131113-749,ythdf2-002,OTTDART00000055548,retained intron,ENSDART00000157369.2,ythdf2-202,
ZDB-TSCRIPT-131113-750,ctsl.1-002,OTTDART00000055551,retained intron,ENSDART00000156158.2,ctsl.1-203,
ZDB-TSCRIPT-131113-761,nhsl1a-004,OTTDART00000055594,retained intron,ENSDART00000154419.2,nhsl1a-203,
ZDB-TSCRIPT-131113-778,si:dkey-84k17.3-001,OTTDART00000055662,NMD,ENSDART00000156182.2,,
ZDB-TSCRIPT-131113-781,ptgr2-002,OTTDART00000055677,retained intron,ENSDART00000153522.2,ptgr2-201,
ZDB-TSCRIPT-131113-782,tmem229b-002,OTTDART00000055680,retained intron,ENSDART00000156653.2,tmem229b-202,
ZDB-TSCRIPT-131113-783,mbip-002,OTTDART00000055683,retained intron,ENSDART00000154346.2,mbip-202,
ZDB-TSCRIPT-131113-80,kdm6al-001,OTTDART00000047673,NMD,ENSDART00000157266,,
ZDB-TSCRIPT-131113-804,tmem63c-003,OTTDART00000055748,retained intron,ENSDART00000154711.2,tmem63c-202,
ZDB-TSCRIPT-131113-813,vcpkmt-002,OTTDART00000055776,retained intron,ENSDART00000153631.2,vcpkmt-202,
ZDB-TSCRIPT-131113-82,si:ch73-329n5.1-002,OTTDART00000047682,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-835,cox7a2a-003,OTTDART00000055851,retained intron,ENSDART00000155272.2,cox7a2a-202,
ZDB-TSCRIPT-131113-852,si:ch1073-416d2.4-003,OTTDART00000055915,retained intron,ENSDART00000165610.2,si:ch1073-416d2.4-201,
ZDB-TSCRIPT-131113-853,si:zfos-1714f5.4-001,OTTDART00000055923,NMD,ENSDART00000153637,,
ZDB-TSCRIPT-131113-868,hhla2b.2-002,OTTDART00000056056,retained intron,ENSDART00000155765.2,hhla2b.2-202,
ZDB-TSCRIPT-131113-87,spag1b-002,OTTDART00000047703,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-877,zgc:195173-003,OTTDART00000056090,retained intron,ENSDART00000156480.2,zgc:195173-203,
ZDB-TSCRIPT-131113-88,fbxo43-003,OTTDART00000047706,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-880,si:ch211-40k21.5-004,OTTDART00000056107,retained intron,ENSDART00000155916.2,si:ch211-40k21.5-204,
ZDB-TSCRIPT-131113-882,pus3-004,OTTDART00000056113,retained intron,ENSDART00000154803.2,pus3-203,
ZDB-TSCRIPT-131113-885,si:ch1073-164k15.3-002,OTTDART00000056126,retained intron,ENSDART00000156330.2,si:ch1073-164k15.3-202,
ZDB-TSCRIPT-131113-899,zgc:114188-003,OTTDART00000056224,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-131113-903,rsl24d1-002,OTTDART00000056236,retained intron,ENSDART00000156699.2,rsl24d1-202,
ZDB-TSCRIPT-131113-91,si:zfos-1192g2.3-002,OTTDART00000047715,retained intron,ENSDART00000153976.2,si:zfos-1192g2.3-202,
ZDB-TSCRIPT-131113-917,chid1-002,OTTDART00000056287,retained intron,ENSDART00000154924.2,chid1-202,
ZDB-TSCRIPT-131113-932,sv2-002,OTTDART00000056332,NMD,ENSDART00000170717,,
ZDB-TSCRIPT-131113-934,oaz2a-002,OTTDART00000056338,retained intron,ENSDART00000154658.2,oaz2a-202,
ZDB-TSCRIPT-131113-943,saal1-002,OTTDART00000056369,retained intron,ENSDART00000164846.2,saal1-202,
ZDB-TSCRIPT-131113-944,si:ch73-166c6.1-003,OTTDART00000056372,retained intron,ENSDART00000154334.3,CU929451.1-206,
ZDB-TSCRIPT-131113-948,im:7145024-003,OTTDART00000056387,retained intron,ENSDART00000155887.2,im:7145024-205,
ZDB-TSCRIPT-131113-966,ckap5-003,OTTDART00000056459,NMD,ENSDART00000163512,,
ZDB-TSCRIPT-131113-967,ckap5-004,OTTDART00000056462,retained intron,ENSDART00000161341.2,ckap5-201,
ZDB-TSCRIPT-131113-970,si:ch211-266k8.4-003,OTTDART00000056475,retained intron,ENSDART00000154279.2,si:ch211-266k8.4-202,
ZDB-TSCRIPT-131113-975,kdm7ab-002,OTTDART00000056496,NMD,ENSDART00000155510,,
ZDB-TSCRIPT-131113-993,gramd4b-002,OTTDART00000056575,retained intron,ENSDART00000156232.2,gramd4b-203,
ZDB-TSCRIPT-141209-1007,ottdart00000061593,OTTDART00000061593,retained intron,ENSDART00000136424.3,tasp1-202,
ZDB-TSCRIPT-141209-1012,prp19-003,OTTDART00000061609,retained intron,ENSDART00000163590.2,prpf19-202,
ZDB-TSCRIPT-141209-1024,arih1l-002,OTTDART00000061648,retained intron,ENSDART00000165251.2,arih1l-202,
ZDB-TSCRIPT-141209-1028,si:dkey-172h23.2-004,OTTDART00000061661,retained intron,ENSDART00000030009.7,si:dkey-172h23.2-201,
ZDB-TSCRIPT-141209-1059,tnni1d-003,OTTDART00000061756,retained intron,ENSDART00000165231.2,tnni1d-203,
ZDB-TSCRIPT-141209-1061,si:rp71-1d10.5-003,OTTDART00000061762,retained intron,ENSDART00000159827.2,TMEM216-202,
ZDB-TSCRIPT-141209-1079,ottdart00000061818,OTTDART00000061818,retained intron,ENSDART00000171993.2,cnmd-203,
ZDB-TSCRIPT-141209-2547,si:ch211-69i3.1-001,OTTDART00000030110,,ENSDART00000167235.2,CR925761.3-204,
ZDB-TSCRIPT-141209-108,si:ch211-69i3.1-002,OTTDART00000030111,retained intron,ENSDART00000157649.2,CR925761.3-202,
ZDB-TSCRIPT-141209-1333,si:ch211-69i3.1-003,OTTDART00000030112,,ENSDART00000165696.2,CR925761.3-203,
ZDB-TSCRIPT-141209-2548,si:ch211-69i3.1-004,OTTDART00000030113,,ENSDART00000172388.2,CR925761.3-201,
ZDB-TSCRIPT-141209-1080,ottdart00000061821,OTTDART00000061821,retained intron,ENSDART00000167171.2,slc25a12-201,
ZDB-TSCRIPT-141209-1085,pcdh1g9-003,OTTDART00000061836,NMD,ENSDART00000158138,,
ZDB-TSCRIPT-141209-111,si:dkey-17o15.2-002,OTTDART00000030262,retained intron,ENSDART00000164011.2,si:dkey-17o15.2-202,
ZDB-TSCRIPT-141209-1110,ottdart00000061912,OTTDART00000061912,NMD,ENSDART00000112924,,
ZDB-TSCRIPT-141209-1120,cep131-002,OTTDART00000061943,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1121,ottdart00000061946,OTTDART00000061946,retained intron,ENSDART00000165281.2,si:ch211-154o6.3-204,
ZDB-TSCRIPT-141209-1122,ottdart00000061949,OTTDART00000061949,retained intron,ENSDART00000167764.2,si:ch211-154o6.3-205,
ZDB-TSCRIPT-141209-1125,ottdart00000061958,OTTDART00000061958,NMD,ENSDART00000167723,,
ZDB-TSCRIPT-141209-1133,auts2b-002,OTTDART00000061982,retained intron,ENSDART00000171100.2,auts2b-203,
ZDB-TSCRIPT-141209-1136,ottdart00000061991,OTTDART00000061991,retained intron,ENSDART00000168069.2,rad21a-202,
ZDB-TSCRIPT-141209-1163,ottdart00000062074,OTTDART00000062074,retained intron,ENSDART00000169855.2,metap2b-202,
ZDB-TSCRIPT-141209-1182,vat1l-002,OTTDART00000062149,retained intron,ENSDART00000169632.2,vat1l-202,
ZDB-TSCRIPT-141209-1183,bola3-002,OTTDART00000062152,retained intron,ENSDART00000163128.2,bola3-203,
ZDB-TSCRIPT-141209-1185,elp5-002,OTTDART00000062158,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1187,elp5-004,OTTDART00000062164,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1190,spata6l-003,OTTDART00000062173,NMD,ENSDART00000167046,,
ZDB-TSCRIPT-141209-1191,spata6l-005,OTTDART00000062176,,ENSDART00000166055.2,spata6l-205,
ZDB-TSCRIPT-141209-2414,spata6l-007,OTTDART00000062174,,ENSDART00000157585.2,spata6l-202,
ZDB-TSCRIPT-141209-3634,spata6l-008,OTTDART00000062175,,ENSDART00000167136.2,spata6l-207,
ZDB-TSCRIPT-141209-1198,arnt2-005,OTTDART00000062216,retained intron,ENSDART00000164258,,
ZDB-TSCRIPT-141209-1199,si:ch211-260e23.9-002,OTTDART00000062219,retained intron,ENSDART00000162958.2,si:ch211-260e23.9-202,
ZDB-TSCRIPT-141209-1318,cpne1-004,OTTDART00000025096,retained intron,ENSDART00000165888.2,cpne1-203,
ZDB-TSCRIPT-141209-1264,si:dkey-161l11.5-001,OTTDART00000020502,,ENSDART00000163189.2,BX681417.2-201,
ZDB-TSCRIPT-141209-1329,si:dkey-161l11.5-002,OTTDART00000030084,retained intron,ENSDART00000161694.2,BX681417.2-202,
ZDB-TSCRIPT-141209-109,si:dkey-190c14.7-001,OTTDART00000030118,,ENSDART00000170334.2,CR925761.1-201,
ZDB-TSCRIPT-141209-1334,si:dkey-190c14.7-002,OTTDART00000030119,retained intron,ENSDART00000159427.2,CR925761.1-204,
ZDB-TSCRIPT-141209-2549,si:dkey-190c14.7-003,OTTDART00000030120,,ENSDART00000164822.2,CR925761.1-202,
ZDB-TSCRIPT-141209-110,si:dkey-190c14.7-004,OTTDART00000030121,,ENSDART00000172150.2,CR925761.1-203,
ZDB-TSCRIPT-141209-1339,si:dkey-267n13.1-005,OTTDART00000030576,retained intron,ENSDART00000164802.2,si:dkey-267n13.1-205,
ZDB-TSCRIPT-141209-1341,il17ra1a-002,OTTDART00000030967,retained intron,ENSDART00000170868.2,il17ra1a-202,
ZDB-TSCRIPT-141209-136,pfkla-002,OTTDART00000034573,retained intron,ENSDART00000169450.2,pfkla-203,
ZDB-TSCRIPT-141209-1369,nim1k-002,OTTDART00000035849,NMD,ENSDART00000165534,,
ZDB-TSCRIPT-141209-137,elk1-003,OTTDART00000034847,retained intron,ENSDART00000164122.2,elk1-203,
ZDB-TSCRIPT-141209-1370,creb3l3l-003,OTTDART00000035852,retained intron,ENSDART00000170284.2,creb3l3l-203,
ZDB-TSCRIPT-141209-1372,si:ch73-338d8.1-003,OTTDART00000036057,NMD,ENSDART00000160605,,
ZDB-TSCRIPT-141209-138,nr2c2-002,OTTDART00000035154,retained intron,ENSDART00000169786.2,nr2c2-202,
ZDB-TSCRIPT-141209-1390,snrnp48-003,OTTDART00000037578,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1402,foxm1-005,OTTDART00000040066,retained intron,ENSDART00000162390.2,foxm1-202,
ZDB-TSCRIPT-141209-1406,edc3-002,OTTDART00000042114,retained intron,ENSDART00000158130.2,edc3-202,
ZDB-TSCRIPT-141209-1408,usp21-002,OTTDART00000042477,retained intron,ENSDART00000136525.3,usp21-201,
ZDB-TSCRIPT-141209-143,gadd45ga-002,OTTDART00000035854,retained intron,ENSDART00000166690.2,gadd45ga-202,
ZDB-TSCRIPT-141209-1440,plpp1a-002,OTTDART00000044852,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1443,appa-003,OTTDART00000045255,retained intron,ENSDART00000172116.2,appa-206,
ZDB-TSCRIPT-141209-2660,appa-004,OTTDART00000045257,,ENSDART00000161223.2,appa-201,
ZDB-TSCRIPT-141209-1445,si:dkey-222n6.2-002,OTTDART00000045456,retained intron,ENSDART00000162950.2,si:dkey-222n6.2-202,
ZDB-TSCRIPT-141209-1461,frg1-004,OTTDART00000046504,retained intron,ENSDART00000158166.2,frg1-202,
ZDB-TSCRIPT-141209-243,dcun1d2b-001,OTTDART00000046732,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1468,dcun1d2b-002,OTTDART00000046734,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1470,melk-002,OTTDART00000046767,retained intron,ENSDART00000169381.2,melk-202,
ZDB-TSCRIPT-141209-2685,grtp1a-001,OTTDART00000046738,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1478,grtp1a-002,OTTDART00000047283,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1498,ctnnd1-005,OTTDART00000048529,retained intron,ENSDART00000170654.2,ctnnd1-207,
ZDB-TSCRIPT-141209-276,ctnnd1-006,OTTDART00000048528,,ENSDART00000159340.2,ctnnd1-203,
ZDB-TSCRIPT-141209-2723,dnaja1-002,OTTDART00000048571,,ENSDART00000165538.2,dnaja1-203,
ZDB-TSCRIPT-141209-1503,dnaja1-003,OTTDART00000048570,retained intron,ENSDART00000164592.2,dnaja1-202,
ZDB-TSCRIPT-141209-1510,smyhc1-002,OTTDART00000049399,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1509,smyhc1-005,OTTDART00000049396,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1524,zgc:158258-002,OTTDART00000050740,retained intron,ENSDART00000161564.2,zgc:158258-202,
ZDB-TSCRIPT-141209-2593,clcn6-002,OTTDART00000036177,,ENSDART00000163698.2,clcn6-203,
ZDB-TSCRIPT-141209-153,clcn6-003,OTTDART00000036178,retained intron,ENSDART00000159484.2,clcn6-202,
ZDB-TSCRIPT-141209-1555,ugt5b4-002,OTTDART00000051824,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1560,sh3rf2-002,OTTDART00000051931,retained intron,ENSDART00000169151.2,sh3rf2-202,
ZDB-TSCRIPT-141209-1568,si:dkey-178j11.4-002,OTTDART00000052233,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1573,pus10-002,OTTDART00000052574,retained intron,ENSDART00000157915.2,pus10-202,
ZDB-TSCRIPT-141209-1583,dnajc8-002,OTTDART00000052942,retained intron,ENSDART00000165725.2,dnajc8-202,
ZDB-TSCRIPT-141209-1589,nupl2-002,OTTDART00000052981,retained intron,ENSDART00000170124.2,nup42-203,
ZDB-TSCRIPT-141209-1593,pim1-002,OTTDART00000053055,retained intron,ENSDART00000159312.2,pim1-201,
ZDB-TSCRIPT-141209-1597,ube2q1-002,OTTDART00000053139,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2834,bxdc2-003,OTTDART00000053215,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1609,bxdc2-004,OTTDART00000053214,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-162,snrnp48-002,OTTDART00000037577,retained intron,ENSDART00000168599.2,snrnp48-202,
ZDB-TSCRIPT-141209-1620,psmd4a-003,OTTDART00000053552,retained intron,ENSDART00000169204.2,psmd4a-203,
ZDB-TSCRIPT-141209-1625,sept7a-002,OTTDART00000053570,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-406,si:ch73-295i22.2-001,OTTDART00000053714,,ENSDART00000169838.2,FP074902.2-202,
ZDB-TSCRIPT-141209-1631,si:ch73-295i22.2-002,OTTDART00000053715,retained intron,ENSDART00000158849.2,FP074902.2-203,
ZDB-TSCRIPT-141209-2853,si:ch73-295i22.2-003,OTTDART00000053713,,ENSDART00000166711.2,FP074902.2-201,
ZDB-TSCRIPT-141209-410,si:ch211-245b21.1-001,OTTDART00000053795,,ENSDART00000169278.2,CR450782.1-206,
ZDB-TSCRIPT-141209-2860,si:ch211-245b21.1-002,OTTDART00000053797,,ENSDART00000158229.2,CR450782.1-208,
ZDB-TSCRIPT-141209-1634,si:ch211-245b21.1-004,OTTDART00000053793,,ENSDART00000146387.3,CR450782.1-204,
ZDB-TSCRIPT-141209-2858,si:ch211-245b21.1-005,OTTDART00000053791,,ENSDART00000157418.2,CR450782.1-202,
ZDB-TSCRIPT-141209-1635,si:ch211-245b21.1-006,OTTDART00000053796,retained intron,ENSDART00000146837.3,CR450782.1-207,
ZDB-TSCRIPT-141209-1636,si:ch211-245b21.1-007,OTTDART00000053799,retained intron,ENSDART00000160255.2,CR450782.1-201,
ZDB-TSCRIPT-141209-2859,si:ch211-245b21.1-008,OTTDART00000053794,,ENSDART00000163918.2,CR450782.1-205,
ZDB-TSCRIPT-141209-409,si:ch211-245b21.1-009,OTTDART00000053792,,ENSDART00000161413.2,CR450782.1-203,
ZDB-TSCRIPT-141209-1643,zgc:101785-002,OTTDART00000053929,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1651,si:ch1073-205c8.4-003,OTTDART00000053973,NMD,ENSDART00000159750,,
ZDB-TSCRIPT-141209-1654,c19h1orf109-003,OTTDART00000053982,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1659,psmb2-003,OTTDART00000053998,retained intron,ENSDART00000159808.2,psmb2-202,
ZDB-TSCRIPT-141209-1661,cap2-002,OTTDART00000054019,retained intron,ENSDART00000162542.2,cap2-201,
ZDB-TSCRIPT-141209-1669,ptpro-003,OTTDART00000054065,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1673,rnf185-003,OTTDART00000054186,NMD,ENSDART00000163101,,
ZDB-TSCRIPT-141209-1674,zgc:123103-002,OTTDART00000054210,retained intron,ENSDART00000170821.2,zgc:123103-202,
ZDB-TSCRIPT-141209-1678,eif3i-002,OTTDART00000054501,retained intron,ENSDART00000167378.2,eif3i-203,
ZDB-TSCRIPT-141209-467,si:dkey-117a16.2-001,OTTDART00000054800,,ENSDART00000139278.3,BX936433.2-201,
ZDB-TSCRIPT-141209-1693,si:dkey-117a16.2-002,OTTDART00000054801,retained intron,ENSDART00000161788.2,BX936433.2-202,
ZDB-TSCRIPT-141209-1699,tdh2-002,OTTDART00000055509,retained intron,ENSDART00000158516.2,tdh2-202,
ZDB-TSCRIPT-141209-1700,ottdart00000055512,OTTDART00000055512,retained intron,ENSDART00000149747.3,srrm1-206,
ZDB-TSCRIPT-141209-1701,ottdart00000055515,OTTDART00000055515,NMD,ENSDART00000149557,,
ZDB-TSCRIPT-141209-1711,utrn-005,OTTDART00000056159,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1722,si:ch211-207i20.3-002,OTTDART00000057705,NMD,ENSDART00000169214,,
ZDB-TSCRIPT-141209-1741,si:dkey-74k8.4-003,OTTDART00000059294,NMD,ENSDART00000172406,,
ZDB-TSCRIPT-141209-1742,si:ch211-143l19.3-001,OTTDART00000059297,retained intron,ENSDART00000160631.3,BX088596.1-202,
ZDB-TSCRIPT-160112-827,si:ch211-143l19.3-003,OTTDART00000062855,,ENSDART00000173326.2,BX088596.1-201,
ZDB-TSCRIPT-160112-192,si:ch211-143l19.3-004,OTTDART00000062853,,ENSDART00000172994.2,BX088596.1-205,
ZDB-TSCRIPT-160112-510,si:ch211-143l19.3-005,OTTDART00000062854,,ENSDART00000173221.2,BX088596.1-204,
ZDB-TSCRIPT-141209-1748,si:ch211-269m15.3-004,OTTDART00000059337,retained intron,ENSDART00000163487.2,ZNF335-201,
ZDB-TSCRIPT-141209-1751,sich211-223l2.4-003,OTTDART00000059355,,ENSDART00000165294.2,si:ch211-223l2.4-205,
ZDB-TSCRIPT-141209-1752,sich211-223l2.4-005,OTTDART00000059358,retained intron,ENSDART00000163705.2,si:ch211-223l2.4-204,
ZDB-TSCRIPT-141209-1786,si:dkey-19b23.11-004,OTTDART00000059820,retained intron,ENSDART00000169750.2,zpax4-204,
ZDB-TSCRIPT-141209-1826,dnajc16l-002,OTTDART00000060197,retained intron,ENSDART00000161851.2,dnajc16l-201,
ZDB-TSCRIPT-141209-1828,camk1b-002,OTTDART00000060203,retained intron,ENSDART00000161338.2,camk1b-202,
ZDB-TSCRIPT-090929-8109,tax1bp3-002,OTTDART00000025361,,ENSDART00000131920.2,tax1bp3-202,
ZDB-TSCRIPT-141209-1839,tax1bp3-003,OTTDART00000060237,retained intron,ENSDART00000166970.2,tax1bp3-203,
ZDB-TSCRIPT-141209-1843,ottdart00000060263,OTTDART00000060263,retained intron,ENSDART00000166023.2,pdk3b-204,
ZDB-TSCRIPT-141209-1846,ddx49-003,OTTDART00000060272,retained intron,ENSDART00000157768.2,ddx49-202,
ZDB-TSCRIPT-141209-1849,aurkb-003,OTTDART00000060281,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1851,mcrs1-002,OTTDART00000060288,retained intron,ENSDART00000157981.2,mcrs1-202,
ZDB-TSCRIPT-141209-1852,cda-002,OTTDART00000060291,retained intron,ENSDART00000161630.2,cdab-202,
ZDB-TSCRIPT-141209-1853,ints10-002,OTTDART00000060294,artifact,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1410,si:dkey-263m6.6-001,OTTDART00000043084,,ENSDART00000165731.2,CT737184.1-205,
ZDB-TSCRIPT-141209-185,si:dkey-263m6.6-003,OTTDART00000043086,,ENSDART00000157600.2,CT737184.1-201,
ZDB-TSCRIPT-141209-1411,si:dkey-263m6.6-004,OTTDART00000043087,,ENSDART00000158565.2,CT737184.1-202,
ZDB-TSCRIPT-141209-186,si:dkey-263m6.6-006,OTTDART00000043089,retained intron,ENSDART00000167217.2,CT737184.1-204,
ZDB-TSCRIPT-141209-188,cbln17-003,OTTDART00000043096,retained intron,ENSDART00000170169.2,cbln17-203,
ZDB-TSCRIPT-141209-1880,irf2-002,OTTDART00000060416,retained intron,ENSDART00000157782.2,irf2-202,
ZDB-TSCRIPT-141209-1887,smu1a-003,OTTDART00000060437,retained intron,ENSDART00000169567.2,smu1a-203,
ZDB-TSCRIPT-141209-1888,ikbkap-003,OTTDART00000060440,retained intron,ENSDART00000168470.2,elp1-205,
ZDB-TSCRIPT-141209-1897,kazald2-002,OTTDART00000060467,retained intron,ENSDART00000161318.2,kazald2-202,
ZDB-TSCRIPT-141209-1907,ctsf-002,OTTDART00000060498,retained intron,ENSDART00000172483.2,ctsf-203,
ZDB-TSCRIPT-141209-191,pcdh1g9-001,OTTDART00000043109,NMD,ENSDART00000161107,,
ZDB-TSCRIPT-141209-1926,cngk-003,OTTDART00000060559,retained intron,ENSDART00000142440.2,cngk-201,
ZDB-TSCRIPT-141209-3154,si:ch211-153b23.5-004,OTTDART00000060587,,ENSDART00000171962.2,si:ch211-153b23.5-204,
ZDB-TSCRIPT-141209-1934,si:ch211-153b23.5-003,OTTDART00000060586,retained intron,ENSDART00000167579.2,si:ch211-153b23.5-202,
ZDB-TSCRIPT-141209-194,tmem45b-002,OTTDART00000043398,retained intron,ENSDART00000168140.2,tmem45b-202,
ZDB-TSCRIPT-090929-9679,prom1a-002,OTTDART00000027097,,ENSDART00000133947.2,prom1a-203,
ZDB-TSCRIPT-141209-1940,prom1a-006,OTTDART00000060605,NMD,ENSDART00000171476,,
ZDB-TSCRIPT-141209-1954,rnaset2-001,OTTDART00000060650,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-731,rnaset2-006,OTTDART00000060652,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1956,rnaset2-005,OTTDART00000060656,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-1971,rraga-002,OTTDART00000060721,retained intron,ENSDART00000172180.2,rraga-202,
ZDB-TSCRIPT-141209-1990,mrpl4-003,OTTDART00000060786,NMD,ENSDART00000162612,,
ZDB-TSCRIPT-160112-760,mrpl4-005,OTTDART00000062649,,ENSDART00000173019.2,mrpl4-205,
ZDB-TSCRIPT-141209-200,stag2b-003,OTTDART00000043548,retained intron,ENSDART00000170938.2,stag2b-205,
ZDB-TSCRIPT-141209-2018,si:ch211-262i1.6-003,OTTDART00000060888,retained intron,ENSDART00000164304.2,si:ch211-262i1.6-201,
ZDB-TSCRIPT-141209-2024,si:ch211-175m2.4-003,OTTDART00000060906,retained intron,ENSDART00000158812.2,si:ch211-175m2.4-201,
ZDB-TSCRIPT-141209-2026,kdm3b-002,OTTDART00000060912,retained intron,ENSDART00000171294.2,kdm3b-204,
ZDB-TSCRIPT-141209-2039,agtrap-003,OTTDART00000060955,retained intron,ENSDART00000160681.2,agtrap-203,
ZDB-TSCRIPT-141209-2648,zgc:66014-002,OTTDART00000044542,,ENSDART00000170592.2,relch-205,
ZDB-TSCRIPT-141209-204,zgc:66014-003,OTTDART00000044543,retained intron,ENSDART00000161258.2,relch-202,
ZDB-TSCRIPT-141209-2041,lrig1-003,OTTDART00000060961,retained intron,ENSDART00000161129.2,lrig1-202,
ZDB-TSCRIPT-141209-2061,si:ch211-193l2.6-001,OTTDART00000061022,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3285,si:dkey-23i12.5-001,OTTDART00000061035,,ENSDART00000165314.2,AL954715.1-204,
ZDB-TSCRIPT-141209-2066,si:dkey-23i12.5-002,OTTDART00000061037,retained intron,ENSDART00000162806.2,AL954715.1-205,
ZDB-TSCRIPT-141209-2067,si:dkey-23i12.5-003,OTTDART00000061040,retained intron,ENSDART00000158883.2,AL954715.1-201,
ZDB-TSCRIPT-141209-3287,si:dkey-23i12.5-006,OTTDART00000061041,,ENSDART00000160819.2,AL954715.1-202,
ZDB-TSCRIPT-141209-2074,si:ch211-1o7.2-002,OTTDART00000061065,NMD,ENSDART00000172511,,
ZDB-TSCRIPT-141209-2081,sich211-223l2.4-009,OTTDART00000061091,retained intron,ENSDART00000165926.2,si:ch211-223l2.4-207,
ZDB-TSCRIPT-141209-2084,pank4-006,OTTDART00000061100,NMD,ENSDART00000158711,,
ZDB-TSCRIPT-141209-2086,si:ch211-160o17.2-002,OTTDART00000061106,retained intron,ENSDART00000168203.2,si:ch211-160o17.2-202,
ZDB-TSCRIPT-141209-2088,mapk14b-004,OTTDART00000061112,retained intron,ENSDART00000160862.2,mapk14b-204,
ZDB-TSCRIPT-141209-3308,mapk14b-005,OTTDART00000061113,,ENSDART00000168279.2,mapk14b-205,
ZDB-TSCRIPT-141209-3313,dido1-003,OTTDART00000061128,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2094,dido1-004,OTTDART00000061130,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-870,dido1-005,OTTDART00000061129,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-2093,dido1-006,OTTDART00000061127,retained intron,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-3314,dido1-007,OTTDART00000061131 ,,,,no Ensembl ID match.  transcript withdrawn?
ZDB-TSCRIPT-141209-210,plpp1a-004,OTTDART00000044854,retained intron,ENSDART00000162453.2,plpp1a-202,
ZDB-TSCRIPT-141209-2100,ottdart00000061150,OTTDART00000061150,retained intron,ENSDART00000163335.2,ogfrl2-203,
