tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-131113-4312,OTTDART00000057046,ENSDART00000156302.2,
ZDB-TSCRIPT-131113-1118,OTTDART00000057047,ENSDART00000154454.2,
ZDB-TSCRIPT-131113-2716,OTTDART00000057048,ENSDART00000154762.3,
ZDB-TSCRIPT-131113-4313,OTTDART00000057049,ENSDART00000154308.3,
ZDB-TSCRIPT-131113-1119,OTTDART00000057050,ENSDART00000157293.2,
ZDB-TSCRIPT-131113-2717,OTTDART00000057051,ENSDART00000154049.2,
ZDB-TSCRIPT-131113-4314,OTTDART00000057052,ENSDART00000156308.2,
ZDB-TSCRIPT-131113-1120,OTTDART00000057053,ENSDART00000156409.2,
ZDB-TSCRIPT-131113-1121,OTTDART00000057057,ENSDART00000172382.2,
ZDB-TSCRIPT-121213-748,OTTDART00000057058,ENSDART00000166491.2,
ZDB-TSCRIPT-131113-2726,OTTDART00000057084,ENSDART00000162258.2,
ZDB-TSCRIPT-131113-4327,OTTDART00000057100,ENSDART00000157252.2,
ZDB-TSCRIPT-131113-1134,OTTDART00000057104,ENSDART00000156757.2,
ZDB-TSCRIPT-131113-2735,OTTDART00000057111,ENSDART00000154396.2,
ZDB-TSCRIPT-131113-2741,OTTDART00000057129,ENSDART00000154686.2,
ZDB-TSCRIPT-131113-2743,OTTDART00000057136,ENSDART00000157230.2,
ZDB-TSCRIPT-131113-2744,OTTDART00000057139,ENSDART00000154965.2,
ZDB-TSCRIPT-131113-4339,OTTDART00000057140,ENSDART00000155243.2,
ZDB-TSCRIPT-131113-4342,OTTDART00000057150,ENSDART00000155350.2,
ZDB-TSCRIPT-131113-4343,OTTDART00000057153,ENSDART00000154407.2,
ZDB-TSCRIPT-131113-4344,OTTDART00000057156,ENSDART00000154268.2,
ZDB-TSCRIPT-121213-439,OTTDART00000057161,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-131,OTTDART00000057163,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-440,OTTDART00000057164,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-753,OTTDART00000057165,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-132,OTTDART00000057166,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-754,OTTDART00000057168,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1151,OTTDART00000057174,ENSDART00000154524.2,
ZDB-TSCRIPT-131113-2751,OTTDART00000057175,ENSDART00000155194.2,
ZDB-TSCRIPT-131113-2752,OTTDART00000057178,ENSDART00000156785.2,
ZDB-TSCRIPT-121213-755,OTTDART00000057183,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-444,OTTDART00000057188,ENSDART00000157715.2,
ZDB-TSCRIPT-131113-2754,OTTDART00000057193,ENSDART00000154496.2,
ZDB-TSCRIPT-131113-2755,OTTDART00000057196,ENSDART00000155777.2,
ZDB-TSCRIPT-131113-4349,OTTDART00000057197,ENSDART00000156873.2,
ZDB-TSCRIPT-131113-2756,OTTDART00000057201,ENSDART00000156824.2,
ZDB-TSCRIPT-121213-445,OTTDART00000057202,ENSDART00000152284.2,
ZDB-TSCRIPT-121213-453,OTTDART00000057226,ENSDART00000152439.3,
ZDB-TSCRIPT-121213-766,OTTDART00000057227,ENSDART00000159294.2,
ZDB-TSCRIPT-121213-145,OTTDART00000057228,ENSDART00000152544.2,
ZDB-TSCRIPT-121213-454,OTTDART00000057229,ENSDART00000152339.2,
ZDB-TSCRIPT-131113-4350,OTTDART00000057236,ENSDART00000156380.2,
ZDB-TSCRIPT-131113-1159,OTTDART00000057246,ENSDART00000154324.2,
ZDB-TSCRIPT-131113-2765,OTTDART00000057263,ENSDART00000157198.2,
ZDB-TSCRIPT-131113-4361,OTTDART00000057273,ENSDART00000155750.2,
ZDB-TSCRIPT-131113-4362,OTTDART00000057276,ENSDART00000156161.2,
ZDB-TSCRIPT-131113-1169,OTTDART00000057280,ENSDART00000157063.2,
ZDB-TSCRIPT-131113-4363,OTTDART00000057288,ENSDART00000156776.2,
ZDB-TSCRIPT-131113-1170,OTTDART00000057289,ENSDART00000154872.2,
ZDB-TSCRIPT-131113-2772,OTTDART00000057290,ENSDART00000155582.2,
ZDB-TSCRIPT-131113-4364,OTTDART00000057291,ENSDART00000153903.2,
ZDB-TSCRIPT-131113-2774,OTTDART00000057296,ENSDART00000154854.2,
ZDB-TSCRIPT-131113-1172,OTTDART00000057301,ENSDART00000137386.3,
ZDB-TSCRIPT-131113-4366,OTTDART00000057304,ENSDART00000142311.3,
ZDB-TSCRIPT-131113-4367,OTTDART00000057307,ENSDART00000038499.8,
ZDB-TSCRIPT-131113-1174,OTTDART00000057308,ENSDART00000155091.2,
ZDB-TSCRIPT-121213-774,OTTDART00000057314,ENSDART00000152584.2,
ZDB-TSCRIPT-131113-1177,OTTDART00000057323,ENSDART00000154914.2,
ZDB-TSCRIPT-131113-2779,OTTDART00000057324,ENSDART00000155858.2,
ZDB-TSCRIPT-131113-4374,OTTDART00000057340,ENSDART00000155110.2,
ZDB-TSCRIPT-131113-1184,OTTDART00000057357,ENSDART00000160028.2,
ZDB-TSCRIPT-131113-2784,OTTDART00000057358,ENSDART00000158379.2,
ZDB-TSCRIPT-121213-785,OTTDART00000057391,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2791,OTTDART00000057398,ENSDART00000156270.2,
ZDB-TSCRIPT-131113-4384,OTTDART00000057399,ENSDART00000156733.2,
ZDB-TSCRIPT-131113-1194,OTTDART00000057422,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2793,OTTDART00000057423,ENSDART00000157015.2,
ZDB-TSCRIPT-131113-1195,OTTDART00000057425,ENSDART00000157352.2,
ZDB-TSCRIPT-131113-2794,OTTDART00000057426,ENSDART00000154174.2,
ZDB-TSCRIPT-131113-4389,OTTDART00000057427,,
ZDB-TSCRIPT-131113-2799,OTTDART00000057464,ENSDART00000156611.2,
ZDB-TSCRIPT-131113-1203,OTTDART00000057486,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2802,OTTDART00000057487,ENSDART00000157224.2,
ZDB-TSCRIPT-121213-491,OTTDART00000057499,ENSDART00000152604.2,
ZDB-TSCRIPT-121213-493,OTTDART00000057507,ENSDART00000152722.2,
ZDB-TSCRIPT-131113-4403,OTTDART00000057513,ENSDART00000157387.2,
ZDB-TSCRIPT-131113-2809,OTTDART00000057518,ENSDART00000154371.2,
ZDB-TSCRIPT-131113-2813,OTTDART00000057531,ENSDART00000156122.2,
ZDB-TSCRIPT-131113-2816,OTTDART00000057541,ENSDART00000154806.2,
ZDB-TSCRIPT-131113-4412,OTTDART00000057545,ENSDART00000156715.2,
ZDB-TSCRIPT-131113-1217,OTTDART00000057546,ENSDART00000153603.2,
ZDB-TSCRIPT-131113-2818,OTTDART00000057547,ENSDART00000154746.2,
ZDB-TSCRIPT-131113-4413,OTTDART00000057548,ENSDART00000154546.3,
ZDB-TSCRIPT-131113-1218,OTTDART00000057549,ENSDART00000154047.3,
ZDB-TSCRIPT-131113-2819,OTTDART00000057550,ENSDART00000156704.2,
ZDB-TSCRIPT-131113-2820,OTTDART00000057562,ENSDART00000156940.2,
ZDB-TSCRIPT-131113-4415,OTTDART00000057563,ENSDART00000155413.2,
ZDB-TSCRIPT-131113-1219,OTTDART00000057564,ENSDART00000155201.3,
ZDB-TSCRIPT-131113-2821,OTTDART00000057565,ENSDART00000154067.2,
ZDB-TSCRIPT-131113-4416,OTTDART00000057566,ENSDART00000155741.2,
ZDB-TSCRIPT-131113-1220,OTTDART00000057567,ENSDART00000157065.3,
ZDB-TSCRIPT-131113-2822,OTTDART00000057568,ENSDART00000154069.2,
ZDB-TSCRIPT-121213-499,OTTDART00000057583,ENSDART00000152667.2,
ZDB-TSCRIPT-131113-2826,OTTDART00000057589,ENSDART00000154887.2,
ZDB-TSCRIPT-131113-1226,OTTDART00000057591,ENSDART00000153754.2,
ZDB-TSCRIPT-121213-192,OTTDART00000057594,ENSDART00000152646.2,
ZDB-TSCRIPT-131113-1227,OTTDART00000057597,ENSDART00000153607.2,
ZDB-TSCRIPT-131113-1229,OTTDART00000057606,ENSDART00000154177.3,
ZDB-TSCRIPT-131113-2830,OTTDART00000057607,ENSDART00000156729.2,
ZDB-TSCRIPT-131113-1236,OTTDART00000057633,ENSDART00000164029.2,
ZDB-TSCRIPT-131113-2838,OTTDART00000057634,ENSDART00000161905.2,
ZDB-TSCRIPT-131113-4432,OTTDART00000057635,ENSDART00000163027.2,
ZDB-TSCRIPT-131113-1237,OTTDART00000057636,ENSDART00000158391.2,
ZDB-TSCRIPT-131113-1241,OTTDART00000057657,ENSDART00000159403.2,
ZDB-TSCRIPT-131113-4439,OTTDART00000057659,ENSDART00000158496.2,
ZDB-TSCRIPT-131113-1242,OTTDART00000057660,ENSDART00000163049.2,
ZDB-TSCRIPT-131113-2846,OTTDART00000057661,ENSDART00000062990.6,
ZDB-TSCRIPT-121213-506,OTTDART00000057670,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-4446,OTTDART00000057691,ENSDART00000156613.2,
ZDB-TSCRIPT-131113-2852,OTTDART00000057693,ENSDART00000154199.2,
ZDB-TSCRIPT-131113-1249,OTTDART00000057695,ENSDART00000155931.2,
ZDB-TSCRIPT-131113-4448,OTTDART00000057707,ENSDART00000157085.2,
ZDB-TSCRIPT-131113-2854,OTTDART00000057709,ENSDART00000156345.2,
ZDB-TSCRIPT-131113-2861,OTTDART00000057732,ENSDART00000154997.2,
ZDB-TSCRIPT-131113-1266,OTTDART00000057766,ENSDART00000154288.2,
ZDB-TSCRIPT-121213-521,OTTDART00000057815,ENSDART00000152494.1,
ZDB-TSCRIPT-121213-213,OTTDART00000057817,ENSDART00000152640.2,
ZDB-TSCRIPT-131113-1277,OTTDART00000057822,ENSDART00000155839.2,
ZDB-TSCRIPT-131113-2884,OTTDART00000057841,ENSDART00000156163.2,
ZDB-TSCRIPT-131113-1286,OTTDART00000057853,ENSDART00000153520.2,
ZDB-TSCRIPT-131113-2888,OTTDART00000057854,ENSDART00000155306.2,
ZDB-TSCRIPT-131113-4484,OTTDART00000057855,ENSDART00000153518.2,
ZDB-TSCRIPT-121213-837,OTTDART00000057860,ENSDART00000152260.2,
ZDB-TSCRIPT-121213-216,OTTDART00000057861,ENSDART00000152506.3,
ZDB-TSCRIPT-121213-525,OTTDART00000057862,ENSDART00000152334.2,
ZDB-TSCRIPT-121213-838,OTTDART00000057863,ENSDART00000152138.3,
ZDB-TSCRIPT-121213-217,OTTDART00000057864,ENSDART00000152383.2,
ZDB-TSCRIPT-121213-218,OTTDART00000057867,ENSDART00000152730.2,
ZDB-TSCRIPT-121213-527,OTTDART00000057868,ENSDART00000152275.2,
ZDB-TSCRIPT-121213-840,OTTDART00000057869,ENSDART00000152484.2,
ZDB-TSCRIPT-121213-219,OTTDART00000057870,ENSDART00000152716.2,
ZDB-TSCRIPT-121213-528,OTTDART00000057871,ENSDART00000152176.2,
ZDB-TSCRIPT-121213-841,OTTDART00000057872,ENSDART00000152343.2,
ZDB-TSCRIPT-121213-529,OTTDART00000057874,ENSDART00000152663.2,
ZDB-TSCRIPT-121213-842,OTTDART00000057876,ENSDART00000152199.2,
ZDB-TSCRIPT-121213-221,OTTDART00000057877,ENSDART00000152547.2,
ZDB-TSCRIPT-121213-530,OTTDART00000057878,ENSDART00000152416.2,
ZDB-TSCRIPT-121213-843,OTTDART00000057879,ENSDART00000152196.2,
ZDB-TSCRIPT-121213-222,OTTDART00000057880,ENSDART00000152252.2,
ZDB-TSCRIPT-121213-845,OTTDART00000057886,ENSDART00000152541.2,
ZDB-TSCRIPT-121213-224,OTTDART00000057887,ENSDART00000152179.2,
ZDB-TSCRIPT-121213-533,OTTDART00000057888,ENSDART00000152578.2,
ZDB-TSCRIPT-121213-846,OTTDART00000057889,ENSDART00000152700.2,
ZDB-TSCRIPT-121213-534,OTTDART00000057891,ENSDART00000152631.2,
ZDB-TSCRIPT-121213-847,OTTDART00000057893,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-227,OTTDART00000057898,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-228,OTTDART00000057903,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-537,OTTDART00000057904,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-850,OTTDART00000057905,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-538,OTTDART00000057915,ENSDART00000152732.2,
ZDB-TSCRIPT-141209-1724,OTTDART00000057917,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-2895,OTTDART00000057929,ENSDART00000155516.2,
ZDB-TSCRIPT-131113-1297,OTTDART00000057937,ENSDART00000157253.2,
ZDB-TSCRIPT-131113-4495,OTTDART00000057942,ENSDART00000155801.2,
ZDB-TSCRIPT-131113-1299,OTTDART00000057943,ENSDART00000157299.2,
ZDB-TSCRIPT-131113-4496,OTTDART00000057945,ENSDART00000155590.2,
ZDB-TSCRIPT-121213-851,OTTDART00000057952,ENSDART00000152688.2,
ZDB-TSCRIPT-090929-11461,OTTDART00000029030,ENSDART00000138089.2,
ZDB-TSCRIPT-121213-546,OTTDART00000057978,ENSDART00000152172.2,
ZDB-TSCRIPT-121213-240,OTTDART00000057986,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-549,OTTDART00000057987,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-241,OTTDART00000057989,ENSDART00000152602.2,
ZDB-TSCRIPT-121213-247,OTTDART00000058007,ENSDART00000152802.2,
ZDB-TSCRIPT-121213-873,OTTDART00000058021,ENSDART00000152629.2,
ZDB-TSCRIPT-121213-563,OTTDART00000058029,ENSDART00000152258.2,
ZDB-TSCRIPT-121213-878,OTTDART00000058036,ENSDART00000152821.2,
ZDB-TSCRIPT-121213-566,OTTDART00000058038,ENSDART00000152512.2,
ZDB-TSCRIPT-121213-880,OTTDART00000058042,ENSDART00000152390.2,
ZDB-TSCRIPT-121213-259,OTTDART00000058043,ENSDART00000152661.2,
ZDB-TSCRIPT-121213-568,OTTDART00000058044,ENSDART00000152606.2,
ZDB-TSCRIPT-121213-881,OTTDART00000058045,ENSDART00000152171.2,
ZDB-TSCRIPT-121213-888,OTTDART00000058066,ENSDART00000152191.2,
ZDB-TSCRIPT-121213-577,OTTDART00000058071,ENSDART00000152366.2,
ZDB-TSCRIPT-121213-891,OTTDART00000058075,ENSDART00000152703.2,
ZDB-TSCRIPT-121213-270,OTTDART00000058076,ENSDART00000152644.2,
ZDB-TSCRIPT-121213-579,OTTDART00000058077,ENSDART00000118157.2,
ZDB-TSCRIPT-121213-892,OTTDART00000058078,ENSDART00000118414.2,
ZDB-TSCRIPT-121213-895,OTTDART00000058087,ENSDART00000152430.3,
ZDB-TSCRIPT-121213-274,OTTDART00000058088,ENSDART00000152160.2,
ZDB-TSCRIPT-121213-898,OTTDART00000058097,ENSDART00000152423.2,
ZDB-TSCRIPT-121213-278,OTTDART00000058102,ENSDART00000152702.2,
ZDB-TSCRIPT-121213-587,OTTDART00000058103,ENSDART00000152167.2,
ZDB-TSCRIPT-121213-283,OTTDART00000058118,ENSDART00000152823.3,
ZDB-TSCRIPT-121213-592,OTTDART00000058119,ENSDART00000152501.2,
ZDB-TSCRIPT-121213-284,OTTDART00000058121,ENSDART00000152297.2,
ZDB-TSCRIPT-121213-285,OTTDART00000058125,ENSDART00000152685.2,
ZDB-TSCRIPT-121213-908,OTTDART00000058130,ENSDART00000152753.2,
ZDB-TSCRIPT-121213-287,OTTDART00000058131,ENSDART00000152652.2,
ZDB-TSCRIPT-121213-912,OTTDART00000058143,ENSDART00000152679.4,
ZDB-TSCRIPT-121213-601,OTTDART00000058149,ENSDART00000152231.2,
ZDB-TSCRIPT-121213-602,OTTDART00000058152,ENSDART00000152763.2,
ZDB-TSCRIPT-121213-603,OTTDART00000058155,ENSDART00000152468.3,
ZDB-TSCRIPT-121213-916,OTTDART00000058156,ENSDART00000132620.3,
ZDB-TSCRIPT-121213-918,OTTDART00000058162,ENSDART00000152372.2,
ZDB-TSCRIPT-121213-297,OTTDART00000058163,ENSDART00000152481.2,
ZDB-TSCRIPT-121213-922,OTTDART00000058174,ENSDART00000152625.2,
ZDB-TSCRIPT-121213-610,OTTDART00000058176,ENSDART00000152749.2,
ZDB-TSCRIPT-121213-304,OTTDART00000058185,ENSDART00000152202.2,
ZDB-TSCRIPT-121213-613,OTTDART00000058186,ENSDART00000152207.2,
ZDB-TSCRIPT-121213-614,OTTDART00000058189,ENSDART00000152820.2,
ZDB-TSCRIPT-121213-927,OTTDART00000058190,ENSDART00000152503.2,
ZDB-TSCRIPT-130528-518,OTTDART00000058192,ENSDART00000152843.2,
ZDB-TSCRIPT-130528-12,OTTDART00000058199,ENSDART00000164487.2,
ZDB-TSCRIPT-130528-266,OTTDART00000058200,ENSDART00000152863.2,
ZDB-TSCRIPT-130528-520,OTTDART00000058201,ENSDART00000153261.2,
ZDB-TSCRIPT-130528-13,OTTDART00000058202,ENSDART00000153012.2,
ZDB-TSCRIPT-130528-267,OTTDART00000058203,ENSDART00000152967.2,
ZDB-TSCRIPT-130528-521,OTTDART00000058204,ENSDART00000153226.2,
ZDB-TSCRIPT-130528-522,OTTDART00000058207,ENSDART00000153141.2,
ZDB-TSCRIPT-130528-15,OTTDART00000058208,ENSDART00000153090.3,
ZDB-TSCRIPT-130528-269,OTTDART00000058209,ENSDART00000170435.2,
ZDB-TSCRIPT-130528-16,OTTDART00000058211,ENSDART00000153298.3,
ZDB-TSCRIPT-130528-524,OTTDART00000058213,ENSDART00000152851.3,
ZDB-TSCRIPT-130528-17,OTTDART00000058214,ENSDART00000153163.2,
ZDB-TSCRIPT-130528-271,OTTDART00000058215,ENSDART00000152884.2,
ZDB-TSCRIPT-130528-273,OTTDART00000058222,ENSDART00000153308.2,
ZDB-TSCRIPT-130528-527,OTTDART00000058223,ENSDART00000153427.2,
ZDB-TSCRIPT-130528-20,OTTDART00000058224,ENSDART00000152905.2,
ZDB-TSCRIPT-130528-274,OTTDART00000058225,ENSDART00000153380.2,
ZDB-TSCRIPT-130528-529,OTTDART00000058229,ENSDART00000153120.3,
ZDB-TSCRIPT-130528-22,OTTDART00000058230,ENSDART00000153353.3,
ZDB-TSCRIPT-130528-276,OTTDART00000058231,ENSDART00000153450.2,
ZDB-TSCRIPT-130528-530,OTTDART00000058232,ENSDART00000153044.3,
ZDB-TSCRIPT-130528-23,OTTDART00000058233,ENSDART00000152840.3,
ZDB-TSCRIPT-130528-277,OTTDART00000058234,ENSDART00000153011.3,
ZDB-TSCRIPT-130528-531,OTTDART00000058235,ENSDART00000153378.3,
ZDB-TSCRIPT-130528-24,OTTDART00000058236,ENSDART00000153326.3,
ZDB-TSCRIPT-130528-278,OTTDART00000058237,ENSDART00000153095.3,
ZDB-TSCRIPT-130528-532,OTTDART00000058238,ENSDART00000153148.2,
ZDB-TSCRIPT-130528-25,OTTDART00000058239,ENSDART00000153053.2,
ZDB-TSCRIPT-130528-279,OTTDART00000058240,ENSDART00000153336.2,
ZDB-TSCRIPT-130528-533,OTTDART00000058241,ENSDART00000153439.2,
ZDB-TSCRIPT-130528-27,OTTDART00000058245,ENSDART00000135292.3,
ZDB-TSCRIPT-130528-281,OTTDART00000058246,ENSDART00000153464.2,
ZDB-TSCRIPT-130528-535,OTTDART00000058247,ENSDART00000153322.2,
ZDB-TSCRIPT-130528-28,OTTDART00000058248,ENSDART00000153131.2,
ZDB-TSCRIPT-130528-30,OTTDART00000058254,ENSDART00000153144.3,
ZDB-TSCRIPT-130528-284,OTTDART00000058255,ENSDART00000153264.2,
ZDB-TSCRIPT-130528-538,OTTDART00000058257,ENSDART00000152861.2,
ZDB-TSCRIPT-130528-31,OTTDART00000058259,ENSDART00000153233.2,
ZDB-TSCRIPT-130528-285,OTTDART00000058260,ENSDART00000153155.2,
ZDB-TSCRIPT-130528-32,OTTDART00000058266,ENSDART00000153084.2,
ZDB-TSCRIPT-130528-286,OTTDART00000058267,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-130528-540,OTTDART00000058268,ENSDART00000169899.2,
ZDB-TSCRIPT-130528-33,OTTDART00000058269,ENSDART00000162922.2,
ZDB-TSCRIPT-131113-1302,OTTDART00000058271,ENSDART00000155281.2,
ZDB-TSCRIPT-131113-2904,OTTDART00000058272,ENSDART00000153498.2,
ZDB-TSCRIPT-130528-541,OTTDART00000058273,ENSDART00000153071.2,
ZDB-TSCRIPT-130528-34,OTTDART00000058274,ENSDART00000153318.2,
ZDB-TSCRIPT-130528-288,OTTDART00000058275,ENSDART00000153269.2,
ZDB-TSCRIPT-130528-35,OTTDART00000058277,ENSDART00000153242.2,
ZDB-TSCRIPT-130528-289,OTTDART00000058278,ENSDART00000153197.2,
ZDB-TSCRIPT-130528-543,OTTDART00000058279,ENSDART00000144230.3,
ZDB-TSCRIPT-130528-36,OTTDART00000058280,ENSDART00000152943.2,
ZDB-TSCRIPT-130528-290,OTTDART00000058281,ENSDART00000153463.2,
ZDB-TSCRIPT-130528-544,OTTDART00000058282,ENSDART00000153014.2,
ZDB-TSCRIPT-130528-292,OTTDART00000058287,ENSDART00000153286.2,
ZDB-TSCRIPT-130528-546,OTTDART00000058288,ENSDART00000153397.2,
ZDB-TSCRIPT-130528-294,OTTDART00000058293,ENSDART00000152948.2,
ZDB-TSCRIPT-130528-49,OTTDART00000058319,ENSDART00000153303.2,
ZDB-TSCRIPT-130528-50,OTTDART00000058322,ENSDART00000153448.2,
ZDB-TSCRIPT-130528-304,OTTDART00000058323,ENSDART00000153440.2,
ZDB-TSCRIPT-130528-558,OTTDART00000058324,ENSDART00000153325.2,
ZDB-TSCRIPT-130528-305,OTTDART00000058326,ENSDART00000144055.3,
ZDB-TSCRIPT-130528-310,OTTDART00000058341,ENSDART00000153392.2,
ZDB-TSCRIPT-130528-564,OTTDART00000058342,ENSDART00000153093.2,
ZDB-TSCRIPT-130528-318,OTTDART00000058366,ENSDART00000153133.2,
ZDB-TSCRIPT-130528-319,OTTDART00000058369,ENSDART00000153000.2,
ZDB-TSCRIPT-130528-573,OTTDART00000058370,ENSDART00000152947.2,
ZDB-TSCRIPT-130528-324,OTTDART00000058384,ENSDART00000153321.3,
ZDB-TSCRIPT-130528-325,OTTDART00000058387,ENSDART00000153045.2,
ZDB-TSCRIPT-130528-580,OTTDART00000058391,ENSDART00000152995.2,
ZDB-TSCRIPT-130528-73,OTTDART00000058392,ENSDART00000023580.7,
ZDB-TSCRIPT-130528-581,OTTDART00000058394,ENSDART00000153143.2,
ZDB-TSCRIPT-130528-337,OTTDART00000058424,ENSDART00000153100.2,
ZDB-TSCRIPT-130528-85,OTTDART00000058432,ENSDART00000153019.2,
ZDB-TSCRIPT-130528-86,OTTDART00000058435,ENSDART00000153069.3,
ZDB-TSCRIPT-130528-340,OTTDART00000058436,ENSDART00000152990.3,
ZDB-TSCRIPT-130528-594,OTTDART00000058437,ENSDART00000153344.2,
ZDB-TSCRIPT-130528-342,OTTDART00000058442,ENSDART00000153164.2,
ZDB-TSCRIPT-130528-604,OTTDART00000058467,ENSDART00000153365.2,
ZDB-TSCRIPT-130528-605,OTTDART00000058470,ENSDART00000152875.2,
ZDB-TSCRIPT-130528-608,OTTDART00000058479,ENSDART00000152929.2,
ZDB-TSCRIPT-141209-498,OTTDART00000058484,ENSDART00000162503.2,
ZDB-TSCRIPT-130528-611,OTTDART00000058489,ENSDART00000164401.2,
ZDB-TSCRIPT-130528-104,OTTDART00000058490,ENSDART00000152839.3,
ZDB-TSCRIPT-130528-358,OTTDART00000058491,ENSDART00000153420.2,
ZDB-TSCRIPT-130528-359,OTTDART00000058494,ENSDART00000153165.2,
ZDB-TSCRIPT-130528-613,OTTDART00000058495,ENSDART00000153359.2,
ZDB-TSCRIPT-130528-111,OTTDART00000058511,ENSDART00000152963.2,
ZDB-TSCRIPT-130528-619,OTTDART00000058513,ENSDART00000153342.2,
ZDB-TSCRIPT-130528-119,OTTDART00000058536,ENSDART00000153110.2,
ZDB-TSCRIPT-130528-631,OTTDART00000058551,ENSDART00000153205.2,
ZDB-TSCRIPT-130528-378,OTTDART00000058553,ENSDART00000153270.2,
ZDB-TSCRIPT-130528-380,OTTDART00000058559,ENSDART00000152873.2,
ZDB-TSCRIPT-130528-381,OTTDART00000058562,ENSDART00000152950.2,
ZDB-TSCRIPT-130528-128,OTTDART00000058564,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-130528-383,OTTDART00000058568,ENSDART00000153349.2,
ZDB-TSCRIPT-130528-639,OTTDART00000058575,ENSDART00000153348.2,
ZDB-TSCRIPT-130528-641,OTTDART00000058581,ENSDART00000138252.3,
ZDB-TSCRIPT-090929-11463,OTTDART00000029032,ENSDART00000135699.2,
ZDB-TSCRIPT-130528-135,OTTDART00000058586,ENSDART00000153132.2,
ZDB-TSCRIPT-130528-138,OTTDART00000058595,ENSDART00000153357.2,
ZDB-TSCRIPT-130528-648,OTTDART00000058605,ENSDART00000153147.2,
ZDB-TSCRIPT-130528-142,OTTDART00000058609,ENSDART00000153239.3,
ZDB-TSCRIPT-130528-143,OTTDART00000058612,ENSDART00000153432.2,
ZDB-TSCRIPT-130528-144,OTTDART00000058615,ENSDART00000153017.3,
ZDB-TSCRIPT-130528-398,OTTDART00000058616,ENSDART00000153091.3,
ZDB-TSCRIPT-130528-652,OTTDART00000058617,ENSDART00000153201.2,
ZDB-TSCRIPT-130528-399,OTTDART00000058619,ENSDART00000152897.2,
ZDB-TSCRIPT-130528-146,OTTDART00000058621,ENSDART00000152841.2,
ZDB-TSCRIPT-130528-654,OTTDART00000058623,ENSDART00000153092.3,
ZDB-TSCRIPT-130528-147,OTTDART00000058624,ENSDART00000153398.2,
ZDB-TSCRIPT-130528-401,OTTDART00000058625,ENSDART00000153107.2,
ZDB-TSCRIPT-130528-656,OTTDART00000058629,ENSDART00000153206.3,
ZDB-TSCRIPT-130528-154,OTTDART00000058645,ENSDART00000152854.2,
ZDB-TSCRIPT-130528-408,OTTDART00000058646,ENSDART00000153081.3,
ZDB-TSCRIPT-130528-412,OTTDART00000058658,ENSDART00000153243.2,
ZDB-TSCRIPT-130528-671,OTTDART00000058674,ENSDART00000153300.2,
ZDB-TSCRIPT-130528-164,OTTDART00000058675,ENSDART00000153461.2,
ZDB-TSCRIPT-130528-418,OTTDART00000058676,ENSDART00000153221.2,
ZDB-TSCRIPT-130528-165,OTTDART00000058678,ENSDART00000153352.2,
ZDB-TSCRIPT-130528-419,OTTDART00000058679,ENSDART00000153292.3,
ZDB-TSCRIPT-130528-673,OTTDART00000058680,ENSDART00000153234.2,
ZDB-TSCRIPT-130528-674,OTTDART00000058683,ENSDART00000153246.2,
ZDB-TSCRIPT-130528-167,OTTDART00000058684,ENSDART00000152914.2,
ZDB-TSCRIPT-130528-677,OTTDART00000058692,ENSDART00000152833.2,
ZDB-TSCRIPT-130528-424,OTTDART00000058694,ENSDART00000153399.3,
ZDB-TSCRIPT-130528-678,OTTDART00000058695,ENSDART00000152938.3,
ZDB-TSCRIPT-130528-171,OTTDART00000058696,ENSDART00000153002.2,
ZDB-TSCRIPT-130528-425,OTTDART00000058698,ENSDART00000153004.2,
ZDB-TSCRIPT-130528-679,OTTDART00000058699,ENSDART00000153067.2,
ZDB-TSCRIPT-130528-174,OTTDART00000058706,ENSDART00000152980.2,
ZDB-TSCRIPT-130528-685,OTTDART00000058717,ENSDART00000152958.2,
ZDB-TSCRIPT-130528-178,OTTDART00000058718,ENSDART00000153043.2,
