tscriptid,ottdartid,ensdartid,comments
ZDB-TSCRIPT-091203-268,OTTDART00000045596,ENSDART00000131248.2,
ZDB-TSCRIPT-091203-42,OTTDART00000045597,ENSDART00000142984.2,
ZDB-TSCRIPT-091203-155,OTTDART00000045598,ENSDART00000147493.2,
ZDB-TSCRIPT-091203-158,OTTDART00000045611,ENSDART00000147622.2,
ZDB-TSCRIPT-091203-276,OTTDART00000045624,ENSDART00000170661.2,
ZDB-TSCRIPT-091203-277,OTTDART00000045627,ENSDART00000143204.2,
ZDB-TSCRIPT-091203-51,OTTDART00000045628,ENSDART00000140888.2,
ZDB-TSCRIPT-091203-164,OTTDART00000045629,ENSDART00000142635.2,
ZDB-TSCRIPT-091203-64,OTTDART00000045677,ENSDART00000141036.2,
ZDB-TSCRIPT-121213-23,OTTDART00000045683,ENSDART00000152251.2,
ZDB-TSCRIPT-091203-293,OTTDART00000045691,ENSDART00000137960.2,
ZDB-TSCRIPT-091203-180,OTTDART00000045693,ENSDART00000136282.2,
ZDB-TSCRIPT-091203-294,OTTDART00000045694,ENSDART00000122569.3,
ZDB-TSCRIPT-091203-183,OTTDART00000045702,ENSDART00000122722.3,
ZDB-TSCRIPT-091203-76,OTTDART00000045720,ENSDART00000158895.2,
ZDB-TSCRIPT-091203-189,OTTDART00000045721,ENSDART00000167910.2,
ZDB-TSCRIPT-100915-633,OTTDART00000045729,ENSDART00000140328.2,
ZDB-TSCRIPT-091203-77,OTTDART00000045731,ENSDART00000138459.2,
ZDB-TSCRIPT-091203-190,OTTDART00000045732,ENSDART00000138439.2,
ZDB-TSCRIPT-091203-78,OTTDART00000045734,ENSDART00000141753.2,
ZDB-TSCRIPT-091203-307,OTTDART00000045742,ENSDART00000135127.2,
ZDB-TSCRIPT-091203-308,OTTDART00000045746,ENSDART00000139559.2,
ZDB-TSCRIPT-091203-197,OTTDART00000045754,ENSDART00000135765.2,
ZDB-TSCRIPT-091203-319,OTTDART00000045780,ENSDART00000135693.2,
ZDB-TSCRIPT-091203-322,OTTDART00000045789,ENSDART00000136062.2,
ZDB-TSCRIPT-091203-96,OTTDART00000045790,ENSDART00000136954.3,
ZDB-TSCRIPT-091203-209,OTTDART00000045791,ENSDART00000138507.2,
ZDB-TSCRIPT-091203-214,OTTDART00000045806,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091203-328,OTTDART00000045807,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091203-102,OTTDART00000045808,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-091203-329,OTTDART00000045810,ENSDART00000192186.1,
ZDB-TSCRIPT-091203-103,OTTDART00000045811,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-335,OTTDART00000045813,ENSDART00000152438.2,
ZDB-TSCRIPT-121213-644,OTTDART00000045815,ENSDART00000152189.2,
ZDB-TSCRIPT-141209-2668,OTTDART00000045817,ENSDART00000163201.2,
ZDB-TSCRIPT-091203-223,OTTDART00000045843,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-100915-634,OTTDART00000045854,ENSDART00000136438.2,
ZDB-TSCRIPT-091203-340,OTTDART00000045859,ENSDART00000139060.2,
ZDB-TSCRIPT-121213-646,OTTDART00000045861,ENSDART00000152779.2,
ZDB-TSCRIPT-121213-338,OTTDART00000045863,ENSDART00000152408.2,
ZDB-TSCRIPT-100915-1153,OTTDART00000045869,ENSDART00000139071.2,
ZDB-TSCRIPT-100915-132,OTTDART00000045895,ENSDART00000134522.2,
ZDB-TSCRIPT-100915-141,OTTDART00000045937,ENSDART00000137813.2,
ZDB-TSCRIPT-100915-1172,OTTDART00000045948,ENSDART00000147836.2,
ZDB-TSCRIPT-100915-147,OTTDART00000045963,ENSDART00000028623.8,
ZDB-TSCRIPT-100915-663,OTTDART00000045970,ENSDART00000140370.2,
ZDB-TSCRIPT-100915-1179,OTTDART00000045971,ENSDART00000136848.2,
ZDB-TSCRIPT-100915-665,OTTDART00000045976,ENSDART00000146398.2,
ZDB-TSCRIPT-110325-1873,OTTDART00000045981,ENSDART00000149147.2,
ZDB-TSCRIPT-100915-668,OTTDART00000045997,ENSDART00000139629.2,
ZDB-TSCRIPT-100915-669,OTTDART00000046000,ENSDART00000132943.2,
ZDB-TSCRIPT-100915-1186,OTTDART00000046004,ENSDART00000139570.2,
ZDB-TSCRIPT-100915-158,OTTDART00000046008,ENSDART00000147106.3,
ZDB-TSCRIPT-100915-181,OTTDART00000046101,ENSDART00000132661.2,
ZDB-TSCRIPT-100915-699,OTTDART00000046115,ENSDART00000147827.2,
ZDB-TSCRIPT-100915-705,OTTDART00000046133,ENSDART00000139112.2,
ZDB-TSCRIPT-100915-707,OTTDART00000046139,ENSDART00000136969.2,
ZDB-TSCRIPT-100915-194,OTTDART00000046142,ENSDART00000136891.2,
ZDB-TSCRIPT-100915-708,OTTDART00000046143,ENSDART00000148005.3,
ZDB-TSCRIPT-100915-197,OTTDART00000046156,ENSDART00000144582.2,
ZDB-TSCRIPT-100915-713,OTTDART00000046166,ENSDART00000143235.3,
ZDB-TSCRIPT-100915-1229,OTTDART00000046167,ENSDART00000142498.3,
ZDB-TSCRIPT-100915-200,OTTDART00000046168,ENSDART00000134081.3,
ZDB-TSCRIPT-100915-714,OTTDART00000046169,ENSDART00000131728.3,
ZDB-TSCRIPT-100915-1230,OTTDART00000046170,ENSDART00000138944.2,
ZDB-TSCRIPT-100915-201,OTTDART00000046171,ENSDART00000140013.2,
ZDB-TSCRIPT-100915-1231,OTTDART00000046173,ENSDART00000131791.2,
ZDB-TSCRIPT-100915-1238,OTTDART00000046199,ENSDART00000136504.2,
ZDB-TSCRIPT-100915-740,OTTDART00000046261,ENSDART00000135879.2,
ZDB-TSCRIPT-121213-31,OTTDART00000046289,ENSDART00000152162.2,
ZDB-TSCRIPT-121213-341,OTTDART00000046293,ENSDART00000152525.2,
ZDB-TSCRIPT-100915-234,OTTDART00000046298,ENSDART00000141331.3,
ZDB-TSCRIPT-100915-757,OTTDART00000046329,ENSDART00000142384.2,
ZDB-TSCRIPT-100915-766,OTTDART00000046360,ENSDART00000144468.2,
ZDB-TSCRIPT-141209-1456,OTTDART00000046364,ENSDART00000165050.2,
ZDB-TSCRIPT-141209-2672,OTTDART00000046365,ENSDART00000157930.2,
ZDB-TSCRIPT-141209-230,OTTDART00000046366,ENSDART00000170656.2,
ZDB-TSCRIPT-141209-1457,OTTDART00000046367,ENSDART00000169150.2,
ZDB-TSCRIPT-100915-1286,OTTDART00000046378,ENSDART00000141905.2,
ZDB-TSCRIPT-100915-261,OTTDART00000046398,ENSDART00000015262.8,
ZDB-TSCRIPT-100915-269,OTTDART00000046448,ENSDART00000147067.2,
ZDB-TSCRIPT-100915-1301,OTTDART00000046458,ENSDART00000137802.2,
ZDB-TSCRIPT-100915-272,OTTDART00000046459,ENSDART00000145060.2,
ZDB-TSCRIPT-100915-1302,OTTDART00000046461,ENSDART00000144508.2,
ZDB-TSCRIPT-100915-275,OTTDART00000046468,ENSDART00000142161.2,
ZDB-TSCRIPT-141209-2674,OTTDART00000046472,ENSDART00000122959.3,
ZDB-TSCRIPT-100915-1310,OTTDART00000046492,ENSDART00000146807.2,
ZDB-TSCRIPT-100915-1311,OTTDART00000046507,ENSDART00000145162.2,
ZDB-TSCRIPT-141209-2677,OTTDART00000046508,ENSDART00000171688.2,
ZDB-TSCRIPT-141209-1462,OTTDART00000046510,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-239,OTTDART00000046512,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-100915-1313,OTTDART00000046520,ENSDART00000131548.2,
ZDB-TSCRIPT-100915-798,OTTDART00000046522,ENSDART00000140981.2,
ZDB-TSCRIPT-100915-1314,OTTDART00000046523,ENSDART00000139190.2,
ZDB-TSCRIPT-100915-805,OTTDART00000046543,ENSDART00000134446.2,
ZDB-TSCRIPT-100915-1324,OTTDART00000046553,ENSDART00000123277.3,
ZDB-TSCRIPT-100915-810,OTTDART00000046560,ENSDART00000135274.2,
ZDB-TSCRIPT-141209-2679,OTTDART00000046571,ENSDART00000171923.2,
ZDB-TSCRIPT-100915-828,OTTDART00000046622,ENSDART00000133607.2,
ZDB-TSCRIPT-100915-1344,OTTDART00000046623,ENSDART00000133910.3,
ZDB-TSCRIPT-100915-834,OTTDART00000046649,ENSDART00000140399.3,
ZDB-TSCRIPT-100915-1350,OTTDART00000046650,ENSDART00000143834.2,
ZDB-TSCRIPT-100915-321,OTTDART00000046651,ENSDART00000141245.2,
ZDB-TSCRIPT-100915-835,OTTDART00000046652,ENSDART00000134388.2,
ZDB-TSCRIPT-100915-836,OTTDART00000046655,ENSDART00000147477.2,
ZDB-TSCRIPT-100915-1352,OTTDART00000046656,ENSDART00000133148.2,
ZDB-TSCRIPT-100915-325,OTTDART00000046664,ENSDART00000145561.3,
ZDB-TSCRIPT-100915-839,OTTDART00000046665,ENSDART00000131942.2,
ZDB-TSCRIPT-100915-1355,OTTDART00000046666,ENSDART00000138419.2,
ZDB-TSCRIPT-100915-840,OTTDART00000046668,ENSDART00000143408.2,
ZDB-TSCRIPT-141209-2682,OTTDART00000046692,ENSDART00000158821.2,
ZDB-TSCRIPT-110325-64,OTTDART00000046696,ENSDART00000149053.2,
ZDB-TSCRIPT-141209-2683,OTTDART00000046731,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2684,OTTDART00000046735,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-244,OTTDART00000046736,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1469,OTTDART00000046737,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-100915-344,OTTDART00000046745,ENSDART00000147651.2,
ZDB-TSCRIPT-100915-347,OTTDART00000046774,ENSDART00000147314.2,
ZDB-TSCRIPT-100915-1380,OTTDART00000046786,ENSDART00000124561.3,
ZDB-TSCRIPT-100915-351,OTTDART00000046787,ENSDART00000135617.2,
ZDB-TSCRIPT-100915-870,OTTDART00000046807,ENSDART00000144462.2,
ZDB-TSCRIPT-100915-1388,OTTDART00000046814,ENSDART00000148124.2,
ZDB-TSCRIPT-100915-359,OTTDART00000046815,ENSDART00000139663.2,
ZDB-TSCRIPT-100915-360,OTTDART00000046818,ENSDART00000145195.2,
ZDB-TSCRIPT-100915-1390,OTTDART00000046820,ENSDART00000133145.2,
ZDB-TSCRIPT-100915-883,OTTDART00000046850,ENSDART00000143124.3,
ZDB-TSCRIPT-131113-65,OTTDART00000046872,ENSDART00000156769.2,
ZDB-TSCRIPT-100915-1407,OTTDART00000046884,ENSDART00000133965.2,
ZDB-TSCRIPT-100915-1408,OTTDART00000046887,ENSDART00000147083.2,
ZDB-TSCRIPT-100915-383,OTTDART00000046902,ENSDART00000137176.2,
ZDB-TSCRIPT-100915-1414,OTTDART00000046907,ENSDART00000134036.2,
ZDB-TSCRIPT-100915-392,OTTDART00000046931,ENSDART00000143512.2,
ZDB-TSCRIPT-100915-393,OTTDART00000046934,ENSDART00000169920.2,
ZDB-TSCRIPT-100915-907,OTTDART00000046935,ENSDART00000140280.2,
ZDB-TSCRIPT-100915-908,OTTDART00000046938,ENSDART00000144123.2,
ZDB-TSCRIPT-100915-1425,OTTDART00000046942,ENSDART00000143630.2,
ZDB-TSCRIPT-100915-925,OTTDART00000046991,ENSDART00000139672.2,
ZDB-TSCRIPT-141209-1472,OTTDART00000046992,ENSDART00000166974.2,
ZDB-TSCRIPT-100915-412,OTTDART00000046994,ENSDART00000131814.2,
ZDB-TSCRIPT-100915-413,OTTDART00000046998,ENSDART00000137779.2,
ZDB-TSCRIPT-100915-417,OTTDART00000047011,ENSDART00000138454.2,
ZDB-TSCRIPT-100915-931,OTTDART00000047012,ENSDART00000051895.4,
ZDB-TSCRIPT-100915-932,OTTDART00000047015,ENSDART00000133068.2,
ZDB-TSCRIPT-100915-1448,OTTDART00000047016,ENSDART00000003997.7,
ZDB-TSCRIPT-100915-1449,OTTDART00000047020,ENSDART00000143399.2,
ZDB-TSCRIPT-100915-421,OTTDART00000047024,ENSDART00000144119.2,
ZDB-TSCRIPT-100915-935,OTTDART00000047025,ENSDART00000142965.3,
ZDB-TSCRIPT-100915-1451,OTTDART00000047026,ENSDART00000133019.2,
ZDB-TSCRIPT-100915-1452,OTTDART00000047029,ENSDART00000132507.2,
ZDB-TSCRIPT-100915-423,OTTDART00000047030,ENSDART00000133275.2,
ZDB-TSCRIPT-100915-937,OTTDART00000047040,ENSDART00000140858.2,
ZDB-TSCRIPT-100915-424,OTTDART00000047042,ENSDART00000172162.2,
ZDB-TSCRIPT-100915-939,OTTDART00000047046,ENSDART00000143817.2,
ZDB-TSCRIPT-100915-1457,OTTDART00000047054,ENSDART00000138939.2,
ZDB-TSCRIPT-100915-1459,OTTDART00000047061,ENSDART00000132652.2,
ZDB-TSCRIPT-100915-430,OTTDART00000047062,ENSDART00000137632.3,
ZDB-TSCRIPT-100915-944,OTTDART00000047063,ENSDART00000138444.2,
ZDB-TSCRIPT-100915-1471,OTTDART00000047119,ENSDART00000144482.2,
ZDB-TSCRIPT-100915-453,OTTDART00000047166,ENSDART00000135966.2,
ZDB-TSCRIPT-100915-1491,OTTDART00000047192,ENSDART00000146301.2,
ZDB-TSCRIPT-100915-976,OTTDART00000047194,ENSDART00000132563.2,
ZDB-TSCRIPT-100915-1493,OTTDART00000047198,ENSDART00000135910.3,
ZDB-TSCRIPT-100915-464,OTTDART00000047199,ENSDART00000139272.2,
ZDB-TSCRIPT-141209-1474,OTTDART00000047203,ENSDART00000170815.2,
ZDB-TSCRIPT-100915-1494,OTTDART00000047208,ENSDART00000132414.2,
ZDB-TSCRIPT-100915-1495,OTTDART00000047211,ENSDART00000146393.3,
ZDB-TSCRIPT-100915-466,OTTDART00000047212,ENSDART00000143877.2,
ZDB-TSCRIPT-141209-1475,OTTDART00000047224,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-100915-984,OTTDART00000047236,ENSDART00000141818.2,
ZDB-TSCRIPT-100915-1500,OTTDART00000047237,ENSDART00000131706.2,
ZDB-TSCRIPT-100915-471,OTTDART00000047238,ENSDART00000135497.2,
ZDB-TSCRIPT-100915-473,OTTDART00000047244,ENSDART00000121570.3,
ZDB-TSCRIPT-100915-987,OTTDART00000047245,ENSDART00000121894.5,
ZDB-TSCRIPT-100915-989,OTTDART00000047253,ENSDART00000136755.2,
ZDB-TSCRIPT-100915-1505,OTTDART00000047254,ENSDART00000132270.2,
ZDB-TSCRIPT-100915-476,OTTDART00000047255,ENSDART00000142414.2,
ZDB-TSCRIPT-121213-666,OTTDART00000047303,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-121213-42,OTTDART00000047304,ENSDART00000166256.2,
ZDB-TSCRIPT-100915-480,OTTDART00000047307,ENSDART00000147842.2,
ZDB-TSCRIPT-100915-1510,OTTDART00000047311,ENSDART00000144374.2,
ZDB-TSCRIPT-100915-1511,OTTDART00000047315,ENSDART00000144231.2,
ZDB-TSCRIPT-100915-482,OTTDART00000047316,ENSDART00000138730.2,
ZDB-TSCRIPT-100915-996,OTTDART00000047317,ENSDART00000140438.2,
ZDB-TSCRIPT-100915-1512,OTTDART00000047318,ENSDART00000140256.2,
ZDB-TSCRIPT-100915-483,OTTDART00000047319,ENSDART00000130645.3,
ZDB-TSCRIPT-100915-484,OTTDART00000047322,ENSDART00000144630.2,
ZDB-TSCRIPT-121213-356,OTTDART00000047348,ENSDART00000152279.2,
ZDB-TSCRIPT-100915-489,OTTDART00000047349,ENSDART00000142382.2,
ZDB-TSCRIPT-141209-254,OTTDART00000047350,ENSDART00000160680.2,
ZDB-TSCRIPT-100915-1520,OTTDART00000047357,ENSDART00000171989.2,
ZDB-TSCRIPT-100915-491,OTTDART00000047358,ENSDART00000169362.2,
ZDB-TSCRIPT-100915-1523,OTTDART00000047370,ENSDART00000145376.3,
ZDB-TSCRIPT-100915-1008,OTTDART00000047372,ENSDART00000137011.2,
ZDB-TSCRIPT-131113-67,OTTDART00000047402,ENSDART00000156700.2,
ZDB-TSCRIPT-100915-503,OTTDART00000047407,ENSDART00000133918.2,
ZDB-TSCRIPT-100915-1534,OTTDART00000047412,ENSDART00000140160.2,
ZDB-TSCRIPT-131113-68,OTTDART00000047417,ENSDART00000153732.2,
ZDB-TSCRIPT-110325-973,OTTDART00000047596,ENSDART00000148635.2,
ZDB-TSCRIPT-131113-1668,OTTDART00000047610,ENSDART00000155637.2,
ZDB-TSCRIPT-131113-1670,OTTDART00000047616,ENSDART00000153582.2,
ZDB-TSCRIPT-100915-1024,OTTDART00000047619,ENSDART00000141409.2,
ZDB-TSCRIPT-110325-975,OTTDART00000047630,ENSDART00000150046.2,
ZDB-TSCRIPT-110325-1882,OTTDART00000047631,ENSDART00000148559.2,
ZDB-TSCRIPT-131113-77,OTTDART00000047650,ENSDART00000154582.2,
ZDB-TSCRIPT-131113-1673,OTTDART00000047655,ENSDART00000157375.2,
ZDB-TSCRIPT-131113-1676,OTTDART00000047677,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3274,OTTDART00000047678,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-81,OTTDART00000047679,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1677,OTTDART00000047680,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3277,OTTDART00000047690,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1682,OTTDART00000047701,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3279,OTTDART00000047702,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1684,OTTDART00000047707,ENSDART00000172083.2,
ZDB-TSCRIPT-131113-1687,OTTDART00000047716,ENSDART00000154092.2,
ZDB-TSCRIPT-131113-3284,OTTDART00000047717,ENSDART00000157130.2,
ZDB-TSCRIPT-131113-92,OTTDART00000047718,ENSDART00000154970.2,
ZDB-TSCRIPT-110325-979,OTTDART00000047719,ENSDART00000149264.2,
ZDB-TSCRIPT-110325-72,OTTDART00000047721,ENSDART00000149603.3,
ZDB-TSCRIPT-110325-1888,OTTDART00000047723,ENSDART00000149449.2,
ZDB-TSCRIPT-110325-73,OTTDART00000047724,ENSDART00000149119.2,
ZDB-TSCRIPT-131113-3286,OTTDART00000047729,ENSDART00000156348.3,
ZDB-TSCRIPT-131113-94,OTTDART00000047730,ENSDART00000155647.2,
ZDB-TSCRIPT-131113-1690,OTTDART00000047735,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-96,OTTDART00000047737,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-1691,OTTDART00000047738,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3288,OTTDART00000047739,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-97,OTTDART00000047740,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-982,OTTDART00000047742,ENSDART00000162602.2,
ZDB-TSCRIPT-131113-3290,OTTDART00000047748,ENSDART00000162987.2,
ZDB-TSCRIPT-131113-107,OTTDART00000047773,ENSDART00000156801.2,
ZDB-TSCRIPT-131113-3299,OTTDART00000047778,ENSDART00000155940.2,
ZDB-TSCRIPT-131113-1702,OTTDART00000047783,ENSDART00000154516.3,
ZDB-TSCRIPT-131113-3301,OTTDART00000047785,ENSDART00000156440.2,
ZDB-TSCRIPT-131113-110,OTTDART00000047786,,
ZDB-TSCRIPT-131113-1703,OTTDART00000047787,ENSDART00000153989.2,
ZDB-TSCRIPT-131113-3302,OTTDART00000047794,ENSDART00000155530.2,
ZDB-TSCRIPT-131113-111,OTTDART00000047805,ENSDART00000156392.2,
ZDB-TSCRIPT-131113-112,OTTDART00000047808,ENSDART00000155678.2,
ZDB-TSCRIPT-110325-86,OTTDART00000047824,ENSDART00000149065.2,
ZDB-TSCRIPT-110325-87,OTTDART00000047827,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-88,OTTDART00000047830,ENSDART00000148699.2,
ZDB-TSCRIPT-110325-90,OTTDART00000047836,ENSDART00000159398.2,
ZDB-TSCRIPT-110325-91,OTTDART00000047839,ENSDART00000149942.2,
ZDB-TSCRIPT-110325-1005,OTTDART00000047858,ENSDART00000150101.2,
ZDB-TSCRIPT-110325-1011,OTTDART00000047880,ENSDART00000149921.2,
ZDB-TSCRIPT-110325-1012,OTTDART00000047883,ENSDART00000148564.3,
ZDB-TSCRIPT-110325-1021,OTTDART00000047917,ENSDART00000148740.2,
ZDB-TSCRIPT-110325-1024,OTTDART00000047926,ENSDART00000148415.2,
ZDB-TSCRIPT-110325-118,OTTDART00000047931,ENSDART00000150108.2,
ZDB-TSCRIPT-110325-1026,OTTDART00000047932,ENSDART00000149498.2,
ZDB-TSCRIPT-110325-120,OTTDART00000047937,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1937,OTTDART00000047943,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1032,OTTDART00000047951,ENSDART00000149262.4,
ZDB-TSCRIPT-110325-1940,OTTDART00000047952,ENSDART00000149377.3,
ZDB-TSCRIPT-110325-125,OTTDART00000047953,ENSDART00000148903.3,
ZDB-TSCRIPT-110325-1033,OTTDART00000047954,ENSDART00000148838.2,
ZDB-TSCRIPT-110325-1943,OTTDART00000047961,ENSDART00000149742.2,
ZDB-TSCRIPT-121213-46,OTTDART00000047968,ENSDART00000152634.2,
ZDB-TSCRIPT-110325-130,OTTDART00000047969,ENSDART00000148580.2,
ZDB-TSCRIPT-110325-1038,OTTDART00000047970,ENSDART00000148657.2,
ZDB-TSCRIPT-110325-1947,OTTDART00000047975,ENSDART00000150044.3,
ZDB-TSCRIPT-110325-135,OTTDART00000047985,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1954,OTTDART00000047996,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1957,OTTDART00000048005,ENSDART00000149669.2,
ZDB-TSCRIPT-110325-1051,OTTDART00000048010,ENSDART00000149614.2,
ZDB-TSCRIPT-110325-1960,OTTDART00000048014,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-149,OTTDART00000048027,ENSDART00000148581.2,
ZDB-TSCRIPT-110325-1059,OTTDART00000048034,ENSDART00000149100.2,
ZDB-TSCRIPT-110325-1967,OTTDART00000048035,ENSDART00000149405.2,
ZDB-TSCRIPT-110325-1970,OTTDART00000048044,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1065,OTTDART00000048052,ENSDART00000149862.2,
ZDB-TSCRIPT-110325-1067,OTTDART00000048059,ENSDART00000149315.2,
ZDB-TSCRIPT-110325-1978,OTTDART00000048069,ENSDART00000149172.2,
ZDB-TSCRIPT-110325-1071,OTTDART00000048071,ENSDART00000149491.2,
ZDB-TSCRIPT-110325-166,OTTDART00000048079,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-1986,OTTDART00000048093,ENSDART00000159105.2,
ZDB-TSCRIPT-141209-259,OTTDART00000048126,ENSDART00000166521.2,
ZDB-TSCRIPT-141209-1486,OTTDART00000048140,ENSDART00000130476.2,
ZDB-TSCRIPT-141209-2703,OTTDART00000048141,ENSDART00000158168.2,
ZDB-TSCRIPT-110325-2003,OTTDART00000048152,ENSDART00000163730.2,
ZDB-TSCRIPT-141209-2704,OTTDART00000048154,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-262,OTTDART00000048158,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-1488,OTTDART00000048159,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-2706,OTTDART00000048160,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-141209-263,OTTDART00000048161,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2004,OTTDART00000048163,ENSDART00000150054.2,
ZDB-TSCRIPT-110325-200,OTTDART00000048197,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3306,OTTDART00000048229,ENSDART00000156998.2,
ZDB-TSCRIPT-131113-114,OTTDART00000048230,ENSDART00000153952.2,
ZDB-TSCRIPT-131113-117,OTTDART00000048242,ENSDART00000154683.3,
ZDB-TSCRIPT-131113-1710,OTTDART00000048243,ENSDART00000155394.3,
ZDB-TSCRIPT-131113-3309,OTTDART00000048244,ENSDART00000156910.2,
ZDB-TSCRIPT-131113-118,OTTDART00000048245,ENSDART00000154270.2,
ZDB-TSCRIPT-110325-209,OTTDART00000048257,ENSDART00000170779.2,
ZDB-TSCRIPT-110325-2025,OTTDART00000048259,ENSDART00000149075.2,
ZDB-TSCRIPT-110325-210,OTTDART00000048260,ENSDART00000149632.2,
ZDB-TSCRIPT-121213-53,OTTDART00000048261,ENSDART00000152694.2,
ZDB-TSCRIPT-121213-54,OTTDART00000048267,ENSDART00000152589.2,
ZDB-TSCRIPT-110325-1126,OTTDART00000048290,ENSDART00000148470.2,
ZDB-TSCRIPT-110325-2034,OTTDART00000048297,ENSDART00000148611.2,
ZDB-TSCRIPT-121213-57,OTTDART00000048298,ENSDART00000152552.2,
ZDB-TSCRIPT-110325-1129,OTTDART00000048313,ENSDART00000149792.2,
ZDB-TSCRIPT-110325-1130,OTTDART00000048316,ENSDART00000133870.3,
ZDB-TSCRIPT-110325-225,OTTDART00000048324,ENSDART00000149105.2,
ZDB-TSCRIPT-110325-2042,OTTDART00000048329,ENSDART00000149388.2,
ZDB-TSCRIPT-141209-2708,OTTDART00000048332,ENSDART00000165950.2,
ZDB-TSCRIPT-141209-265,OTTDART00000048333,ENSDART00000169929.2,
ZDB-TSCRIPT-141209-1490,OTTDART00000048334,ENSDART00000163284.2,
ZDB-TSCRIPT-141209-2709,OTTDART00000048335,ENSDART00000145950.3,
ZDB-TSCRIPT-110325-1139,OTTDART00000048349,ENSDART00000149806.2,
ZDB-TSCRIPT-110325-2052,OTTDART00000048371,ENSDART00000163666.2,
ZDB-TSCRIPT-110325-2059,OTTDART00000048393,ENSDART00000165730.2,
ZDB-TSCRIPT-110325-1152,OTTDART00000048395,ENSDART00000163253.2,
ZDB-TSCRIPT-110325-245,OTTDART00000048397,ENSDART00000158054.2,
ZDB-TSCRIPT-110325-1154,OTTDART00000048407,ENSDART00000150215.2,
ZDB-TSCRIPT-110325-2063,OTTDART00000048411,ENSDART00000149809.2,
ZDB-TSCRIPT-110325-1162,OTTDART00000048434,ENSDART00000164755.2,
ZDB-TSCRIPT-110325-2072,OTTDART00000048441,ENSDART00000149909.2,
ZDB-TSCRIPT-110325-1170,OTTDART00000048459,ENSDART00000149188.3,
ZDB-TSCRIPT-110325-2078,OTTDART00000048460,ENSDART00000149803.2,
ZDB-TSCRIPT-110325-263,OTTDART00000048461,ENSDART00000148793.3,
ZDB-TSCRIPT-131113-3310,OTTDART00000048469,ENSDART00000157104.2,
ZDB-TSCRIPT-131113-121,OTTDART00000048470,ENSDART00000156067.2,
ZDB-TSCRIPT-110325-1174,OTTDART00000048474,ENSDART00000149930.2,
ZDB-TSCRIPT-110325-272,OTTDART00000048492,ENSDART00000150115.2,
ZDB-TSCRIPT-131113-1713,OTTDART00000048493,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-2088,OTTDART00000048496,ENSDART00000148371.2,
ZDB-TSCRIPT-131113-122,OTTDART00000048518,ENSDART00000155308.2,
ZDB-TSCRIPT-110325-2091,OTTDART00000048540,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-131113-3315,OTTDART00000048542,,transcript not in Ensembl. Withdrawn
ZDB-TSCRIPT-110325-277,OTTDART00000048557,ENSDART00000149573.2,
