ENSDARG ID,Gene Abbreviation
ENSDARG00000088630,ARHGEF10L (2 of 2)
ENSDARG00000087745,LRRC38 (2 of 2)
ENSDARG00000074331,eif4g3b
ENSDARG00000061852,olfml3a
ENSDARG00000036826,ankrd52a
ENSDARG00000091298,pmela
ENSDARG00000054003,rargb
ENSDARG00000070939,ZNF740 (2 of 2)
ENSDARG00000031020,pip5k2
ENSDARG00000063594,HIPK1 (1 of 2)
ENSDARG00000055011,CR558302.1
ENSDARG00000059699,DNAJC16 (1 of 2)
ENSDARG00000070227,nhsa
ENSDARG00000017649,CDH7 (1 of 2)
ENSDARG00000006617,napgl
ENSDARG00000024759,inhbab
ENSDARG00000077134,gpr158
ENSDARG00000079886,fam105bb
ENSDARG00000075706,
ENSDARG00000040133,ccrl1b
ENSDARG00000040309,pxdc1b
ENSDARG00000007691,cul1b
ENSDARG00000027500,oxsr1b
ENSDARG00000039051,hhatla
ENSDARG00000019125,klhl40b
ENSDARG00000057619,GPR141 (1 of 2)
ENSDARG00000027657,crhb
ENSDARG00000021739,klhl24
ENSDARG00000060345,apod
ENSDARG00000056218,tnika
ENSDARG00000062023,fndc3bb
ENSDARG00000089109,BCL2 (2 of 2)
ENSDARG00000057169,abca4a
ENSDARG00000073713,vav3b
ENSDARG00000079671,lppr4a
ENSDARG00000057743,si:dkey-10f21.4
ENSDARG00000015230,ptbp2a
ENSDARG00000025111,CABZ01029422.1
ENSDARG00000010350,c1ql3a
ENSDARG00000068474,si:dkey-94e7.2
ENSDARG00000032951,nrbp2
ENSDARG00000073756,slc12a7a
ENSDARG00000078758,CABZ01063402.1
ENSDARG00000030411,crygn2
ENSDARG00000029710,lrrc30
ENSDARG00000002255,CABZ01090303.1
ENSDARG00000004312,vapa
ENSDARG00000015174,atp6v0a1b
ENSDARG00000076411,ptrfa
ENSDARG00000037933,kcnc3b
ENSDARG00000018285,pdpk1b
ENSDARG00000043066,nog2
ENSDARG00000059822,KCNJ12 (1 of 2)
ENSDARG00000045694,prickle1b
ENSDARG00000074905,camk1da
ENSDARG00000030694,atp6v1e1b
ENSDARG00000045856,fgf6b
ENSDARG00000051748,ccnd2a
ENSDARG00000045601,cax1
ENSDARG00000023886,cacna2d4b
ENSDARG00000012684,atp2b1a
ENSDARG00000069185,celsr1a
ENSDARG00000045506,GRAMD4 (1 of 2)
ENSDARG00000007639,CNOT4 (2 of 2)
ENSDARG00000045822,tnnt2e
ENSDARG00000055577,chrm2a
ENSDARG00000062168,tmem168b
ENSDARG00000088813,ppp1r3ab
ENSDARG00000077654,GRM8 (2 of 2)
ENSDARG00000045634,lmod2a
ENSDARG00000045863,asb15b
ENSDARG00000037353,frs2b
ENSDARG00000076729,myo9al1
ENSDARG00000036086,itga11a
ENSDARG00000034165,lingo1a
ENSDARG00000089217,UBAP1L (1 of 2)
ENSDARG00000089255,BX088562.1
ENSDARG00000032959,kcnc1b
ENSDARG00000036082,tph1b
ENSDARG00000059534,JPH3 (2 of 2)
ENSDARG00000001879,nav2b
ENSDARG00000045045,pax6a
ENSDARG00000020395,mical2b
ENSDARG00000030292,galnt18a
ENSDARG00000035732,arntl1b
ENSDARG00000073909,CU013533.1
ENSDARG00000022045,MAP1A (1 of 2)
ENSDARG00000076701,B4GALNT4 (2 of 2)
ENSDARG00000077791,BRSK2 (3 of 3)
ENSDARG00000015709,hsd17b12a
ENSDARG00000053370,eif3jb
ENSDARG00000003971,isl2a
ENSDARG00000053625,anxa2b
ENSDARG00000068628,rab8b
ENSDARG00000079324,ANO9 (2 of 2)
ENSDARG00000036147,ano5b
ENSDARG00000041150,slc17a6b
ENSDARG00000001259,GAS2 (1 of 2)
ENSDARG00000039949,fibina
ENSDARG00000052138,slc1a2a
ENSDARG00000041348,cyp19a1a
ENSDARG00000053246,DEPDC7 (1 of 2)
ENSDARG00000029168,ppfibp2b
ENSDARG00000068242,cngb1a
ENSDARG00000090925,CABZ01112548.1
ENSDARG00000009299,dusp8a
ENSDARG00000003191,pkmb
ENSDARG00000040286,ubl7
ENSDARG00000040274,SCAMP5 (2 of 2)
