ENSDARG ID,Gene Abbreviation
ENSDARG00000091637,PIP4K2C (2 of 2)
ENSDARG00000077095,HIPK1 (2 of 2)
ENSDARG00000052517,AL954146.2
ENSDARG00000060725,DNAJC16 (2 of 2)
ENSDARG00000079977,NHS (2 of 2)
ENSDARG00000023542,cdh7
ENSDARG00000043012,napg
ENSDARG00000012671,inhbaa
ENSDARG00000079665,GPR158 (2 of 2)
ENSDARG00000073931,fam105ba
ENSDARG00000038814,myrip
ENSDARG00000078729,ccrl1a
ENSDARG00000055177,pxdc1a
ENSDARG00000019239,cul1a
ENSDARG00000034189,oxsr1a
ENSDARG00000005139,hhatlb
ENSDARG00000039052,klhl40a
ENSDARG00000077026,GPR141 (2 of 2)
ENSDARG00000093401,crha
ENSDARG00000008275,KLHL24 (1 of 2)
ENSDARG00000057437,APOD (1 of 3)
ENSDARG00000009031,tnikb
ENSDARG00000078179,fndc3ba
ENSDARG00000025613,bcl2
ENSDARG00000062661,abca4b
ENSDARG00000014973,ntng1a
ENSDARG00000078755,lppr4b
ENSDARG00000056960,tmem56a
ENSDARG00000015901,ptbp2b
ENSDARG00000058876,mmp16b
ENSDARG00000036483,c1ql3b
ENSDARG00000045277,rdh12l
ENSDARG00000009626,NRBP2 (1 of 2)
ENSDARG00000062058,SLC12A7 (1 of 2)
ENSDARG00000090724,CU929148.1
ENSDARG00000087437,crygn1
ENSDARG00000089523,LRRC30 (2 of 2)
ENSDARG00000019917,epb41l3b
ENSDARG00000046048,vapal
ENSDARG00000020847,atp6v0a1a
ENSDARG00000059362,ptrfb
ENSDARG00000055855,kcnc3a
ENSDARG00000062304,pdpk1a
ENSDARG00000059182,nog5
ENSDARG00000062618,KCNJ12 (2 of 2)
ENSDARG00000040649,prickle1a
ENSDARG00000017446,camk1db
ENSDARG00000014085,si:ch211-266k8.3
ENSDARG00000009351,fgf6a
ENSDARG00000070408,ccnd2b
ENSDARG00000015732,CR391963.1
ENSDARG00000026855,cacna2d4a
ENSDARG00000007788,atp2b1b
ENSDARG00000058259,celsr1b
ENSDARG00000069171,gramd4
ENSDARG00000007045,CNOT4 (1 of 2)
ENSDARG00000002988,tnnt2d
ENSDARG00000029994,chrm2b
ENSDARG00000068705,tmem168a
ENSDARG00000090468,ppp1r3aa
ENSDARG00000076508,GRM8 (1 of 2)
ENSDARG00000045864,lmod2b
ENSDARG00000045633,CU457815.1
ENSDARG00000045873,frs2a
ENSDARG00000073843,CU633744.1
ENSDARG00000007950,itga11b
ENSDARG00000035899,lingo1b
ENSDARG00000091843,CABZ01068819.1
ENSDARG00000090615,BX957297.2
ENSDARG00000051852,kcnc1a
ENSDARG00000029432,tph1a
ENSDARG00000029590,jph3
ENSDARG00000073688,NAV2 (2 of 2)
ENSDARG00000045936,pax6b
ENSDARG00000075608,MICAL2 (2 of 2)
ENSDARG00000059438,galnt18b
ENSDARG00000006791,arntl1a
ENSDARG00000076143,PPIP5K1 (2 of 2)
ENSDARG00000059601,map1aa
ENSDARG00000046150,BX649494.1
ENSDARG00000061421,BRSK2 (1 of 3)
ENSDARG00000035872,hsd17b12b
ENSDARG00000012603,eif3ja
ENSDARG00000053499,isl2b
ENSDARG00000003216,anxa2a
ENSDARG00000061407,megf8
ENSDARG00000076320,ano9a
ENSDARG00000015731,ano5a
ENSDARG00000001127,slc17a6a
ENSDARG00000036152,GAS2 (2 of 2)
ENSDARG00000087196,fibinb
ENSDARG00000009563,slc1a2b
ENSDARG00000009852,cyp19a1b
ENSDARG00000055043,depdc7
ENSDARG00000061977,ppfibp2a
ENSDARG00000042107,CNGB1 (1 of 2)
ENSDARG00000075805,si:dkey-219c3.2
ENSDARG00000039232,DUSP8 (2 of 2)
ENSDARG00000003933,pkma
ENSDARG00000024229,UBL7 (1 of 2)
ENSDARG00000018743,scamp5
